User,(500) Days of Summer,10 Cloverfield Lane,10 Things I Hate About You,12 Angry Men,12 Years a Slave,12th Fail,13 Going on 30,1917,2001: A Space Odyssey,21 Jump Street,28 Days Later,3 Idiots,A Beautiful Mind,A Bug's Life,A Clockwork Orange,A Complete Unknown,A Nightmare on Elm Street,A Quiet Place,A Quiet Place Part II,A Quiet Place: Day One,A Real Pain,A Separation,A Silent Voice: The Movie,A Star Is Born,About Time,Aftersun,Air,Akira,Aladdin,Alice in Wonderland,Alien,Alien: Romulus,Aliens,All About Eve,All Quiet on the Western Front,All of Us Strangers,Almost Famous,Amadeus,American Beauty,American Fiction,American History X,American Psycho,Amores Perros,Amélie,Anatomy of a Fall,Annihilation,Anora,Another Round,Ant-Man,Ant-Man and the Wasp,Ant-Man and the Wasp: Quantumania,Anyone But You,Apocalypse Now,Aquaman,Arrival,Asteroid City,Atonement,Avatar,Avatar: The Way of Water,Avengers: Age of Ultron,Avengers: Endgame,Avengers: Infinity War,Baby Driver,Baby Reindeer,Babygirl,Babylon,Back to the Future,Back to the Future Part II,Barbarian,Barbie,Barry Lyndon,Batman Begins,Batman v Superman: Dawn of Justice,Beau Is Afraid,Beautiful Boy,Beauty and the Beast,Beetlejuice,Beetlejuice Beetlejuice,Before Midnight,Before Sunrise,Before Sunset,Being John Malkovich,Ben-Hur,Bicycle Thieves,Big Fish,Big Hero 6,Bird Box,Birdman or (The Unexpected Virtue of Ignorance),Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),BlacKkKlansman,Black Panther,Black Panther: Wakanda Forever,Black Swan,Black Widow,Blade Runner,Blade Runner 2049,Blink Twice,Blue Valentine,Blue Velvet,Bodies Bodies Bodies,Bohemian Rhapsody,Bones and All,Boogie Nights,Booksmart,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Bottoms,Boyhood,Bram Stoker's Dracula,Brave,Braveheart,Breakfast at Tiffany's,Bridget Jones's Diary,Brokeback Mountain,Bullet Train,But I'm a Cheerleader,Call Me by Your Name,Capernaum,Captain America: Brave New World,Captain America: Civil War,Captain America: The First Avenger,Captain America: The Winter Soldier,Captain Marvel,Carol,Carrie,Carry-On,Cars,Cars 2,Casablanca,Casino,Casino Royale,Cast Away,Catch Me If You Can,Challengers,Charlie and the Chocolate Factory,Chernobyl,Children of Heaven,Children of Men,Chinatown,Chungking Express,Cinema Paradiso,Citizen Kane,City Lights,City of God,Civil War,Climax,Close,Clueless,Cocaine Bear,Coco,Come and See ,Companion,Conclave,Coraline,Corpse Bride,Crazy Rich Asians,"Crazy, Stupid, Love.",Cruella,Dallas Buyers Club,Dangal,Das Boot,Dawn of the Planet of the Apes,Dazed and Confused,Dead Poets Society,Deadpool,Deadpool & Wolverine,Deadpool 2,Decision to Leave,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,Despicable Me,Dial M for Murder,Die Hard,Dirty Dancing,Divergent,Django Unchained,Do the Right Thing,Doctor Strange,Doctor Strange in the Multiverse of Madness,Dog Day Afternoon,Don't Look Up,Don't Worry Darling,Donnie Darko,Double Indemnity,Downfall,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dream Scenario,Drishyam,Drive,Drive My Car,Dune,Dune: Part Two,Dungeons & Dragons: Honor Among Thieves,Dunkirk,E.T. the Extra-Terrestrial,Easy A,Edge of Tomorrow,Edward Scissorhands,Eighth Grade,Elemental,Elf,Elvis,Emilia Pérez,Emma.,Encanto,Enemy,Enola Holmes,Eraserhead,Eternal Sunshine of the Spotless Mind,Eternals,Everything Everywhere All at Once,Evil Dead Rise,Ex Machina,Eyes Wide Shut,Fallen Angels,Fantastic Beasts and Where to Find Them,Fantastic Mr. Fox,Fargo,Ferris Bueller's Day Off,Fight Club,Finding Dory,Finding Nemo,Five Nights at Freddy's,Flow,For a Few Dollars More,Ford v Ferrari,Forrest Gump,Frances Ha,Freaky Friday,Free Guy,Fresh,Frozen,Frozen II,Full Metal Jacket,Furiosa: A Mad Max Saga,Get Out,Ghostbusters,"Girl, Interrupted",Gladiator,Gladiator II,Glass Onion,Godzilla Minus One,Gone Girl,Gone with the Wind,Good Time,Good Will Hunting,GoodFellas,Goodfellas,Gran Torino,Grave of the Fireflies,Gravity,Grease,Green Book,Groundhog Day,Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 3,Guillermo del Toro's Pinocchio,Hachi: A Dog's Tale,Hacksaw Ridge,Halloween,Hamilton,Harakiri,Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix,Harry Potter and the Philosopher's Stone,Harry Potter and the Prisoner of Azkaban,Heat,Heathers,Her,Hercules,Hereditary,Heretic,High and Low,Hit Man,Home Alone,Home Alone 2: Lost in New York,Hot Fuzz,Hotel Rwanda,House,How the Grinch Stole Christmas,How to Lose a Guy in 10 Days,How to Train Your Dragon,How to Train Your Dragon 2,Howl's Moving Castle,I Saw the TV Glow,I'm Still Here,I'm Thinking of Ending Things,"I, Tonya",Ice Age,Ikiru,Immaculate,In Bruges,In the Mood for Love,In the Name of the Father,Incendies,Inception,Incredibles 2,Indiana Jones and the Dial of Destiny,Indiana Jones and the Last Crusade,Indiana Jones and the Temple of Doom,Infinity Pool,Inglourious Basterds,Inside Out,Inside Out 2,Interstellar,Into the Wild,Iron Man,Iron Man 2,Iron Man 3,Isle of Dogs,It,It Chapter Two,It Ends with Us,It Follows,It's a Wonderful Life,Jackie Brown,Jai Bhim,Jaws,Jennifer's Body,John Wick,John Wick: Chapter 2,John Wick: Chapter 3 – Parabellum,John Wick: Chapter 4,Jojo Rabbit,Joker,Joker: Folie à Deux,Judgment at Nuremberg,Jumanji,Jumanji: Welcome to the Jungle,Juno,Jurassic Park,Jurassic World,Juror #2,Kick-Ass,Kiki's Delivery Service,Kill Bill: Vol. 1,Kill Bill: Vol. 2,Killers of the Flower Moon,Kinds of Kindness,Kingdom of the Planet of the Apes,Kingsman: The Golden Circle,Kingsman: The Secret Service,Klaus,Knives Out,Kung Fu Panda,L.A. Confidential,La Haine,La La Land,La haine,Lady Bird,Last Night in Soho,Late Night with the Devil,Lawrence of Arabia,Leave the World Behind,Legally Blonde,Licorice Pizza,Life Is Beautiful,Life of Pi,Like Stars on Earth,Lilo & Stitch,Little Miss Sunshine,Little Women,"Lock, Stock and Two Smoking Barrels",Logan,Longlegs,Lost in Translation,Love Actually,Love Lies Bleeding,Luca,Léon: The Professional,M,M3GAN,MaXXXine,Mad Max: Fury Road,Madagascar,Magnolia,Maharaja,Mamma Mia!,Mamma Mia! Here We Go Again,Man of Steel,Manchester by the Sea,Marcel the Shell with Shoes On,Marie Antoinette,Marriage Story,Mary and Max,Matilda,May December,Me Before You,Mean Girls,Megamind,Memento,Memories of Murder,Men in Black,Metropolis,Mickey 17,Midnight in Paris,Midsommar,Million Dollar Baby,Minari,Mission: Impossible,Mission: Impossible – Dead Reckoning,Mission: Impossible – Fallout,Moana,Modern Times,Moneyball,Monkey Man,Monsters University,"Monsters, Inc.",Monty Python and the Holy Grail,Moonlight,Moonrise Kingdom,Moulin Rouge!,Mr. & Mrs. Smith,Mr. Smith Goes to Washington,Mulan,Mulholland Drive,My Father and My Son,My Neighbor Totoro,Mysterious Skin,Napoleon,Napoleon Dynamite,Network,Night at the Museum,Nightcrawler,No Country for Old Men,No Hard Feelings,No Time to Die,Nobody,Nocturnal Animals,Nomadland,Nope,Normal People,North by Northwest,Nosferatu,Notting Hill,Now You See Me,Ocean's Eight,Ocean's Eleven,Old,Oldboy,On the Waterfront,Once Upon a Time in America,Once Upon a Time in the West,Once Upon a Time... in Hollywood,One Flew Over the Cuckoo's Nest,Oppenheimer,Paddington,Paddington 2,Palm Springs,Pan's Labyrinth,Paprika,Parasite,"Paris, Texas",Past Lives,Paths of Glory,Pearl,Perfect Blue,Perfect Days,Persona,Phantom Thread,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: The Curse of the Black Pearl,Pitch Perfect,Platoon,Ponyo,Poor Things,Portrait of a Lady on Fire,Possession,Pretty Woman,Pride & Prejudice,Princess Mononoke,Priscilla,Prisoners,Project X,Prometheus,Promising Young Woman,Psycho,Pulp Fiction,Punch-Drunk Love,Puss in Boots: The Last Wish,Queer,Raging Bull,Raiders of the Lost Ark,Ran,Rango,Rashomon,Ratatouille,Raw,Ready Player One,Ready or Not,Rear Window,Rebecca,"Red, White & Royal Blue",Requiem for a Dream,Reservoir Dogs,Return of the Jedi,Rise of the Planet of the Apes,Rocketman,Rocky,Rogue One: A Star Wars Story,Roma,Romeo + Juliet,Room,Rosemary's Baby,Rush,Rushmore,Saltburn,Saving Private Ryan,Saw,Scarface,Schindler's List,School of Rock,Scooby-Doo,Scott Pilgrim vs. the World,Scream,Scream 2,Scream VI,Se7en,Seven Samurai,Shang-Chi and the Legend of the Ten Rings,Shaun of the Dead,Shazam!,She's the Man,Sherlock Jr.,Shiva Baby,Shrek,Shrek 2,Shutter Island,Sicario,Silver Linings Playbook,Singin' in the Rain,Skyfall,Slumdog Millionaire,Smile,Smile 2,Snatch,Snowpiercer,Society of the Snow,Solo: A Star Wars Story,Some Like It Hot,Sorry to Bother You,Soul,Sound of Metal,Spencer,Spider-Man,Spider-Man 2,Spider-Man 3,Spider-Man: Across the Spider-Verse,Spider-Man: Far From Home,Spider-Man: Homecoming,Spider-Man: Into the Spider-Verse,Spider-Man: No Way Home,Spirited Away,Split,Spotlight,Squid Game,Stalker,Stand by Me,Star Wars,Star Wars: Episode I – The Phantom Menace,Star Wars: Episode II – Attack of the Clones,Star Wars: Episode III – Revenge of the Sith,Star Wars: Episode IV - A New Hope,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode VI - Return of the Jedi,Star Wars: The Force Awakens,Star Wars: The Last Jedi,Star Wars: The Rise of Skywalker,Suicide Squad,Sunset Boulevard,Superbad,Suspiria,Talk to Me,Tangled,Taxi Driver,Ted,Teenage Mutant Ninja Turtles: Mutant Mayhem,Tenet,Terminator 2: Judgment Day,The Amazing Spider-Man,The Amazing Spider-Man 2,The Apartment,The Avengers,The Babadook,The Banshees of Inisherin,The Batman,The Battle of Algiers,The Best Years of Our Lives,The Big Lebowski,The Big Short,The Black Phone,The Blair Witch Project,The Boy and the Heron,The Boy in the Striped Pyjamas,The Breakfast Club,The Bridge on the River Kwai,The Brutalist,The Cabin in the Woods,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Conjuring,The Curious Case of Benjamin Button,The Darjeeling Limited,The Dark Knight,The Dark Knight Rises,The Deer Hunter,The Departed,The Devil Wears Prada,The Edge of Seventeen,The Elephant Man,The Emperor's New Groove,The Empire Strikes Back,The Evil Dead,The Exorcist,The Fabelmans,The Fall Guy,The Father,The Favourite,The Flash,The Florida Project,The Fly,The French Dispatch,The Game,The General,The Girl with the Dragon Tattoo,The Godfather,The Godfather Part II,The Gold Rush,"The Good, the Bad and the Ugly",The Graduate,The Grand Budapest Hotel,The Grapes of Wrath,The Great Dictator,The Great Escape,The Great Gatsby,The Greatest Showman,The Green Knight,The Green Mile,The Handmaiden,The Hangover,The Hateful Eight,The Help,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Holdovers,The Holiday,The Hunger Games,The Hunger Games: Catching Fire,The Hunger Games: Mockingjay – Part 1,The Hunger Games: Mockingjay – Part 2,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunt,The Idea of You,The Imitation Game,The Incredibles,The Intouchables,The Invisible Man,The Irishman,The Iron Claw,The Iron Giant,The Kid,The Killer,The Killing of a Sacred Deer,The Lego Batman Movie,The Lego Movie,The Lighthouse,The Lion King,The Little Mermaid,The Lives of Others,The Lobster,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Martian,The Mask,The Matrix,The Maze Runner,The Menu,The Mitchells vs. the Machines,The Nice Guys,The Nightmare Before Christmas,The Northman,The Notebook,The Parent Trap,The Passion of Joan of Arc,The Perks of Being a Wallflower,The Pianist,The Platform,The Polar Express,The Power of the Dog,The Prestige,The Princess Bride,The Princess Diaries,The Princess and the Frog,The Proposal,The Pursuit of Happyness,The Queen's Gambit,The Revenant,The Rocky Horror Picture Show,The Royal Tenenbaums,The Secret Life of Walter Mitty,The Secret in Their Eyes,The Seventh Seal,The Shape of Water,The Shawshank Redemption,The Shining,The Silence of the Lambs,The Sixth Sense,The Social Network,The Sound of Music,The Sting,The Substance,The Suicide Squad,The Super Mario Bros. Movie,The Talented Mr. Ripley,The Terminator,The Texas Chain Saw Massacre,The Theory of Everything,The Thing,The Third Man,The Treasure of the Sierra Madre,The Truman Show,The Twilight Saga: Eclipse,The Twilight Saga: New Moon,The Usual Suspects,The Virgin Suicides,The Wages of Fear,The Whale,The Wild Robot,The Witch,The Wizard of Oz,The Wolf of Wall Street,The Wonderful Story of Henry Sugar,The Worst Person in the World,The Zone of Interest,Thelma & Louise,There Will Be Blood,Thirteen,Thor,Thor: Love and Thunder,Thor: Ragnarok,Thor: The Dark World,"Three Billboards Outside Ebbing, Missouri",Titane,Titanic,To All the Boys I've Loved Before,To Be or Not to Be,To Kill a Mockingbird,Tokyo Story,Top Gun,Top Gun: Maverick,Toy Story,Toy Story 2,Toy Story 3,Toy Story 4,Train to Busan,Trainspotting,Trap,Triangle of Sadness,Turning Red,Twilight,Twisters,TÁR,Uncharted,Uncut Gems,Unforgiven,Up,Us,V for Vendetta,Venom,Venom: Let There Be Carnage,Vertigo,WALL·E,WandaVision,War for the Planet of the Apes,Warrior,Waves,We Live in Time,West Side Story,What We Do in the Shadows,When Harry Met Sally...,Whiplash,White Chicks,Wicked,Wild Strawberries,Wild Tales,Witness for the Prosecution,Woman of the Hour,Wonder Woman,Wonka,World War Z,Wreck-It Ralph,X,X-Men,X-Men: Days of Future Past,X-Men: First Class,Yojimbo,Your Name.,Zodiac,Zombieland,Zoolander,Zootopia,mid90s,mother!,"tick, tick... BOOM!",user_name
krautsalat,,,4.5,,,,,4.0,5.0,,,,,,5.0,3.5,,3.5,3.0,,,,,2.0,,,,4.5,,,,,5.0,,3.0,,,4.5,,,,,,,,4.0,4.0,4.0,,3.5,,,5.0,4.0,,3.5,,,4.5,,3.5,3.5,,,2.5,4.5,,,,4.0,5.0,4.0,,4.0,,,4.5,3.5,,,,,,,,,,,4.0,4.0,4.0,,,3.5,4.0,4.5,,,5.0,2.5,3.5,,,4.5,,,,,,,,4.0,4.0,,4.0,4.0,,,,,,2.5,,5.0,,,,,,,,4.5,3.0,3.5,,,,,4.5,,5.0,,,3.5,4.0,,,,4.5,,4.0,4.0,,4.0,,,,,,,,,,,,1.5,4.0,,,,5.0,4.5,,4.5,5.0,,3.5,,3.5,,,,,5.0,4.0,,5.0,,4.5,4.5,,3.0,,,,,,,,4.0,,,,,,5.0,,,5.0,,4.0,,,2.5,,5.0,5.0,5.0,3.5,4.5,,4.5,,,,,,,4.0,,,5.0,5.0,,,,,,4.0,4.5,4.5,,4.0,,,,,,,4.0,,,,,4.0,4.0,,,4.0,,4.5,4.0,4.0,4.0,3.5,4.0,4.0,3.5,4.0,5.0,,,,4.5,3.5,,4.0,,,4.5,,4.5,,,,4.0,,4.5,4.0,3.5,1.5,,,,,4.5,,,,,3.0,4.0,,3.5,5.0,5.0,4.5,,,,,,4.5,2.5,2.0,,,,5.0,,5.0,3.5,4.5,4.0,4.5,4.5,3.5,2.5,,,,,,4.0,,4.0,,5.0,,,4.0,,4.0,3.5,,4.0,4.0,,,,,,4.5,4.5,,5.0,,,4.5,,,,,,4.0,,,2.0,4.5,,4.0,,,,,4.0,5.0,,,,,,,,,,4.5,,,4.0,,,,,,,5.0,3.5,,3.5,,3.5,5.0,4.5,4.5,,,,4.0,,,5.0,4.0,,,,,,5.0,,4.5,4.0,,,,,,,,4.0,4.0,4.0,3.5,4.0,,,4.0,4.0,,3.5,,,,,,,5.0,5.0,2.0,4.0,4.5,4.0,5.0,,4.5,4.5,,,4.5,4.5,,4.0,5.0,3.5,4.0,4.0,,,,4.5,,,,,,,4.5,,,3.0,,5.0,,4.0,,,,,4.0,,,4.0,3.0,3.0,5.0,,,,4.5,,,4.0,,3.5,4.5,3.5,,,,,,4.0,3.0,5.0,,,,4.5,2.5,,,,5.0,3.5,4.5,4.0,,,,,,,,,5.0,,,,,,4.0,,4.0,4.5,4.5,4.0,1.5,,,,,3.5,4.0,,4.5,3.5,,3.5,,,,,,,,,,,,,3.0,,,4.5,,2.0,,,,,4.0,4.0,5.0,,,,,4.0,4.0,2.5,,,5.0,,,3.5,4.0,,4.5,,4.5,4.0,,,1.0,,4.0,,,,3.5,,,,,4.0,3.0,4.5,4.0,1.0,4.5,,1.5,5.0,4.0,,,,5.0,,,5.0,4.5,,,,,,3.5,3.0,,,,4.5,,4.0,4.0,3.0,4.5,,,,,,,,,,,,4.0,4.5,,4.5,,4.0,4.0,,,4.0,,,,,4.5,4.5,4.0,,4.0,5.0,,2.5,,4.5,,4.5,,,,3.5,,,,,4.0,,,,,,,,5.0,,,,,4.5,,5.0,,,,4.5,,4.0,4.0,,4.5,5.0,5.0,,5.0,,,,,,,,,4.0,4.5,,5.0,,,,3.0,,,,,3.5,3.5,,4.5,4.5,5.0,,,,,4.0,4.0,4.5,4.5,4.5,4.5,,,,,4.0,,,4.5,,4.5,,4.5,4.0,4.5,3.0,,5.0,4.5,,,,,,4.5,,,,,4.0,,,,,,4.0,,,4.0,,,,,4.0,4.5,,,,,4.5,,krautsalat
miau,,4.5,2.5,,3.0,,,,,,3.5,,,,,,4.0,4.5,4.5,4.0,4.0,,,4.0,,4.5,,5.0,,,5.0,2.0,,,,5.0,5.0,5.0,,,,5.0,,,5.0,3.5,2.0,,,,,3.5,,,5.0,,,,,,,,,,,,5.0,,4.0,5.0,4.0,,,,4.0,,3.5,,,,,4.0,,,,,3.0,,,,,,4.5,4.0,5.0,5.0,3.0,,,4.0,,2.0,3.5,4.5,,3.0,,4.0,,,,2.5,,,5.0,4.0,,,,,,3.5,2.5,,,,,,3.0,,,,1.0,,2.5,,,3.0,,,3.5,,2.5,4.0,4.0,,5.0,1.5,,,2.5,,,,,5.0,,,,,,5.0,,,,,,,,,4.5,,,,,,,,1.0,4.5,5.0,,,5.0,4.0,,5.0,,2.0,5.0,,,3.5,1.5,3.0,,4.0,,,3.5,,4.0,,4.5,,4.5,5.0,,4.5,5.0,,,,,5.0,,,,,,3.5,,,,,5.0,,,5.0,,,,,5.0,,,,,,4.5,2.0,,,2.5,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,3.5,4.0,3.5,,3.0,3.0,,,,,,,4.0,,,,,,4.0,,,3.0,,,5.0,,,,,0.5,,,4.0,,3.5,,,,0.5,,3.5,,,,2.0,1.0,,5.0,,,,4.0,5.0,2.5,,,,,4.5,1.0,,,,,4.5,,,2.5,,,,,0.5,,,,,,,,,,,3.5,4.5,5.0,,1.0,,2.5,,,,,,,,,5.0,5.0,,4.5,,5.0,,4.0,1.5,0.5,,,,,,,,,3.0,1.0,,,,,2.5,,1.5,,,,,,2.0,,,4.0,,2.5,,,,,,,,4.5,4.5,,,,,4.5,,,,,4.5,,,,,,4.0,,4.5,,4.5,,,4.0,,,,,4.0,,,,4.0,1.0,,1.0,,,4.0,,,2.0,,,,3.5,4.0,,,3.5,,,,3.5,,,0.5,,5.0,,,,4.5,5.0,,2.0,5.0,4.0,,,,1.5,,,,,,,5.0,,2.5,,,,,,,,,,,,,4.0,4.5,,4.5,5.0,,4.0,4.0,,,,,4.5,4.0,5.0,2.5,,,,,,,4.5,,,,5.0,,,,,1.5,1.5,,,,,,,,4.5,4.5,,,,,,,,,,4.0,4.5,,4.5,,,,,,,,,,,,,2.5,4.0,1.0,4.0,,,,,,,,,,,4.5,,4.0,,,5.0,3.0,4.0,5.0,4.0,,,,,0.5,,4.5,,,,,,,4.0,3.5,,,,4.5,5.0,,3.5,,4.0,,4.0,5.0,,3.5,,,,,,4.0,,,,,,,,3.0,,,,,,,,,3.5,2.5,,,,,,,,,,,2.0,,4.0,,,1.5,5.0,,,4.5,,,,,,,,3.0,,,,2.0,,3.0,,5.0,,,,5.0,,,,,,,,,,,4.0,2.5,,2.5,,,3.0,,,5.0,3.0,4.0,,,,5.0,,,3.5,,5.0,,,,,,,,,4.5,,,,5.0,,,,,,,,4.0,,,,,,4.5,2.5,,,,,,2.0,,,,,3.5,4.0,4.0,,,2.0,3.5,0.5,,,,,4.0,,,,,,,,,,,,,4.5,5.0,,,,,,2.5,,,,,4.0,,,,,,4.0,,,,4.5,0.5,,miau
strawhatsanti,4.0,4.0,5.0,5.0,4.0,,3.5,3.5,3.0,4.0,,,,4.0,4.0,3.5,5.0,2.5,,3.0,4.5,,,4.5,5.0,5.0,3.5,5.0,5.0,,5.0,2.0,4.5,,3.5,5.0,5.0,,1.5,4.0,,5.0,,,5.0,5.0,5.0,,3.0,1.5,1.0,2.0,5.0,4.5,5.0,5.0,,4.5,5.0,3.5,3.0,3.5,4.5,5.0,3.5,5.0,5.0,,3.0,4.0,5.0,4.0,1.0,4.0,,5.0,4.0,3.0,5.0,5.0,5.0,,,,,2.5,,5.0,4.5,5.0,4.5,3.5,4.0,2.0,5.0,5.0,2.5,,5.0,4.5,1.0,4.5,5.0,4.0,,4.5,5.0,5.0,,,,,,2.5,3.5,5.0,,,2.5,4.0,4.0,3.0,5.0,,3.5,,1.5,,4.5,,,4.5,5.0,,,,5.0,,5.0,,,,,4.5,,4.0,,1.0,4.5,,3.0,4.5,5.0,,,4.5,,,,,4.5,,5.0,2.0,1.5,2.0,4.5,,,,5.0,,,5.0,5.0,2.0,3.0,,2.5,1.5,5.0,,,5.0,3.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,,4.5,3.0,2.5,3.5,0.5,,3.5,,,4.5,5.0,2.5,5.0,4.0,4.5,5.0,5.0,3.0,5.0,5.0,3.0,5.0,,5.0,1.0,4.0,,,1.5,5.0,,,2.5,3.5,,,5.0,5.0,,5.0,5.0,3.0,4.0,5.0,5.0,,5.0,4.0,5.0,,,,,,1.0,,4.5,5.0,5.0,5.0,,,5.0,,,3.5,4.0,3.0,3.0,2.0,3.5,4.0,4.5,5.0,,5.0,4.5,5.0,4.0,,4.5,4.0,4.0,5.0,,,,3.0,4.0,3.5,5.0,5.0,,,4.5,,5.0,2.5,5.0,5.0,,5.0,4.5,2.0,2.0,5.0,4.5,3.0,5.0,4.0,2.5,5.0,,4.0,2.5,3.5,,4.0,3.0,,4.5,5.0,,,5.0,5.0,4.5,4.5,4.5,5.0,4.0,2.5,1.0,,,,,5.0,2.0,4.5,,5.0,5.0,5.0,5.0,4.5,4.0,,,4.5,4.0,4.5,,5.0,5.0,,5.0,,,,1.0,5.0,5.0,3.5,,,5.0,5.0,5.0,,5.0,3.5,5.0,2.0,4.5,4.5,5.0,,2.5,1.5,5.0,3.0,4.5,,5.0,,2.0,4.5,5.0,,4.0,,,5.0,,1.5,4.0,5.0,5.0,,,4.0,,4.5,,5.0,4.5,4.5,5.0,3.0,,,4.0,,5.0,,5.0,4.0,5.0,,,,5.0,,5.0,5.0,,5.0,,,5.0,5.0,3.0,,,4.5,,5.0,,5.0,4.5,,,,5.0,4.5,5.0,,,,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,,,,4.0,5.0,5.0,5.0,,,5.0,4.5,5.0,4.0,4.5,3.0,5.0,5.0,5.0,4.5,,4.5,5.0,,3.5,,5.0,5.0,3.0,4.5,5.0,,,,4.0,5.0,4.0,,,3.5,4.5,,3.5,,,4.5,1.5,5.0,4.5,,,5.0,,4.0,4.0,4.5,4.0,5.0,4.5,2.0,5.0,3.5,5.0,,5.0,5.0,5.0,4.0,5.0,4.5,,5.0,,3.0,3.0,,4.0,,3.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,5.0,1.5,3.0,5.0,2.0,5.0,4.0,5.0,,,,5.0,4.0,4.5,5.0,,,,3.0,4.0,0.5,0.5,5.0,,,4.0,4.0,5.0,,4.5,5.0,5.0,2.0,1.5,5.0,2.5,4.5,5.0,5.0,,,5.0,3.0,3.5,,5.0,,3.5,,5.0,,,,,4.5,5.0,3.0,,5.0,4.5,4.5,,5.0,5.0,4.5,,5.0,2.5,,5.0,1.0,5.0,5.0,,,,5.0,5.0,5.0,,,,5.0,,,,,,5.0,,,,3.5,,3.0,1.0,2.0,5.0,3.5,4.0,4.5,3.0,2.0,3.5,5.0,3.5,,5.0,,4.5,5.0,4.5,5.0,,4.5,5.0,5.0,5.0,5.0,5.0,3.5,,4.5,5.0,5.0,5.0,4.0,,5.0,,4.5,,5.0,3.5,4.5,3.5,,,5.0,,,2.5,4.5,5.0,5.0,,,,,,4.0,5.0,5.0,,,,4.5,5.0,5.0,5.0,5.0,5.0,,,5.0,,3.0,,5.0,5.0,,5.0,,,5.0,4.0,5.0,,5.0,,1.0,4.0,5.0,4.5,5.0,4.0,5.0,5.0,,5.0,4.5,3.0,0.5,4.5,2.5,3.0,,5.0,,,,,4.5,5.0,5.0,5.0,5.0,4.0,,5.0,4.5,4.5,4.5,5.0,4.0,5.0,1.0,5.0,,4.0,4.5,,1.0,3.0,5.0,5.0,,5.0,,,3.0,5.0,5.0,5.0,5.0,3.0,2.5,,,,4.0,4.0,3.5,,4.0,4.5,3.5,4.5,4.0,,5.0,5.0,2.0,,4.0,,,5.0,strawhatsanti
