user_id,director1_rate,director2_rate,director3_rate,director4_rate,director5_rate,director6_rate,director7_rate,director8_rate,director9_rate,director10_rate,director1_norm_rate,director2_norm_rate,director3_norm_rate,director4_norm_rate,director5_norm_rate,director6_norm_rate,director7_norm_rate,director8_norm_rate,director9_norm_rate,director10_norm_rate
62,811,1118,1718,1791,1172,866,1513,392,1731,734,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942
63,204,354,453,1500,931,862,266,813,1857,1870,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
64,1354,859,1068,1714,1505,1001,1153,785,1023,577,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
65,609,1801,317,361,639,298,1259,165,1301,1479,-1.0024768780904942,-1.7861154883818424,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515
66,1714,518,1097,963,1752,262,361,1354,992,1487,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
67,1572,1500,1332,392,1505,931,458,1140,1060,1673,0.9566196476378748,0.1729810373465264,0.1729810373465264,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
68,1118,1078,965,409,326,592,175,1562,943,60,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
69,1853,200,957,115,222,1626,438,1124,620,1489,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.5648003424922023,0.5648003424922023,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
70,1718,247,1248,260,1118,1683,115,69,1344,93,0.1729810373465264,-1.3942961832361669,-1.7861154883818424,-1.7861154883818424,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515
71,1803,992,431,1078,963,853,323,964,1558,779,0.9566196476378748,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
72,431,1124,220,1731,23,453,115,931,266,986,0.9566196476378748,0.1729810373465264,0.1729810373465264,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
73,1126,100,1613,1623,1263,1287,1502,795,25,472,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,-0.2188382677991459,-0.2188382677991459
74,609,126,69,811,460,348,1140,467,1563,346,-1.7861154883818424,-2.177934793527515,-2.177934793527515,-2.9615734038188632,-2.9615734038188632,-2.9615734038188632,-2.9615734038188632,-2.9615734038188632,-2.9615734038188632,-3.353392708964537
75,1505,1879,1751,555,303,631,93,39,625,449,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
76,1731,1145,1094,630,160,1593,1798,1719,1224,656,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
77,609,115,1144,458,1140,298,346,1394,146,506,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
78,609,23,1626,120,115,1471,1682,1608,925,297,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.5648003424922023
79,1306,1118,176,1871,103,785,617,896,126,115,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-0.2188382677991459,-0.6106575729448218,-0.6106575729448218
80,422,1069,954,592,146,854,1124,1415,1563,689,0.9566196476378748,0.1729810373465264,-0.2188382677991459,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.3942961832361669,-1.3942961832361669,-1.7861154883818424,-1.7861154883818424
81,945,183,1833,282,1731,1562,943,25,1035,1073,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.5648003424922023,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
82,1044,438,453,1445,62,1718,1124,1666,213,1619,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
83,518,881,998,642,471,146,1415,852,1307,384,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.7861154883818424,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515
84,1505,172,431,344,657,884,1395,113,212,1159,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.6106575729448218,-0.6106575729448218
85,317,195,1557,303,1682,367,1721,1746,1810,1190,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
86,464,458,446,175,1714,189,959,943,1383,1079,0.9566196476378748,0.1729810373465264,0.1729810373465264,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.3942961832361669
87,912,1662,1822,346,889,831,694,1064,861,23,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264
88,975,805,620,1601,258,200,1888,503,1362,1541,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
89,175,620,609,1248,1731,1118,669,354,133,1274,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
90,1099,126,1181,555,715,845,637,165,177,310,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-1.0024768780904942
91,669,354,1837,1118,1718,787,121,1516,1274,42,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
92,1078,176,262,103,862,444,320,1731,500,319,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264
93,1118,135,617,566,669,354,1067,639,103,853,-1.0024768780904942,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.9615734038188632,-2.9615734038188632,-2.9615734038188632
94,609,1731,1156,1354,351,1721,68,1629,1335,878,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
95,811,1714,1445,1731,669,133,620,995,1866,610,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
96,609,1248,282,1144,802,103,464,571,572,1774,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
97,25,1730,1438,1235,1565,947,1879,1793,540,717,-1.0024768780904942,-1.0024768780904942,-1.7861154883818424,-1.7861154883818424,-1.7861154883818424,-1.7861154883818424,-2.177934793527515,-2.177934793527515,-2.177934793527515,-2.177934793527515
98,1445,1505,23,120,1523,453,785,596,1365,1481,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
99,1369,1562,1355,1148,133,798,135,69,828,1699,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-0.2188382677991459,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
100,135,1435,609,592,1007,134,103,664,447,910,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
101,945,1448,1388,927,1429,1868,1070,1516,365,530,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942
102,440,62,1102,224,739,126,625,34,102,449,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-0.2188382677991459,-0.2188382677991459,-0.6106575729448218,-0.6106575729448218,-0.6106575729448218
103,1404,115,943,1653,1050,1089,1471,1752,351,143,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
104,1445,1674,592,1865,266,155,556,916,158,1161,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
105,811,1334,282,126,555,115,260,620,247,449,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
106,609,392,568,471,635,346,146,447,556,560,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
107,361,848,1078,1516,303,945,1531,1035,1712,1262,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748
108,80,1505,1859,28,456,1118,135,617,1731,175,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,-0.2188382677991459,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
109,303,853,876,767,60,1746,1679,643,1731,1118,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264
110,1118,1463,1451,1757,992,1334,204,1124,1135,670,0.9566196476378748,0.9566196476378748,0.5648003424922023,0.1729810373465264,-0.2188382677991459,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942
111,431,133,609,1058,1344,93,433,538,1018,392,0.1729810373465264,0.1729810373465264,-0.6106575729448218,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.0024768780904942,-1.3942961832361669
112,518,1118,1752,664,1866,377,361,175,146,447,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
113,1264,1393,1149,1748,1184,1867,1292,1519,1194,1755,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
114,1557,990,785,1366,1718,1682,1666,1592,738,1874,0.9566196476378748,0.9566196476378748,0.9566196476378748,0.5648003424922023,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264,0.1729810373465264
