user_id,country1_count,country2_count,country3_count,country4_count,country5_count,country6_count,country7_count,country8_count,country9_count,country10_count,country1_norm_count,country2_norm_count,country3_norm_count,country4_norm_count,country5_norm_count,country6_norm_count,country7_norm_count,country8_norm_count,country9_norm_count,country10_norm_count
32,17,41,9,24,40,42,29,10,7,14,0.7678728817227956,0.5976711564534437,0.5419895921048319,0.4603250054997663,0.4522746447231848,0.4494755704263967,0.416074067445379,0.3506489153532418,0.2971077702173449,0.2835128642261214
33,17,9,40,42,41,29,7,24,21,30,0.627642911953311,0.3799276310364954,0.2952511588314537,0.2536919953707429,0.228085421228846,0.1877790080467212,0.1066682088373654,0.0695479393899013,0.0695479393899013,0.0583206643243294
34,17,9,40,42,29,7,24,41,36,30,0.7268720163954334,0.5105449549921879,0.4225091426419389,0.3919608566619723,0.3481910836094214,0.2971077702173449,0.2728429648226462,0.2457080718727953,0.2182807875330735,0.2182807875330735
35,17,9,42,40,29,41,30,24,10,7,0.6957842963264846,0.4932143298349727,0.3469443853589381,0.3110708141619573,0.2835128642261214,0.2429330774986553,0.2076694194370824,0.2039290918936142,0.2039290918936142,0.1834046140423839
36,17,9,42,29,40,7,24,41,36,20,0.7480464347730237,0.5419895921048319,0.471768886735285,0.4037759790547102,0.3919608566619723,0.3007427222832244,0.2793501720988648,0.2683150523407873,0.2484246409504261,0.2429330774986553
37,17,42,9,29,24,41,40,10,20,36,0.6845722742032009,0.6560081343583163,0.60190789049166,0.5411580171634336,0.4924053474663025,0.4664221522662414,0.3919608566619723,0.3883763965807464,0.3759874083869973,0.3708866547195039
39,17,9,14,40,41,24,42,29,7,1,0.653703925535262,0.4013336550646657,0.3708866547195039,0.3159405341685586,0.3060100767035412,0.2835128642261214,0.2772173588269836,0.2612105645729794,0.20007709643739,0.1920099531589789
40,17,9,40,42,29,7,41,1,10,36,0.7426181093179105,0.5360527781473645,0.4544709916267053,0.414599396935707,0.3719230640275629,0.3266357166651167,0.323669327054199,0.3077191383133359,0.2705988688658718,0.2562471732264124
41,17,9,42,24,41,40,29,10,14,7,0.8365300266781954,0.60103663623523,0.5210356584427085,0.5126430868325645,0.4995098352341104,0.4956112829434878,0.4791706155125304,0.4077465158744724,0.4029669966860401,0.3506489153532418
42,17,9,40,42,41,29,24,7,37,19,0.6766467495589933,0.4211066042119256,0.3392001256150069,0.3309612255523184,0.3060100767035412,0.3042780739851188,0.1920099531589789,0.1877790080467212,0.1534947267183929,0.1477590151045918
43,17,41,14,9,24,40,42,10,29,1,0.7600083555437513,0.5197289914268491,0.5164032334783121,0.5047771896544272,0.4608442507281873,0.4196886529631719,0.3808941693770985,0.3456855240066748,0.3351464226530578,0.3337663852720397
44,17,9,42,29,40,24,41,7,10,20,0.7145673344655753,0.5200569007904551,0.4634095890047556,0.3883763965807464,0.3418335285504508,0.3007427222832244,0.2835128642261214,0.2457080718727953,0.2371973658848542,0.2311947828933231
45,17,9,42,29,40,7,41,24,1,20,0.739786011755683,0.5025460286147239,0.3729512150063838,0.3530608036160227,0.3094058586080137,0.2311947828933231,0.228085421228846,0.2076694194370824,0.1834046140423839,0.1417564321130607
46,17,9,42,29,40,41,24,36,10,20,0.7271354820615201,0.5363417643042995,0.5047771896544272,0.4911822836632038,0.4005091649422198,0.365575935397036,0.3530608036160227,0.2835128642261214,0.2772173588269836,0.2750486982802127
47,17,9,42,29,24,40,41,25,20,37,0.7120034526222379,0.4787202406569102,0.4722441442344015,0.3565961553179171,0.329535440159782,0.3206331336735856,0.3110708141619573,0.2342309762739366,0.2076694194370824,0.1920099531589789
48,17,9,42,29,40,41,24,20,7,43,0.7390081659283638,0.5487185549024316,0.4899475157224822,0.4085261693953892,0.4029669966860401,0.3060100767035412,0.2612105645729794,0.2562471732264124,0.2536919953707429,0.2248992774941854
49,17,9,42,40,29,7,41,24,10,1,0.6666345262961054,0.4669174782685054,0.3309612255523184,0.298938045800484,0.2835128642261214,0.2612105645729794,0.1834046140423839,0.1477590151045918,0.1066682088373654,0.0894383507802624
50,17,9,42,29,24,41,40,20,14,7,0.7408553460399087,0.515727670337554,0.4919989462952693,0.4061729321632253,0.3856211545625785,0.365575935397036,0.3600372196461342,0.2484246409504261,0.2311947828933231,0.2182807875330735
51,17,9,42,29,41,24,40,10,21,1,0.7107395136726793,0.5213602680859495,0.4831547755456437,0.3996793725960613,0.3749832611781527,0.3405235450639468,0.329535440159782,0.2659900837614117,0.258752732829159,0.2562471732264124
52,17,9,41,40,42,29,7,24,19,10,0.8487307109426798,0.6068483430600953,0.5310383219897086,0.4731894397819586,0.4727176576653792,0.4603250054997663,0.3190878186151268,0.3127145595136446,0.2705988688658718,0.2510851942836842
53,17,9,40,29,42,7,24,30,10,36,0.688448491215383,0.441900395711019,0.410071484453848,0.2895154472176524,0.2814483039392413,0.2457080718727953,0.1834046140423839,0.1589862901701637,0.1477590151045918,0.1354609267139229
54,17,9,42,29,41,40,24,20,7,36,0.7467530083409507,0.5248780941830448,0.4683921487781773,0.3874645039858561,0.3749832611781527,0.3577534031210497,0.3206331336735856,0.2342309762739366,0.2311947828933231,0.2182807875330735
55,17,9,40,29,42,41,14,1,24,7,0.6918661839437724,0.416074067445379,0.3127145595136446,0.2835128642261214,0.2683150523407873,0.258752732829159,0.2371973658848542,0.2076694194370824,0.1477590151045918,0.1417564321130607
56,17,41,9,1,19,42,14,29,40,33,0.7619319792734682,0.5619194689382705,0.5590466467811644,0.5458009487571749,0.540321048184712,0.5313387464912814,0.4936169269326809,0.4915912610741695,0.4674109100940509,0.3565961553179171
57,17,9,42,40,41,29,24,14,1,7,0.8222694865407705,0.6227129898411282,0.5791789181582451,0.5507997655880877,0.4903604193232619,0.4844559522707112,0.4370075909445143,0.3892818898766478,0.3565961553179171,0.3506489153532418
58,17,9,40,42,29,1,7,41,30,10,0.7873444571368764,0.5372048595968644,0.4115985113306966,0.3901810730634869,0.3799276310364954,0.2835128642261214,0.2612105645729794,0.258752732829159,0.1920099531589789,0.1877790080467212
59,17,9,40,42,29,41,7,43,10,24,0.680858859219041,0.4582268736593897,0.3808941693770985,0.3175237720091085,0.3060100767035412,0.2659900837614117,0.2562471732264124,0.2216324633816948,0.1741841020554979,0.1642536445904804
60,17,9,41,42,4,10,29,40,24,7,0.6861186786885461,0.4688799840100617,0.4131076778344614,0.4115985113306966,0.3919608566619723,0.3456855240066748,0.3025225058817098,0.2952511588314537,0.2750486982802127,0.1877790080467212
62,17,9,42,40,29,41,24,7,10,20,0.7045411008285102,0.5236099536056409,0.3971574890935984,0.3530608036160227,0.3025225058817098,0.2855449103978903,0.2182807875330735,0.1877790080467212,0.1693143820488966,0.1693143820488966
63,21,17,9,42,40,29,41,19,10,1,0.7411508173509216,0.7248786873853257,0.4712918722728427,0.3431303461510054,0.3127145595136446,0.3127145595136446,0.2683150523407873,0.2683150523407873,0.2182807875330735,0.1961065596176279
64,17,9,42,40,41,29,24,7,14,10,0.8949761826214409,0.6496897893688657,0.613366509886593,0.5635662111722409,0.5298295799875166,0.5286094076313514,0.4778147473610088,0.3954484274838036,0.392841626396745,0.376983801485979
65,17,9,40,14,24,42,41,29,10,7,0.7566499688765023,0.5239281591063306,0.4477665088166019,0.4471917539013121,0.4400872661335042,0.4203995763325808,0.376983801485979,0.3611641461554753,0.3542500495011881,0.3042780739851188
66,17,9,42,40,29,24,41,7,14,1,0.6962030966458974,0.4555553027566302,0.3280937238745607,0.2971077702173449,0.2457080718727953,0.2076694194370824,0.2039290918936142,0.1920099531589789,0.128842436752811,0.1144907411133517
67,17,9,42,29,40,41,24,20,7,30,0.7268720163954334,0.515727670337554,0.4319219173056871,0.3518604948196201,0.3506489153532418,0.2895154472176524,0.2728429648226462,0.2216324633816948,0.2076694194370824,0.1920099531589789
68,17,9,42,40,29,7,41,30,24,1,0.6845722742032009,0.4688799840100617,0.3127145595136446,0.3025225058817098,0.2536919953707429,0.2248992774941854,0.2148397232048564,0.1417564321130607,0.1354609267139229,0.1066682088373654
69,17,9,42,29,40,24,41,14,36,10,0.8393182134931421,0.5956818319537983,0.5538599627386775,0.4592802041221692,0.4571648737126055,0.4306185500101925,0.3687885228791273,0.3565961553179171,0.3309612255523184,0.323669327054199
70,17,9,40,29,42,41,7,1,14,10,0.8163103671756959,0.5635662111722409,0.4608442507281873,0.4436884002814505,0.4238965997213654,0.3221601605504341,0.2855449103978903,0.2536919953707429,0.2429330774986553,0.2342309762739366
71,17,9,42,40,29,41,7,30,24,1,0.7686383701533559,0.5507997655880877,0.4175320746548232,0.3883763965807464,0.3365118561898934,0.3007427222832244,0.2612105645729794,0.2429330774986553,0.2216324633816948,0.2216324633816948
72,17,9,41,42,40,29,24,7,1,20,0.6816101409055603,0.4460345060981796,0.3431303461510054,0.3378629917306885,0.2636224528357603,0.2562471732264124,0.20007709643739,0.1741841020554979,0.1144907411133517,0.1144907411133517
73,17,41,14,9,40,42,29,24,33,7,0.8486537609760998,0.6344320043171551,0.5556121251735906,0.5334223577548882,0.4919989462952693,0.4218097790591802,0.4045799210020772,0.3799276310364954,0.2875454507057164,0.2835128642261214
74,17,9,29,40,42,10,7,1,41,24,0.7225817172975019,0.4932143298349727,0.4211066042119256,0.4053788849488209,0.3644870490604752,0.2705988688658718,0.2510851942836842,0.2182807875330735,0.2148397232048564,0.2076694194370824
75,17,9,42,29,40,14,24,41,7,1,0.7617811525290756,0.5814372970755318,0.4211066042119256,0.3481910836094214,0.3266357166651167,0.3206331336735856,0.2793501720988648,0.2536919953707429,0.2536919953707429,0.2400970893795195
76,17,9,40,24,42,29,41,7,10,30,0.7550169606670951,0.5255075211147567,0.4286384763952693,0.4021529102939071,0.3883763965807464,0.3729512150063838,0.3143376282744478,0.2855449103978903,0.2793501720988648,0.1741841020554979
77,17,9,42,40,29,24,41,7,14,10,0.9368157668089594,0.718143845722876,0.6201755471604075,0.5656530318344261,0.5623921151265909,0.5147076471194446,0.5129894823832476,0.4325686969312677,0.4203995763325808,0.4131076778344614
78,17,9,42,29,40,41,24,20,7,30,0.7365849535824535,0.5036664315888308,0.4796194238437493,0.3666557096072461,0.3280937238745607,0.3190878186151268,0.3042780739851188,0.211304371502962,0.2076694194370824,0.1589862901701637
79,17,9,42,40,29,41,7,24,10,1,0.7989391451942143,0.575609042773165,0.5164032334783121,0.4835899606635115,0.4406944779135446,0.3759874083869973,0.3405235450639468,0.3392001256150069,0.3007427222832244,0.2933674426738766
80,17,9,29,42,40,24,7,10,30,41,0.824917833168545,0.6444274314543923,0.4693659818167578,0.4683921487781773,0.4370075909445143,0.3190878186151268,0.3127145595136446,0.3007427222832244,0.2750486982802127,0.2683150523407873
81,17,9,42,40,29,41,24,10,7,20,0.772491768584068,0.5452633135412787,0.4891177233763238,0.3996793725960613,0.3846895096117161,0.3530608036160227,0.3518604948196201,0.2659900837614117,0.2636224528357603,0.2429330774986553
82,17,9,42,40,29,41,10,7,24,1,0.7462433344782685,0.5094829550454036,0.4085261693953892,0.3945853321912387,0.3874645039858561,0.3542500495011881,0.3094058586080137,0.2484246409504261,0.2182807875330735,0.211304371502962
83,17,9,40,29,42,7,24,30,41,1,0.7057116464895998,0.4608442507281873,0.3060100767035412,0.2914558185968361,0.2772173588269836,0.1961065596176279,0.1788767015605248,0.1642536445904804,0.1144907411133517,0.0983406572664588
84,17,9,42,41,7,29,40,19,24,14,0.7633312584487513,0.5736783494187478,0.4878629426763319,0.4571648737126055,0.4471917539013121,0.4344898083260682,0.4332122507098969,0.2855449103978903,0.2793501720988648,0.2772173588269836
85,17,9,42,29,41,24,40,1,10,7,0.8078288784998757,0.5999833057724504,0.5826526806152351,0.4919989462952693,0.4555553027566302,0.4477665088166019,0.4332122507098969,0.3418335285504508,0.3351464226530578,0.3323714282789177
86,17,9,42,29,41,40,24,14,1,7,0.719895600365322,0.4731894397819586,0.3633888954947556,0.3159405341685586,0.3127145595136446,0.3060100767035412,0.211304371502962,0.1741841020554979,0.1642536445904804,0.1589862901701637
87,17,41,23,9,42,40,14,19,29,24,0.6106364161231225,0.5697280736126311,0.4979645201756515,0.4312718793307132,0.3729512150063838,0.2933674426738766,0.2914558185968361,0.2835128642261214,0.2510851942836842,0.2148397232048564
88,17,9,42,29,40,24,41,10,36,7,0.9217425995462044,0.6859377077400366,0.6698540093821548,0.5621560084456416,0.5133349505016278,0.4874419561197355,0.4800666765103877,0.3892818898766478,0.3779725593137885,0.3739712382244932
89,17,9,42,40,29,41,36,30,20,7,0.6730951786043422,0.5538599627386775,0.4539253998407376,0.3378629917306885,0.3337663852720397,0.3042780739851188,0.2835128642261214,0.2510851942836842,0.2342309762739366,0.228085421228846
90,17,9,42,29,24,41,40,10,14,6,0.7270038164734263,0.4442789379947706,0.3143376282744478,0.2248992774941854,0.2216324633816948,0.1834046140423839,0.1589862901701637,0.1417564321130607,0.0460225759336606,0.0324276699424371
91,17,9,42,6,40,29,10,41,7,1,0.7082500679962896,0.4759844717778696,0.3865461209976072,0.3808941693770985,0.3554284345416743,0.3309612255523184,0.298938045800484,0.2914558185968361,0.228085421228846,0.1788767015605248
92,17,9,40,42,29,24,7,41,10,1,0.7715158310780352,0.5322358458068822,0.4517196663831712,0.4279716414995703,0.416074067445379,0.3221601605504341,0.3007427222832244,0.2952511588314537,0.2793501720988648,0.2216324633816948
93,17,9,41,40,42,29,1,7,14,10,0.7483259069748399,0.4791706155125304,0.3759874083869973,0.3749832611781527,0.298938045800484,0.2971077702173449,0.2728429648226462,0.228085421228846,0.1788767015605248,0.1477590151045918
94,17,9,42,40,29,7,41,24,10,36,0.7694467562532494,0.5351819159093246,0.4442789379947706,0.4085261693953892,0.3945853321912387,0.2855449103978903,0.2683150523407873,0.2457080718727953,0.2039290918936142,0.1877790080467212
95,17,9,42,41,40,29,7,24,36,1,0.8094730695042207,0.5872083987787309,0.5153885577504184,0.4932143298349727,0.4712918722728427,0.4259502069701559,0.3481910836094214,0.3060100767035412,0.3025225058817098,0.2914558185968361
96,17,9,40,42,29,7,41,10,32,30,0.6507645668797457,0.3980036053394731,0.298938045800484,0.2728429648226462,0.2636224528357603,0.1534947267183929,0.128842436752811,0.0798760312686341,0.0695479393899013,0.0460225759336606
97,17,9,42,24,29,40,41,7,30,10,0.886573350725909,0.7385271504034199,0.5885635888141809,0.4911822836632038,0.4822799771770074,0.3799276310364954,0.3633888954947556,0.3094058586080137,0.3077191383133359,0.2855449103978903
98,17,9,42,29,40,41,24,21,1,10,0.7310242424304163,0.5066074652375664,0.4592802041221692,0.3837510890016962,0.3600372196461342,0.3530608036160227,0.298938045800484,0.2793501720988648,0.2429330774986553,0.2216324633816948
99,17,9,40,42,29,7,41,24,1,10,0.7930747863885161,0.5348903174459325,0.4460345060981796,0.4037759790547102,0.4029669966860401,0.2952511588314537,0.2933674426738766,0.2510851942836842,0.2484246409504261,0.2371973658848542
100,17,9,42,29,41,24,40,14,7,10,0.8851116489789752,0.6301785620790212,0.5360527781473645,0.5184089567414979,0.5091270037434343,0.5047771896544272,0.5044079983721255,0.416074067445379,0.3799276310364954,0.3677265229323431
101,17,9,40,42,7,29,41,1,30,32,0.7111125473674071,0.519070662115429,0.3351464226530578,0.3337663852720397,0.329535440159782,0.2814483039392413,0.228085421228846,0.1788767015605248,0.1589862901701637,0.1354609267139229
102,17,42,9,29,40,24,41,36,10,7,0.7207972000813035,0.575609042773165,0.5140231242135826,0.4211066042119256,0.3808941693770985,0.376983801485979,0.3719230640275629,0.3007427222832244,0.2772173588269836,0.2562471732264124
103,17,9,42,24,29,40,10,41,7,14,0.8094383039738648,0.6032897753475701,0.5363417643042995,0.4899475157224822,0.471768886735285,0.4430951474426633,0.3687885228791273,0.3530608036160227,0.3127145595136446,0.298938045800484
104,41,17,24,42,10,9,29,40,6,36,0.6065136288253584,0.5766692974251139,0.4878629426763319,0.4370075909445143,0.4093011402843395,0.3337663852720397,0.3280937238745607,0.2895154472176524,0.2076694194370824,0.1642536445904804
105,17,9,42,29,40,41,24,7,1,10,0.7394873949477075,0.4944183721498471,0.3431303461510054,0.3266357166651167,0.3042780739851188,0.2705988688658718,0.2429330774986553,0.1961065596176279,0.1920099531589789,0.1534947267183929
106,17,9,42,29,40,41,24,14,7,1,0.6649408873442141,0.4477665088166019,0.3611641461554753,0.3110708141619573,0.3025225058817098,0.3025225058817098,0.2536919953707429,0.228085421228846,0.1741841020554979,0.1218660207226995
107,17,9,42,40,29,41,7,24,30,36,0.6657904855750565,0.4669174782685054,0.3392001256150069,0.3221601605504341,0.2562471732264124,0.2039290918936142,0.1834046140423839,0.1589862901701637,0.1534947267183929,0.1144907411133517
108,17,9,42,41,40,29,14,1,24,7,0.7379838558528268,0.5094829550454036,0.4351238747869372,0.3837510890016962,0.3729512150063838,0.3577534031210497,0.2728429648226462,0.2562471732264124,0.2400970893795195,0.2248992774941854
109,17,9,42,28,40,29,10,36,24,7,0.6287760236490079,0.3799276310364954,0.3190878186151268,0.3094058586080137,0.2793501720988648,0.2039290918936142,0.1589862901701637,0.1589862901701637,0.1534947267183929,0.1417564321130607
110,17,9,40,29,42,41,7,1,32,19,0.6560081343583163,0.4500402639540922,0.3143376282744478,0.3025225058817098,0.2875454507057164,0.2814483039392413,0.20007709643739,0.1534947267183929,0.1144907411133517,0.1066682088373654
111,17,9,40,42,29,7,41,24,1,36,0.7802189464163545,0.576880306899998,0.4928104726503974,0.4430951474426633,0.4138556930605299,0.3143376282744478,0.2772173588269836,0.2510851942836842,0.2457080718727953,0.2457080718727953
112,17,9,40,41,42,7,29,24,10,14,0.6234498979841607,0.365575935397036,0.2510851942836842,0.1961065596176279,0.1877790080467212,0.1693143820488966,0.1642536445904804,0.0583206643243294,0.0460225759336606,0.0324276699424371
113,17,9,40,42,24,29,10,41,7,6,0.937989440364324,0.7071792546711928,0.571058314931838,0.5642655747549995,0.5502826015084499,0.5489805494394199,0.4688799840100617,0.4623895657866463,0.4494755704263967,0.3600372196461342
114,17,9,42,41,40,29,24,7,10,20,0.8457476229123131,0.6107986188662119,0.5546138047960205,0.5242455818128701,0.5055124182256415,0.4544709916267053,0.3808941693770985,0.3506489153532418,0.3365118561898934,0.3077191383133359
115,17,9,42,40,29,41,14,19,1,7,0.6929855899947033,0.4835899606635115,0.3708866547195039,0.3094058586080137,0.2971077702173449,0.2728429648226462,0.2400970893795195,0.2400970893795195,0.1920099531589789,0.1920099531589789
116,17,9,42,41,29,40,24,14,10,7,0.8488588589968478,0.6001594590627932,0.5728109023525146,0.5647297200940945,0.4995098352341104,0.4698501559876215,0.4608442507281873,0.4138556930605299,0.3518604948196201,0.3251610461554446
117,17,9,42,41,29,14,40,24,10,36,0.7643215339550362,0.5220070477115302,0.515727670337554,0.4477665088166019,0.4299618958442092,0.4238965997213654,0.4077465158744724,0.3837510890016962,0.3110708141619573,0.2933674426738766
118,17,42,9,41,33,40,29,14,1,24,0.7415044921227458,0.5411580171634336,0.5313387464912814,0.5295256169137667,0.4494755704263967,0.416074067445379,0.3945853321912387,0.3846895096117161,0.3565961553179171,0.3337663852720397
119,17,9,42,40,29,41,24,10,7,36,0.7328626108832732,0.555113930480809,0.4870195915359472,0.4357548406659285,0.4115985113306966,0.4093011402843395,0.3729512150063838,0.3577534031210497,0.2914558185968361,0.2855449103978903
120,17,9,42,40,29,41,36,24,20,7,0.7669095904617016,0.5533549434437572,0.5313387464912814,0.4319219173056871,0.4131076778344614,0.3518604948196201,0.3418335285504508,0.3337663852720397,0.3007427222832244,0.2895154472176524
121,17,9,42,24,41,29,40,10,20,7,0.7385271504034199,0.5548641099475222,0.471768886735285,0.4053788849488209,0.4045799210020772,0.3818535214925802,0.3159405341685586,0.2835128642261214,0.2039290918936142,0.1788767015605248
122,17,9,40,41,29,42,7,24,28,10,0.7157945037194495,0.4394771833651086,0.4182549463781386,0.392841626396745,0.365575935397036,0.3143376282744478,0.2342309762739366,0.2216324633816948,0.20007709643739,0.1693143820488966
123,17,9,42,7,29,40,41,24,10,1,0.7718419644366923,0.5647297200940945,0.4865958398738608,0.4800666765103877,0.4245847734333202,0.3971574890935984,0.3789537979979149,0.3469443853589381,0.2855449103978903,0.2814483039392413
124,17,9,42,29,8,40,41,20,24,36,0.7168676920390731,0.5556121251735906,0.5276866461410872,0.4218097790591802,0.4138556930605299,0.365575935397036,0.3456855240066748,0.329535440159782,0.3025225058817098,0.3025225058817098
