user_id,director1_count,director2_count,director3_count,director4_count,director5_count,director6_count,director7_count,director8_count,director9_count,director10_count,director1_norm_count,director2_norm_count,director3_norm_count,director4_norm_count,director5_norm_count,director6_norm_count,director7_norm_count,director8_norm_count,director9_norm_count,director10_norm_count
47,289,639,133,34,110,221,448,575,346,126,0.4530484621049463,0.3928500704771336,0.3709348836377228,0.3631044393532853,0.3549784377305916,0.3549784377305916,0.3465336892145843,0.3285805042330045,0.3190094402256551,0.3089930534388552
48,601,441,224,452,345,278,126,575,306,489,0.583079732070541,0.442280544059136,0.3631044393532853,0.3089930534388552,0.2984878730548242,0.2758023330247408,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.2634953556231368
49,289,346,639,45,575,146,592,69,425,609,0.250442056895064,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122
50,346,543,194,289,639,93,158,641,578,288,0.4063115465541995,0.3190094402256551,0.3089930534388552,0.2874437349748375,0.2758023330247408,0.2634953556231368,0.250442056895064,0.250442056895064,0.250442056895064,0.2365460428559566
51,289,346,639,556,512,447,568,592,126,146,0.3631044393532853,0.3089930534388552,0.2874437349748375,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964
52,126,269,205,289,575,45,600,134,392,556,0.4366876715022497,0.3928500704771336,0.3709348836377228,0.3549784377305916,0.3089930534388552,0.2984878730548242,0.2984878730548242,0.2758023330247408,0.2758023330247408,0.2634953556231368
53,632,448,504,69,260,608,45,500,77,182,0.1697655036982429,0.1265583964973288,0.1265583964973288,0.1011981203676519,0.1011981203676519,0.1011981203676519,0.0724470105828986,0.0724470105828986,0.0392562901687842,0.0392562901687842
54,289,639,620,133,575,126,346,447,69,609,0.3549784377305916,0.3377441632236085,0.2984878730548242,0.2634953556231368,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2216909471103107,0.2216909471103107
55,346,289,556,69,464,592,570,76,45,260,0.250442056895064,0.2216909471103107,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1265583964973288,0.1265583964973288
56,567,194,457,245,390,548,435,35,77,513,0.3857899793833687,0.3549784377305916,0.3190094402256551,0.2984878730548242,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2365460428559566
57,441,271,547,165,346,115,126,567,82,158,0.4477318095822363,0.4477318095822363,0.4189806997974829,0.3928500704771336,0.3784905180736093,0.3549784377305916,0.3465336892145843,0.3377441632236085,0.3377441632236085,0.3377441632236085
58,289,556,346,134,77,512,447,570,641,339,0.3089930534388552,0.2874437349748375,0.2874437349748375,0.2758023330247408,0.2634953556231368,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2216909471103107
59,632,45,82,146,307,575,289,448,77,380,0.2057345012031795,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1265583964973288
60,289,346,311,531,134,392,639,578,77,632,0.4530484621049463,0.3857899793833687,0.3631044393532853,0.3377441632236085,0.3285805042330045,0.3190094402256551,0.2984878730548242,0.2984878730548242,0.250442056895064,0.250442056895064
62,289,575,346,126,392,225,639,447,556,69,0.3377441632236085,0.3190094402256551,0.3089930534388552,0.3089930534388552,0.2984878730548242,0.2984878730548242,0.2634953556231368,0.2634953556231368,0.2365460428559566,0.2216909471103107
63,100,137,162,110,221,497,289,380,346,273,0.669422756692547,0.538592897553404,0.5162991929128273,0.4530484621049463,0.4477318095822363,0.4250462695521529,0.3549784377305916,0.3549784377305916,0.3377441632236085,0.3377441632236085
64,259,350,165,47,639,158,512,194,289,309,0.7435113011764936,0.5682246363248953,0.5619832286779609,0.5042223742580036,0.4582369899662673,0.4582369899662673,0.4477318095822363,0.4477318095822363,0.4127392921505489,0.4127392921505489
65,499,484,632,574,448,252,487,240,486,267,0.3285805042330045,0.250442056895064,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1885002266961964
66,289,126,575,346,639,504,134,69,139,447,0.3089930534388552,0.2365460428559566,0.2365460428559566,0.2216909471103107,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122
67,346,556,289,620,639,447,472,115,512,126,0.399685993422476,0.3190094402256551,0.2984878730548242,0.2874437349748375,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.2365460428559566,0.2216909471103107,0.2057345012031795
68,289,556,194,575,346,436,146,520,632,578,0.2365460428559566,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1265583964973288,0.1265583964973288
69,591,346,194,639,309,204,289,635,113,548,0.4914277103803815,0.3857899793833687,0.3377441632236085,0.3285805042330045,0.3089930534388552,0.3089930534388552,0.2874437349748375,0.2874437349748375,0.2758023330247408,0.2634953556231368
70,289,641,575,196,45,464,448,134,118,77,0.3465336892145843,0.3190094402256551,0.2984878730548242,0.2984878730548242,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.2634953556231368,0.2365460428559566
71,289,464,575,334,346,69,138,578,135,447,0.3465336892145843,0.3465336892145843,0.3190094402256551,0.3089930534388552,0.2874437349748375,0.250442056895064,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2216909471103107
72,289,575,346,568,613,639,77,380,609,159,0.2984878730548242,0.2634953556231368,0.2216909471103107,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1697655036982429
73,100,160,271,526,248,442,141,21,241,281,0.693067378429169,0.5083237075403111,0.5083237075403111,0.3928500704771336,0.3857899793833687,0.3784905180736093,0.3784905180736093,0.3784905180736093,0.3549784377305916,0.3377441632236085
74,289,448,77,146,505,82,134,69,560,608,0.2365460428559566,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1265583964973288
75,639,93,611,454,189,550,629,197,514,625,0.4824550168010637,0.3709348836377228,0.3377441632236085,0.3285805042330045,0.3190094402256551,0.2874437349748375,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.250442056895064
76,632,45,356,448,395,484,463,82,259,486,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1885002266961964
77,591,346,289,639,512,204,556,194,271,332,0.4869880997510205,0.442280544059136,0.4309456382278558,0.4189806997974829,0.4127392921505489,0.3928500704771336,0.3784905180736093,0.3709348836377228,0.3709348836377228,0.3709348836377228
78,583,346,639,591,392,289,126,259,34,593,0.3631044393532853,0.3465336892145843,0.3285805042330045,0.3285805042330045,0.3190094402256551,0.3089930534388552,0.3089930534388552,0.2984878730548242,0.2984878730548242,0.2758023330247408
79,126,289,639,194,619,200,82,346,77,62,0.3784905180736093,0.3549784377305916,0.3465336892145843,0.3190094402256551,0.2984878730548242,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.2634953556231368,0.2634953556231368
80,512,556,289,378,194,208,173,265,93,315,0.3784905180736093,0.3631044393532853,0.3549784377305916,0.3377441632236085,0.3190094402256551,0.3190094402256551,0.3089930534388552,0.2874437349748375,0.2758023330247408,0.2758023330247408
81,158,639,346,289,550,63,133,45,447,126,0.5000413984790932,0.4309456382278558,0.2758023330247408,0.250442056895064,0.250442056895064,0.250442056895064,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2057345012031795
82,289,556,194,82,448,69,641,45,575,614,0.3285805042330045,0.2874437349748375,0.2634953556231368,0.250442056895064,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795
83,289,575,346,69,632,194,45,307,505,77,0.3285805042330045,0.2758023330247408,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1265583964973288
84,289,45,568,447,77,346,504,556,194,17,0.3784905180736093,0.3190094402256551,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795
85,289,346,639,620,200,350,194,271,556,278,0.3857899793833687,0.3377441632236085,0.3190094402256551,0.3190094402256551,0.3190094402256551,0.3190094402256551,0.3089930534388552,0.3089930534388552,0.2874437349748375,0.2874437349748375
86,346,289,447,448,504,512,635,134,204,471,0.3377441632236085,0.3089930534388552,0.2984878730548242,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2057345012031795,0.2057345012031795
87,119,577,447,501,92,115,626,228,499,565,0.3928500704771336,0.3377441632236085,0.2984878730548242,0.2874437349748375,0.2216909471103107,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429
88,271,248,466,259,639,591,350,93,70,158,0.7448697503962678,0.7047994196090237,0.5277344546010212,0.520178820165135,0.5042223742580036,0.4824550168010637,0.468253376753067,0.4582369899662673,0.4477318095822363,0.442280544059136
89,346,69,575,321,556,311,146,592,289,566,0.2874437349748375,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429
90,249,170,137,100,208,426,253,599,93,162,0.3928500704771336,0.3784905180736093,0.3377441632236085,0.3190094402256551,0.2984878730548242,0.2874437349748375,0.2758023330247408,0.2758023330247408,0.250442056895064,0.250442056895064
91,289,45,311,575,134,69,505,77,146,44,0.250442056895064,0.2365460428559566,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1265583964973288
92,639,289,45,632,512,346,69,556,592,449,0.2634953556231368,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429
93,289,196,77,556,69,570,73,45,560,153,0.3190094402256551,0.2874437349748375,0.2365460428559566,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429
94,82,194,289,346,635,126,45,392,448,632,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2057345012031795,0.2057345012031795
95,289,309,82,134,448,632,45,556,447,518,0.4250462695521529,0.3549784377305916,0.3285805042330045,0.3285805042330045,0.3190094402256551,0.3190094402256551,0.3089930534388552,0.2984878730548242,0.2984878730548242,0.2984878730548242
96,45,592,289,77,632,448,447,146,504,641,0.2216909471103107,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288
97,93,591,210,639,350,550,204,173,332,315,0.4957776257419965,0.4824550168010637,0.468253376753067,0.4633034234171089,0.4530484621049463,0.4477318095822363,0.442280544059136,0.442280544059136,0.4366876715022497,0.4366876715022497
98,289,194,635,448,527,346,504,447,575,471,0.4309456382278558,0.4063115465541995,0.3784905180736093,0.3285805042330045,0.3190094402256551,0.2984878730548242,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2365460428559566
99,289,346,380,512,556,159,194,570,613,641,0.3465336892145843,0.3190094402256551,0.2634953556231368,0.250442056895064,0.250442056895064,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2216909471103107
100,441,591,289,346,639,512,118,556,45,194,0.5420940070045457,0.4250462695521529,0.4189806997974829,0.3928500704771336,0.3928500704771336,0.3857899793833687,0.3549784377305916,0.3285805042330045,0.3190094402256551,0.3089930534388552
101,289,575,346,45,69,556,447,146,192,414,0.2634953556231368,0.2057345012031795,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1492439365274122
102,126,603,278,575,289,158,449,45,377,619,0.468253376753067,0.3465336892145843,0.3190094402256551,0.2984878730548242,0.2874437349748375,0.2874437349748375,0.2874437349748375,0.2758023330247408,0.2634953556231368,0.250442056895064
103,289,346,194,639,297,447,635,512,134,484,0.399685993422476,0.3631044393532853,0.3465336892145843,0.3089930534388552,0.3089930534388552,0.2984878730548242,0.2874437349748375,0.2758023330247408,0.2758023330247408,0.2758023330247408
104,252,270,370,228,432,140,493,279,420,373,0.6049022910371054,0.5123483758806975,0.4778244407604167,0.4309456382278558,0.4063115465541995,0.3784905180736093,0.3709348836377228,0.3549784377305916,0.3285805042330045,0.3285805042330045
105,289,346,639,556,45,69,380,93,625,350,0.4189806997974829,0.3631044393532853,0.3285805042330045,0.2874437349748375,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964
106,556,447,470,289,346,194,570,471,146,608,0.2634953556231368,0.2634953556231368,0.2365460428559566,0.2216909471103107,0.2216909471103107,0.1885002266961964,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429
107,575,2,592,331,348,45,460,538,217,321,0.3190094402256551,0.2057345012031795,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1492439365274122,0.1265583964973288
108,575,639,346,447,349,289,146,592,69,568,0.2634953556231368,0.2365460428559566,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964
109,575,592,331,425,158,44,505,45,2,303,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1011981203676519,0.1011981203676519,0.1011981203676519,0.0724470105828986,0.0392562901687842,0.0392562901687842
110,556,289,146,69,77,504,346,260,560,135,0.2634953556231368,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1492439365274122,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1265583964973288
111,346,289,556,194,570,146,118,77,69,351,0.3631044393532853,0.3465336892145843,0.2365460428559566,0.2216909471103107,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429
112,126,289,448,45,482,88,260,464,556,77,0.2365460428559566,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1697655036982429,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1011981203676519,0.1011981203676519
113,639,380,93,177,591,550,289,350,542,333,0.4582369899662673,0.4530484621049463,0.4366876715022497,0.4309456382278558,0.399685993422476,0.3857899793833687,0.3784905180736093,0.3784905180736093,0.3784905180736093,0.3709348836377228
114,158,297,346,289,28,512,194,134,482,639,0.4477318095822363,0.4250462695521529,0.4063115465541995,0.3928500704771336,0.3709348836377228,0.3549784377305916,0.3377441632236085,0.3377441632236085,0.3377441632236085,0.3285805042330045
115,289,23,45,69,175,349,194,134,560,105,0.2634953556231368,0.1492439365274122,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1265583964973288,0.1011981203676519,0.1011981203676519,0.1011981203676519,0.1011981203676519
116,110,221,100,271,248,567,591,557,346,512,0.6788265869150927,0.6788265869150927,0.6450215622694087,0.6293961133330903,0.4824550168010637,0.4778244407604167,0.4778244407604167,0.4730920857119131,0.4250462695521529,0.4189806997974829
117,153,289,194,115,578,635,346,620,556,570,0.3285805042330045,0.3190094402256551,0.2874437349748375,0.2758023330247408,0.2758023330247408,0.2634953556231368,0.2634953556231368,0.2634953556231368,0.250442056895064,0.250442056895064
118,126,296,579,259,619,213,527,575,37,301,0.5042223742580036,0.4633034234171089,0.4366876715022497,0.3709348836377228,0.3377441632236085,0.3285805042330045,0.3089930534388552,0.2874437349748375,0.2874437349748375,0.2758023330247408
119,289,252,556,45,639,82,346,178,560,484,0.3631044393532853,0.3190094402256551,0.3089930534388552,0.2984878730548242,0.2634953556231368,0.250442056895064,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795
120,292,194,620,289,346,62,556,69,135,639,0.3285805042330045,0.2365460428559566,0.2365460428559566,0.2057345012031795,0.2057345012031795,0.2057345012031795,0.1885002266961964,0.1885002266961964,0.1885002266961964,0.1697655036982429
121,639,289,259,620,153,356,346,93,395,291,0.442280544059136,0.2984878730548242,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2365460428559566,0.2216909471103107,0.2216909471103107,0.2057345012031795,0.2057345012031795
122,374,45,100,592,553,521,199,632,544,219,0.4477318095822363,0.2984878730548242,0.2874437349748375,0.2216909471103107,0.2216909471103107,0.2216909471103107,0.1885002266961964,0.1697655036982429,0.1697655036982429,0.1697655036982429
123,346,289,309,458,639,311,635,158,558,470,0.468253376753067,0.3709348836377228,0.3285805042330045,0.2984878730548242,0.2634953556231368,0.2634953556231368,0.250442056895064,0.250442056895064,0.250442056895064,0.2365460428559566
124,575,278,545,289,212,346,384,556,292,135,0.3285805042330045,0.3190094402256551,0.3190094402256551,0.3089930534388552,0.3089930534388552,0.2634953556231368,0.250442056895064,0.2365460428559566,0.2365460428559566,0.2216909471103107
