user_id,lang1_count,lang2_count,lang3_count,lang4_count,lang5_count,lang6_count,lang7_count,lang8_count,lang9_count,lang10_count,lang1_norm_count,lang2_norm_count,lang3_norm_count,lang4_norm_count,lang5_norm_count,lang6_norm_count,lang7_norm_count,lang8_norm_count,lang9_norm_count,lang10_norm_count
441,13,9,38,42,46,5,44,47,4,16,0.8296543878476282,0.4856203215109916,0.4716719096321848,0.4571211147945973,0.4411380777681523,0.373732105781741,0.3721002075492629,0.3721002075492629,0.3704430075630889,0.337443118485756
442,13,9,46,32,5,16,44,42,38,1,0.6571929169807987,0.3118725129920311,0.2894560604914336,0.2894560604914336,0.2000718021862013,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1339043986121942,0.0979398038504438
443,13,5,46,9,42,38,44,16,1,4,0.7853327186332821,0.5112755710281366,0.4243736160541054,0.4092329806925637,0.3147230087980072,0.3059328039752558,0.302834405643029,0.2222658045378533,0.2153674589788157,0.1915162566409897
444,13,46,42,9,16,1,5,38,4,44,0.7343211714226869,0.278194363872498,0.2699682092135054,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.0979398038504438,0.0979398038504438
445,13,46,9,42,5,29,44,47,10,16,0.7481978263718697,0.346173459258783,0.3396934596662253,0.2656048581536075,0.2153674589788157,0.2000718021862013,0.1720284053630616,0.1720284053630616,0.1720284053630616,0.1607667087441261
446,13,5,42,9,46,38,16,44,4,31,0.7500819895375141,0.5397652618524267,0.3147230087980072,0.2820816016374298,0.2820816016374298,0.2741604036988191,0.1822158491407513,0.1339043986121942,0.1174276551283719,0.1174276551283719
447,13,9,46,38,5,47,4,42,16,44,0.7393087028145223,0.2820816016374298,0.2656048581536075,0.2563044506533691,0.2513320537405661,0.2000718021862013,0.1720284053630616,0.1720284053630616,0.1481772030252355,0.0979398038504438
448,13,42,46,9,38,5,44,1,47,17,0.9067373516634658,0.6449881288625594,0.5924998437880712,0.556242005336249,0.4959110879240719,0.4578608219543209,0.4478207072943588,0.4044816536786047,0.4020243671130865,0.3704430075630889
449,13,46,9,42,32,5,38,44,16,17,0.7413547054371494,0.4791758503408944,0.4181454122387411,0.3995092567658017,0.337443118485756,0.3118725129920311,0.2406344072853893,0.2287458041304111,0.2287458041304111,0.1822158491407513
450,13,9,42,38,46,5,4,44,17,45,0.8448134765748302,0.5387325266881405,0.510827405767841,0.4748628110060905,0.4748628110060905,0.3769230071556467,0.373732105781741,0.373732105781741,0.3279357656004687,0.2820816016374298
451,13,9,46,44,38,42,5,16,4,1,0.7835969341742717,0.5293377374970115,0.513049674129242,0.5067070441199008,0.4376332635166691,0.4181454122387411,0.3580620624137614,0.3418973987370062,0.2929608747429167,0.2563044506533691
452,13,42,46,9,38,5,44,17,1,16,0.890463168295029,0.678361390455576,0.5941602617675914,0.5483208073976383,0.4593250538653782,0.4283328560164307,0.4181454122387411,0.3617481952125225,0.3502850145414877,0.3482490052114369
453,13,9,42,5,46,38,44,16,1,14,0.855027833926372,0.3174994573145732,0.278194363872498,0.2406344072853893,0.2000718021862013,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0979398038504438,0.0740886015126178
454,13,9,16,46,5,4,42,47,44,12,0.7539846189444898,0.429300168120403,0.4056894321561889,0.3502850145414877,0.2929608747429167,0.2699682092135054,0.2348553102567439,0.1915162566409897,0.1720284053630616,0.1720284053630616
455,13,46,42,9,5,38,44,1,16,10,0.829175634265375,0.4900746017622419,0.4548707736141279,0.4525720343083179,0.3396934596662253,0.302834405643029,0.302834405643029,0.2929608747429167,0.2741604036988191,0.2656048581536075
456,13,32,42,46,5,9,16,38,44,1,0.728387804734163,0.4283328560164307,0.3440568107261232,0.2996435042691232,0.2894560604914336,0.1720284053630616,0.1481772030252355,0.1339043986121942,0.1339043986121942,0.1339043986121942
457,13,42,9,46,16,20,47,5,40,45,0.7039778288300005,0.2348553102567439,0.1339043986121942,0.1339043986121942,0.0979398038504438,0.0979398038504438,0.0433390536157541,0.0433390536157541,0.0,0.0
458,13,9,5,46,44,42,38,16,3,4,0.7076727071599945,0.2513320537405661,0.2153674589788157,0.1822158491407513,0.0979398038504438,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0
459,13,46,9,42,32,5,38,16,1,44,0.7707840759820247,0.5622372546286251,0.5143611906816479,0.5019344987916311,0.4703683903307638,0.4253772596533251,0.412662812648451,0.4032600717196313,0.3721002075492629,0.3617481952125225
460,13,38,9,46,5,4,44,47,10,1,0.8204180657770316,0.5057694305814605,0.4827390888944546,0.4761129686257042,0.4358367967251403,0.4223376067240547,0.3599210181038771,0.3522829653851158,0.2894560604914336,0.2858324165912593
461,13,42,46,9,38,5,44,4,16,1,0.7168127703811596,0.3502850145414877,0.3118725129920311,0.2513320537405661,0.1822158491407513,0.1720284053630616,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0433390536157541
462,13,9,46,42,4,38,44,3,5,33,0.7198420362077544,0.3561702031500476,0.2287458041304111,0.2222658045378533,0.1174276551283719,0.1174276551283719,0.0979398038504438,0.0979398038504438,0.0433390536157541,0.0433390536157541
463,13,46,9,42,44,5,38,16,1,45,0.7787278180299705,0.3396934596662253,0.2858324165912593,0.2820816016374298,0.2563044506533691,0.2348553102567439,0.2000718021862013,0.2000718021862013,0.1607667087441261,0.1607667087441261
464,13,9,38,4,46,16,47,5,42,44,0.8182384071130444,0.4959110879240719,0.4253772596533251,0.4137820611788431,0.3873958643418773,0.3482490052114369,0.3440568107261232,0.2963544060504712,0.2820816016374298,0.2287458041304111
465,13,42,46,9,44,5,38,17,1,31,0.8317714823952308,0.6623209220998423,0.4445316090757068,0.384506843663259,0.2858324165912593,0.2741604036988191,0.2153674589788157,0.2000718021862013,0.1822158491407513,0.1720284053630616
466,13,42,46,9,5,38,44,16,4,47,0.8613325097755202,0.5699996894366899,0.5373398391291444,0.510827405767841,0.4411380777681523,0.4376332635166691,0.4115317199983738,0.3859611145046489,0.3635446620040513,0.3418973987370062
467,13,46,9,42,38,4,44,5,16,47,0.8279114975675244,0.5247065181778352,0.5160852160891848,0.4827390888944546,0.4533437868162019,0.4032600717196313,0.3653114337660827,0.3522829653851158,0.337443118485756,0.3202056083882972
468,13,38,46,44,5,42,17,9,10,32,0.7880862077988869,0.5707714419445741,0.5418012711824775,0.506239265438997,0.4850502547837803,0.4445316090757068,0.4411380777681523,0.4358367967251403,0.3327951141071876,0.3174994573145732
470,13,9,46,42,5,44,16,29,47,1,0.806816288812131,0.4773486732322491,0.4263715668977336,0.388811610310625,0.2996435042691232,0.2894560604914336,0.2656048581536075,0.2222658045378533,0.207993000124812,0.207993000124812
471,13,9,46,16,42,5,31,44,38,1,0.732473898676947,0.3440568107261232,0.3303930521659869,0.2563044506533691,0.2287458041304111,0.2153674589788157,0.207993000124812,0.1822158491407513,0.1720284053630616,0.1720284053630616
472,13,9,46,38,16,4,47,44,5,1,0.7394674855988426,0.5043474061752833,0.4533437868162019,0.3800214054878736,0.346173459258783,0.3440568107261232,0.337443118485756,0.3228449340406581,0.2820816016374298,0.2610557776673281
473,13,46,42,9,5,38,44,47,1,16,0.8866484042286051,0.6170598778189313,0.5914488298333151,0.5341383175298845,0.4754897175421333,0.4742322058850204,0.4494280647718242,0.4233604591036277,0.4092329806925637,0.3704430075630889
475,13,9,42,46,5,16,4,44,31,20,0.7366269952195013,0.3118725129920311,0.2461170068756794,0.2348553102567439,0.207993000124812,0.1915162566409897,0.1339043986121942,0.0979398038504438,0.0979398038504438,0.0979398038504438
476,13,9,46,16,5,4,38,44,1,42,0.7439217658500928,0.4748628110060905,0.2656048581536075,0.2287458041304111,0.2000718021862013,0.1822158491407513,0.1822158491407513,0.1481772030252355,0.1339043986121942,0.1174276551283719
477,13,9,42,4,46,38,47,16,5,17,0.7112441171206644,0.3902088492655634,0.2348553102567439,0.0979398038504438,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0433390536157541
478,13,29,16,42,9,8,46,5,24,14,0.7123404063000953,0.4419966145765671,0.3969335355532759,0.3279357656004687,0.3174994573145732,0.2563044506533691,0.2287458041304111,0.1720284053630616,0.1481772030252355,0.1339043986121942
479,13,9,42,38,46,16,4,5,47,44,0.7740480626633854,0.5247065181778352,0.3902088492655634,0.3721002075492629,0.3704430075630889,0.3502850145414877,0.3228449340406581,0.2996435042691232,0.2929608747429167,0.2656048581536075
480,13,42,46,5,9,28,38,1,16,44,0.8126531831657231,0.4137820611788431,0.3995092567658017,0.337443118485756,0.3303930521659869,0.2513320537405661,0.2461170068756794,0.2461170068756794,0.2406344072853893,0.2348553102567439
481,13,42,46,1,9,5,14,44,31,38,0.9074428079224458,0.7421828917246905,0.6252182868135966,0.5308379341654702,0.5281986085131093,0.4927671183875783,0.4803768434029558,0.4716719096321848,0.4243736160541054,0.419208975819716
482,13,42,46,5,16,9,38,44,47,31,0.8865549421271008,0.5247065181778352,0.4593250538653782,0.3815375622277338,0.3784834327957001,0.3653114337660827,0.3327951141071876,0.3303930521659869,0.2996435042691232,0.2656048581536075
483,13,9,46,1,4,5,38,16,47,31,0.7597369817027592,0.3482490052114369,0.2963544060504712,0.2699682092135054,0.2656048581536075,0.2000718021862013,0.1822158491407513,0.1607667087441261,0.1607667087441261,0.1481772030252355
484,13,9,46,5,16,42,4,47,38,31,0.7195238244276598,0.3522829653851158,0.2929608747429167,0.2610557776673281,0.2406344072853893,0.2348553102567439,0.2153674589788157,0.2000718021862013,0.1720284053630616,0.1339043986121942
485,13,46,9,42,26,38,5,44,32,47,0.7998334139817929,0.6129939451470365,0.5962001568472741,0.5914488298333151,0.5835601253614354,0.5437992220261056,0.5085579519797233,0.4827390888944546,0.4642974507781811,0.4614844658544951
486,13,46,9,5,42,38,44,4,47,16,0.8268659666555278,0.4283328560164307,0.3769230071556467,0.3653114337660827,0.3635446620040513,0.325420655253184,0.3118725129920311,0.2996435042691232,0.278194363872498,0.2656048581536075
487,13,38,5,46,9,16,1,17,14,44,0.7255943729538571,0.3800214054878736,0.2858324165912593,0.2610557776673281,0.2287458041304111,0.1915162566409897,0.1174276551283719,0.1174276551283719,0.1174276551283719,0.0979398038504438
488,13,46,42,9,5,47,38,4,44,16,0.6841947086958282,0.4321506639263792,0.3721002075492629,0.3351443791799459,0.2929608747429167,0.2820816016374298,0.2741604036988191,0.2563044506533691,0.2513320537405661,0.2461170068756794
489,13,9,4,38,47,5,42,44,16,46,0.7800384411563354,0.6406781014545476,0.4402725891690299,0.419208975819716,0.39562201900087,0.3303930521659869,0.3279357656004687,0.2996435042691232,0.2963544060504712,0.2513320537405661
490,13,42,46,9,38,44,5,1,17,32,0.8394502837985096,0.538386052290799,0.527047208603925,0.4330841830303897,0.412662812648451,0.4103885298712887,0.3580620624137614,0.2858324165912593,0.2222658045378533,0.2153674589788157
491,13,9,38,46,4,5,16,47,42,44,0.873530431470745,0.5660550625385735,0.5134886367913184,0.4349271124429452,0.429300168120403,0.4253772596533251,0.3482490052114369,0.3396934596662253,0.337443118485756,0.3202056083882972
492,13,9,5,46,16,14,44,38,20,1,0.7843988974645644,0.3561702031500476,0.3089439117693617,0.2858324165912593,0.2153674589788157,0.2153674589788157,0.2000718021862013,0.1822158491407513,0.1607667087441261,0.1481772030252355
493,13,42,46,9,44,38,28,16,6,17,0.7740097861158005,0.7137624307062725,0.5821868226417306,0.5755339129149617,0.3995092567658017,0.3522829653851158,0.3279357656004687,0.3202056083882972,0.3059328039752558,0.302834405643029
494,13,5,42,46,9,16,38,44,31,1,0.7856765184085812,0.373732105781741,0.3482490052114369,0.2963544060504712,0.2610557776673281,0.2222658045378533,0.207993000124812,0.1915162566409897,0.1822158491407513,0.1822158491407513
495,13,46,9,42,5,16,44,38,47,1,0.7132905215159301,0.325420655253184,0.278194363872498,0.2406344072853893,0.1915162566409897,0.1822158491407513,0.1720284053630616,0.1174276551283719,0.1174276551283719,0.0979398038504438
496,13,44,4,9,38,47,46,16,5,14,0.8115810853312414,0.5048235194702494,0.4710221370658937,0.4629002118232427,0.4486274074102014,0.414889711070193,0.4056894321561889,0.39562201900087,0.3542442545038129,0.2153674589788157
497,13,9,46,38,4,16,47,5,44,42,0.8073781153775997,0.4470078725179705,0.3982291545436701,0.3542442545038129,0.2929608747429167,0.2894560604914336,0.2820816016374298,0.2820816016374298,0.2699682092135054,0.2348553102567439
498,13,46,5,9,38,1,44,16,47,42,0.7571687301612933,0.4642974507781811,0.3599210181038771,0.337443118485756,0.3089439117693617,0.2894560604914336,0.2858324165912593,0.278194363872498,0.2222658045378533,0.2153674589788157
499,13,46,42,9,1,44,10,38,4,6,0.6780799846116244,0.4233604591036277,0.3599210181038771,0.2820816016374298,0.2513320537405661,0.2348553102567439,0.2348553102567439,0.2153674589788157,0.1481772030252355,0.1481772030252355
500,13,38,46,5,42,9,44,3,1,32,0.7307090090476314,0.4056894321561889,0.2894560604914336,0.2858324165912593,0.2406344072853893,0.1720284053630616,0.1720284053630616,0.1339043986121942,0.1174276551283719,0.1174276551283719
501,13,44,38,42,9,46,4,47,5,16,0.8433427101393502,0.6198491126574205,0.6041790692894409,0.5641632032748597,0.5437992220261056,0.516511912296518,0.4821534038236311,0.4510116086682645,0.4470078725179705,0.3561702031500476
502,13,46,5,42,44,9,38,16,31,17,0.7897511520226591,0.412662812648451,0.3279357656004687,0.2858324165912593,0.2513320537405661,0.2348553102567439,0.2287458041304111,0.207993000124812,0.207993000124812,0.2000718021862013
503,13,42,9,38,46,5,45,44,17,47,0.7940259168156623,0.5707714419445741,0.506239265438997,0.4411380777681523,0.384506843663259,0.3522829653851158,0.3396934596662253,0.302834405643029,0.2996435042691232,0.2610557776673281
504,13,42,46,9,16,5,38,10,44,31,0.726672840984133,0.278194363872498,0.2513320537405661,0.2406344072853893,0.1720284053630616,0.1481772030252355,0.1174276551283719,0.0740886015126178,0.0433390536157541,0.0433390536157541
505,13,9,46,42,16,5,38,47,1,4,0.7630114947732698,0.4556261637403515,0.4358367967251403,0.3542442545038129,0.2929608747429167,0.2741604036988191,0.2610557776673281,0.2513320537405661,0.2348553102567439,0.2287458041304111
506,13,46,38,5,9,44,16,1,31,20,0.8369939625685101,0.4541100070004913,0.412662812648451,0.4044816536786047,0.3753394632592063,0.3327951141071876,0.3089439117693617,0.2513320537405661,0.2406344072853893,0.2287458041304111
507,13,42,46,9,5,16,44,17,38,1,0.754445340597412,0.3327951141071876,0.2563044506533691,0.2406344072853893,0.2153674589788157,0.1822158491407513,0.1339043986121942,0.1174276551283719,0.0979398038504438,0.0979398038504438
508,13,46,9,42,5,47,4,38,16,44,0.8729555233892721,0.5312097163072151,0.4889783125828109,0.4213048715597685,0.419208975819716,0.3859611145046489,0.3580620624137614,0.3542442545038129,0.346173459258783,0.3351443791799459
509,13,46,9,44,42,16,38,5,31,6,0.6808612497137303,0.1915162566409897,0.1607667087441261,0.1174276551283719,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0433390536157541
510,13,46,9,5,42,38,44,16,1,32,0.7092279724799633,0.3561702031500476,0.3089439117693617,0.2348553102567439,0.2153674589788157,0.2000718021862013,0.1822158491407513,0.1822158491407513,0.1607667087441261,0.1339043986121942
511,13,9,46,16,42,44,1,5,14,38,0.6822252060098325,0.3418973987370062,0.2563044506533691,0.1822158491407513,0.1607667087441261,0.0979398038504438,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541
512,13,46,42,5,9,44,16,38,1,32,0.7606084684546088,0.2929608747429167,0.2858324165912593,0.2461170068756794,0.2000718021862013,0.2000718021862013,0.1720284053630616,0.1174276551283719,0.0979398038504438,0.0979398038504438
513,13,38,9,44,5,46,42,4,47,1,0.8726516935713102,0.4103885298712887,0.3502850145414877,0.2563044506533691,0.2513320537405661,0.2348553102567439,0.207993000124812,0.2000718021862013,0.1174276551283719,0.0740886015126178
514,13,42,46,9,38,44,5,17,29,47,0.8149746166387958,0.5945713671127965,0.543137379304758,0.4690487777921402,0.3784834327957001,0.3769230071556467,0.3670494762555346,0.3482490052114369,0.3174994573145732,0.3059328039752558
515,13,46,42,5,38,9,44,1,47,16,0.8618218516171233,0.6467653926253835,0.5980033586035504,0.5323173661985651,0.4906185584476091,0.4856203215109916,0.4656766603398088,0.3873958643418773,0.3635446620040513,0.3418973987370062
516,13,46,5,44,38,9,10,16,42,1,0.7408860151261781,0.6349286171863044,0.3617481952125225,0.2894560604914336,0.278194363872498,0.2513320537405661,0.2406344072853893,0.2153674589788157,0.207993000124812,0.2000718021862013
517,13,9,46,42,5,38,16,4,44,47,0.7468243135648907,0.4080648023110133,0.3482490052114369,0.2963544060504712,0.2461170068756794,0.2287458041304111,0.2287458041304111,0.2000718021862013,0.1915162566409897,0.1720284053630616
518,13,46,32,38,5,42,9,44,16,31,0.7376001787980001,0.388811610310625,0.3721002075492629,0.346173459258783,0.325420655253184,0.325420655253184,0.3089439117693617,0.2287458041304111,0.2222658045378533,0.1720284053630616
519,13,17,42,46,9,5,16,44,14,31,0.7627991218482707,0.4402725891690299,0.3815375622277338,0.3653114337660827,0.3147230087980072,0.3147230087980072,0.2996435042691232,0.2513320537405661,0.2222658045378533,0.2153674589788157
520,13,42,46,44,38,5,29,9,17,32,1.0,0.7022687851672478,0.5937475691391252,0.5508212081518372,0.527047208603925,0.5121663033327666,0.4969388579387585,0.4470078725179705,0.4428483103815558,0.3769230071556467
521,13,9,38,42,46,44,5,16,17,31,0.7852638257801149,0.2699682092135054,0.2461170068756794,0.2000718021862013,0.1720284053630616,0.1607667087441261,0.1607667087441261,0.1174276551283719,0.1174276551283719,0.0979398038504438
522,13,42,46,9,38,5,44,16,4,1,0.6835719763426866,0.2894560604914336,0.2461170068756794,0.1822158491407513,0.1481772030252355,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0433390536157541
523,13,9,42,46,5,16,44,38,31,17,0.6918939184799048,0.2929608747429167,0.2741604036988191,0.2513320537405661,0.1915162566409897,0.1822158491407513,0.1607667087441261,0.1481772030252355,0.0979398038504438,0.0979398038504438
524,13,46,9,42,5,38,47,44,16,32,0.7900810512289533,0.5676504243639315,0.4895278626776349,0.4607694982523379,0.4445316090757068,0.4243736160541054,0.3929496983619873,0.391588058827191,0.3830325132819795,0.325420655253184
525,13,46,5,9,16,44,38,47,1,42,0.8288094248862049,0.4600497160172667,0.3653114337660827,0.3580620624137614,0.3580620624137614,0.302834405643029,0.2858324165912593,0.2858324165912593,0.2610557776673281,0.2513320537405661
526,13,5,9,38,42,1,46,44,16,4,0.7587259081824177,0.4394000352787006,0.4340096196164949,0.4223376067240547,0.4032600717196313,0.3830325132819795,0.337443118485756,0.2656048581536075,0.2513320537405661,0.207993000124812
527,13,46,42,5,16,38,9,44,10,18,0.7852982777572023,0.2461170068756794,0.2000718021862013,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.1174276551283719,0.0740886015126178,0.0740886015126178,0.0740886015126178
528,13,46,5,9,44,16,1,42,10,6,0.7565845225459851,0.4170711593974952,0.278194363872498,0.2610557776673281,0.2610557776673281,0.2513320537405661,0.2513320537405661,0.2461170068756794,0.2287458041304111,0.2000718021862013
529,13,5,46,9,38,47,16,42,28,44,0.7377077653777815,0.4349271124429452,0.4056894321561889,0.3902088492655634,0.325420655253184,0.2929608747429167,0.2820816016374298,0.278194363872498,0.2656048581536075,0.2513320537405661
530,13,9,46,42,4,38,5,44,47,1,0.7773267231828946,0.4663596483376875,0.4642974507781811,0.391588058827191,0.3902088492655634,0.3635446620040513,0.3542442545038129,0.346173459258783,0.3351443791799459,0.278194363872498
531,13,9,42,46,38,5,44,16,17,47,0.7886885796635917,0.4821534038236311,0.4690487777921402,0.4525720343083179,0.3830325132819795,0.3653114337660827,0.337443118485756,0.2963544060504712,0.2699682092135054,0.2563044506533691
532,13,42,46,9,5,38,47,1,45,44,0.786190153505522,0.4394000352787006,0.2741604036988191,0.2406344072853893,0.2153674589788157,0.207993000124812,0.1174276551283719,0.1174276551283719,0.1174276551283719,0.0979398038504438
533,13,29,24,9,40,8,46,42,16,5,0.742337464792827,0.5895305623525459,0.4889783125828109,0.4330841830303897,0.3873958643418773,0.384506843663259,0.3800214054878736,0.3482490052114369,0.2929608747429167,0.2820816016374298
534,13,9,38,46,5,42,44,4,47,16,0.8750138559310693,0.5239147570909326,0.5024214575290485,0.4548707736141279,0.4243736160541054,0.412662812648451,0.4092329806925637,0.3859611145046489,0.384506843663259,0.3522829653851158
535,13,46,42,38,9,44,45,5,10,1,0.8182890166111436,0.4525720343083179,0.4213048715597685,0.3873958643418773,0.3704430075630889,0.325420655253184,0.2996435042691232,0.2963544060504712,0.2610557776673281,0.2563044506533691
537,13,32,46,9,5,16,42,38,44,1,0.8440209816896537,0.5597089230236094,0.5274323883288199,0.5173602283206973,0.4411380777681523,0.4233604591036277,0.414889711070193,0.3784834327957001,0.3704430075630889,0.3303930521659869
538,13,42,46,9,38,1,5,4,47,44,0.7853671484155056,0.519036925572238,0.4856203215109916,0.4815644918215354,0.3859611145046489,0.3580620624137614,0.3228449340406581,0.3202056083882972,0.302834405643029,0.2894560604914336
539,13,9,42,46,5,47,16,44,10,14,0.6796649097569969,0.4556261637403515,0.3202056083882972,0.2929608747429167,0.2000718021862013,0.1822158491407513,0.1607667087441261,0.1481772030252355,0.0979398038504438,0.0979398038504438
540,13,42,9,46,16,38,5,17,4,47,0.7223541908064599,0.3942942099009149,0.337443118485756,0.3147230087980072,0.2153674589788157,0.1822158491407513,0.1339043986121942,0.1339043986121942,0.1174276551283719,0.1174276551283719
541,13,38,9,5,42,46,44,32,3,26,0.6784550280068896,0.2153674589788157,0.0979398038504438,0.0979398038504438,0.0979398038504438,0.0740886015126178,0.0,0.0,0.0,0.0
542,13,42,9,46,5,16,30,44,31,1,0.7111752242674971,0.3815375622277338,0.2461170068756794,0.2287458041304111,0.1720284053630616,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541
543,13,45,42,46,44,5,31,9,38,16,0.7827536378237674,0.4900746017622419,0.373732105781741,0.3418973987370062,0.2461170068756794,0.207993000124812,0.2000718021862013,0.1822158491407513,0.1481772030252355,0.1481772030252355
544,13,9,38,46,42,5,16,44,4,17,0.6891348450611928,0.4411380777681523,0.2741604036988191,0.2348553102567439,0.2287458041304111,0.2153674589788157,0.1822158491407513,0.1481772030252355,0.0979398038504438,0.0979398038504438
545,13,42,9,46,14,1,38,5,17,44,0.7984413178979978,0.5541664593835951,0.5182018646218447,0.5143611906816479,0.4621946828062821,0.4032600717196313,0.3859611145046489,0.3502850145414877,0.3502850145414877,0.3174994573145732
546,13,46,42,9,5,44,47,17,14,10,0.8565065878083035,0.3351443791799459,0.3303930521659869,0.3279357656004687,0.3174994573145732,0.2929608747429167,0.2348553102567439,0.2222658045378533,0.1915162566409897,0.1607667087441261
547,13,46,5,9,42,38,16,44,1,10,0.7142992165575349,0.3859611145046489,0.3580620624137614,0.3147230087980072,0.2656048581536075,0.2153674589788157,0.1915162566409897,0.1607667087441261,0.1339043986121942,0.1174276551283719
548,13,9,46,5,38,16,42,44,47,1,0.7911625504183248,0.4642974507781811,0.4137820611788431,0.3542442545038129,0.3502850145414877,0.325420655253184,0.3202056083882972,0.2741604036988191,0.2741604036988191,0.2610557776673281
549,13,46,28,31,42,9,44,5,1,17,0.6604543277862694,0.3815375622277338,0.2406344072853893,0.207993000124812,0.2000718021862013,0.1915162566409897,0.1720284053630616,0.1720284053630616,0.1607667087441261,0.1607667087441261
550,13,46,9,44,16,5,1,38,47,10,0.732473898676947,0.3800214054878736,0.3147230087980072,0.2222658045378533,0.2222658045378533,0.2153674589788157,0.1720284053630616,0.1339043986121942,0.1339043986121942,0.1339043986121942
551,13,9,46,42,5,38,16,4,44,1,0.797431352040592,0.3580620624137614,0.3440568107261232,0.325420655253184,0.2699682092135054,0.2610557776673281,0.2287458041304111,0.2000718021862013,0.2000718021862013,0.1822158491407513
552,13,9,44,46,42,5,16,4,1,31,0.7068865051280174,0.373732105781741,0.3542442545038129,0.3502850145414877,0.3351443791799459,0.2513320537405661,0.2287458041304111,0.1607667087441261,0.1607667087441261,0.1339043986121942
553,13,42,46,9,47,4,38,44,32,5,0.7132905215159301,0.5359287657252808,0.4889783125828109,0.4517946690056212,0.4202620607714008,0.4068837156198054,0.3279357656004687,0.325420655253184,0.302834405643029,0.2963544060504712
554,13,46,5,38,9,16,44,1,14,4,0.7991698904978322,0.3561702031500476,0.3118725129920311,0.2963544060504712,0.2858324165912593,0.2406344072853893,0.2153674589788157,0.1720284053630616,0.1720284053630616,0.1607667087441261
555,13,9,46,5,38,44,1,42,16,10,0.7305366565383896,0.3396934596662253,0.2563044506533691,0.1822158491407513,0.1607667087441261,0.1607667087441261,0.1607667087441261,0.1481772030252355,0.0979398038504438,0.0740886015126178
556,13,9,38,46,4,5,42,44,16,47,0.7590786717303002,0.5428049147816971,0.4470078725179705,0.4181454122387411,0.391588058827191,0.3800214054878736,0.3440568107261232,0.3228449340406581,0.2929608747429167,0.2610557776673281
557,13,9,16,42,46,5,38,44,31,32,0.6983787731635578,0.3118725129920311,0.2153674589788157,0.207993000124812,0.1720284053630616,0.1481772030252355,0.1339043986121942,0.0740886015126178,0.0740886015126178,0.0740886015126178
558,13,9,38,47,46,4,42,44,5,1,0.7229731112270646,0.4302588046626653,0.346173459258783,0.302834405643029,0.2894560604914336,0.2610557776673281,0.2000718021862013,0.1607667087441261,0.1607667087441261,0.1481772030252355
559,13,38,4,9,47,5,46,44,42,16,0.8024177253460544,0.5638901833103571,0.5582780146662998,0.4964262082366725,0.4809723171324233,0.4541100070004913,0.4302588046626653,0.3580620624137614,0.3147230087980072,0.2894560604914336
560,13,42,9,46,5,16,31,32,45,29,0.7526839322191385,0.3482490052114369,0.302834405643029,0.1607667087441261,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0
561,13,9,46,42,5,38,44,16,4,47,0.8952727103321646,0.4716719096321848,0.3942942099009149,0.3635446620040513,0.3617481952125225,0.3599210181038771,0.2996435042691232,0.2894560604914336,0.2461170068756794,0.2461170068756794
562,13,42,46,38,9,5,44,1,47,32,0.9008611352443742,0.5147948109842085,0.4233604591036277,0.3440568107261232,0.3418973987370062,0.3279357656004687,0.2699682092135054,0.2287458041304111,0.2222658045378533,0.1915162566409897
563,13,29,24,9,46,8,38,40,16,5,0.7551783893890782,0.3830325132819795,0.3279357656004687,0.302834405643029,0.2894560604914336,0.2894560604914336,0.2699682092135054,0.2699682092135054,0.2610557776673281,0.2610557776673281
564,13,46,29,38,5,1,44,42,28,4,0.6932064415937074,0.302834405643029,0.2222658045378533,0.2153674589788157,0.1915162566409897,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.1174276551283719,0.0979398038504438
565,13,9,38,16,44,5,46,29,12,20,0.714566601957732,0.4585954451758768,0.384506843663259,0.3351443791799459,0.3327951141071876,0.2858324165912593,0.2820816016374298,0.2461170068756794,0.2287458041304111,0.1915162566409897
566,13,46,9,4,5,38,47,44,42,16,0.8386795840655251,0.4856203215109916,0.4548707736141279,0.4213048715597685,0.4068837156198054,0.4032600717196313,0.3617481952125225,0.3303930521659869,0.3202056083882972,0.3118725129920311
567,13,9,46,42,17,38,10,16,1,5,0.7177241167132221,0.3580620624137614,0.3202056083882972,0.2513320537405661,0.2153674589788157,0.207993000124812,0.207993000124812,0.1915162566409897,0.1607667087441261,0.1481772030252355
568,13,16,9,5,1,46,44,42,39,20,0.6443461614193495,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0,0.0,0.0,0.0
