user_id,lang1_count,lang2_count,lang3_count,lang4_count,lang5_count,lang6_count,lang7_count,lang8_count,lang9_count,lang10_count,lang1_norm_count,lang2_norm_count,lang3_norm_count,lang4_norm_count,lang5_norm_count,lang6_norm_count,lang7_norm_count,lang8_norm_count,lang9_norm_count,lang10_norm_count
218,13,9,42,46,38,4,47,44,5,10,0.8213071516073814,0.4723177560562879,0.4578608219543209,0.3769230071556467,0.3599210181038771,0.3228449340406581,0.2858324165912593,0.2656048581536075,0.2461170068756794,0.2406344072853893
219,13,46,42,9,38,5,44,4,47,1,0.8919974615001889,0.5877960454591359,0.5817251059065531,0.5655179395088502,0.5186202105883246,0.4571211147945973,0.4478207072943588,0.3873958643418773,0.3687597088689381,0.3687597088689381
220,13,9,46,42,5,16,47,38,44,1,0.7574819859040007,0.5009538748677289,0.4677126696698596,0.4478207072943588,0.429300168120403,0.384506843663259,0.3753394632592063,0.3653114337660827,0.3561702031500476,0.3228449340406581
221,13,46,9,38,42,16,4,5,44,14,0.7439217658500928,0.3089439117693617,0.2820816016374298,0.2610557776673281,0.2513320537405661,0.2406344072853893,0.207993000124812,0.207993000124812,0.1822158491407513,0.0740886015126178
222,13,46,42,9,38,5,44,47,16,4,0.8350436848084289,0.57819715338071,0.5655179395088502,0.5486365750068721,0.4779612093383175,0.4614844658544951,0.4358367967251403,0.4321506639263792,0.4213048715597685,0.3902088492655634
223,13,38,5,9,46,16,44,14,20,42,0.7108300923628926,0.2699682092135054,0.2563044506533691,0.2461170068756794,0.2461170068756794,0.1822158491407513,0.1720284053630616,0.0979398038504438,0.0979398038504438,0.0740886015126178
224,13,9,16,42,46,47,4,5,20,29,0.7138296765455391,0.4710221370658937,0.278194363872498,0.278194363872498,0.2222658045378533,0.1822158491407513,0.1481772030252355,0.1481772030252355,0.0979398038504438,0.0740886015126178
225,13,46,9,42,38,5,44,1,32,29,0.8414855099254126,0.4541100070004913,0.4233604591036277,0.3418973987370062,0.2963544060504712,0.278194363872498,0.2348553102567439,0.2222658045378533,0.2000718021862013,0.1915162566409897
226,13,9,42,5,46,38,44,16,41,32,0.7650290884493112,0.4312089198785002,0.4137820611788431,0.3687597088689381,0.3089439117693617,0.2996435042691232,0.2820816016374298,0.2563044506533691,0.1822158491407513,0.1720284053630616
227,13,9,38,46,42,5,44,16,4,1,0.7588142082766492,0.337443118485756,0.2563044506533691,0.2461170068756794,0.207993000124812,0.1915162566409897,0.1607667087441261,0.1339043986121942,0.0433390536157541,0.0433390536157541
228,13,42,46,31,38,44,5,1,9,16,0.8020649617981719,0.5348580997649558,0.4385202997941205,0.2222658045378533,0.2153674589788157,0.2000718021862013,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1174276551283719
229,13,46,38,9,42,32,5,44,4,16,0.8295178197822157,0.4253772596533251,0.3561702031500476,0.3502850145414877,0.3482490052114369,0.3147230087980072,0.302834405643029,0.2656048581536075,0.2461170068756794,0.2406344072853893
230,13,46,5,10,44,16,42,4,14,29,0.6726863300888217,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0433390536157541,0.0,0.0,0.0
231,13,9,38,46,5,4,44,16,1,42,0.7924911646377476,0.3753394632592063,0.3617481952125225,0.3580620624137614,0.3522829653851158,0.2858324165912593,0.2610557776673281,0.2406344072853893,0.2153674589788157,0.1822158491407513
232,13,46,42,9,5,38,44,1,47,16,0.7294966642020879,0.4213048715597685,0.4213048715597685,0.3599210181038771,0.3089439117693617,0.2894560604914336,0.2461170068756794,0.2406344072853893,0.2153674589788157,0.207993000124812
233,13,46,42,9,38,5,44,1,47,17,0.8652022295448624,0.5705148097492904,0.513049674129242,0.5121663033327666,0.4510116086682645,0.4385202997941205,0.3995092567658017,0.3482490052114369,0.3327951141071876,0.302834405643029
234,13,42,46,9,5,38,29,44,47,1,0.8535647155344441,0.4703683903307638,0.4697106205134877,0.4302588046626653,0.4020243671130865,0.3721002075492629,0.3580620624137614,0.3418973987370062,0.3059328039752558,0.2963544060504712
235,13,42,46,9,5,38,44,1,32,31,0.7295547077864568,0.4159860002496241,0.4068837156198054,0.3542442545038129,0.3202056083882972,0.2894560604914336,0.2348553102567439,0.2000718021862013,0.1915162566409897,0.1607667087441261
236,13,46,9,42,38,5,44,47,16,4,0.7908359774237115,0.560275965509928,0.4979568395189054,0.4428483103815558,0.4092329806925637,0.3902088492655634,0.388811610310625,0.3522829653851158,0.3303930521659869,0.2858324165912593
237,13,38,42,4,46,9,5,44,47,16,0.8958007923040704,0.4815644918215354,0.3995092567658017,0.3653114337660827,0.3327951141071876,0.2894560604914336,0.2894560604914336,0.2656048581536075,0.2406344072853893,0.1822158491407513
238,13,5,46,9,4,42,44,38,17,47,0.8070413739345056,0.5198655131168431,0.5173602283206973,0.4969388579387585,0.4571211147945973,0.4510116086682645,0.4349271124429452,0.4321506639263792,0.419208975819716,0.4170711593974952
240,13,42,46,9,32,38,5,44,1,31,0.7950055260368871,0.519036925572238,0.4735978582784195,0.4556261637403515,0.4340096196164949,0.3687597088689381,0.3580620624137614,0.3351443791799459,0.278194363872498,0.2610557776673281
241,13,46,9,42,5,38,44,4,47,16,0.8351085501434764,0.4571211147945973,0.3753394632592063,0.3670494762555346,0.3303930521659869,0.2996435042691232,0.2858324165912593,0.2741604036988191,0.2563044506533691,0.2348553102567439
242,13,9,46,42,5,16,44,4,31,14,0.7132229355143177,0.3599210181038771,0.2929608747429167,0.207993000124812,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1339043986121942,0.0979398038504438,0.0979398038504438
243,13,9,46,42,16,5,44,38,47,31,0.6918113481722152,0.4159860002496241,0.2406344072853893,0.2287458041304111,0.1822158491407513,0.1481772030252355,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541
244,13,35,9,46,16,47,4,5,42,44,0.7428510998897678,0.4585954451758768,0.4115317199983738,0.3769230071556467,0.325420655253184,0.3059328039752558,0.2563044506533691,0.2406344072853893,0.2406344072853893,0.2348553102567439
245,13,9,16,42,29,47,4,46,5,20,0.7240782162139969,0.4900746017622419,0.4253772596533251,0.2858324165912593,0.278194363872498,0.2656048581536075,0.2513320537405661,0.2461170068756794,0.1607667087441261,0.1481772030252355
246,13,38,9,46,16,5,44,3,20,47,0.7363550865051013,0.3982291545436701,0.3704430075630889,0.2287458041304111,0.2222658045378533,0.2153674589788157,0.1607667087441261,0.0740886015126178,0.0740886015126178,0.0433390536157541
247,13,9,46,42,38,5,4,44,47,31,0.7338205276128497,0.2699682092135054,0.2287458041304111,0.2287458041304111,0.2222658045378533,0.2000718021862013,0.1339043986121942,0.1339043986121942,0.1339043986121942,0.1339043986121942
248,13,42,46,5,9,38,44,16,1,18,0.7531037387033236,0.4253772596533251,0.3929496983619873,0.3396934596662253,0.2858324165912593,0.2461170068756794,0.2222658045378533,0.1607667087441261,0.1607667087441261,0.1174276551283719
249,13,42,46,9,5,47,4,38,44,21,0.6617752993837119,0.2610557776673281,0.1339043986121942,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0,0.0,0.0,0.0
250,13,42,46,44,38,9,5,1,4,47,0.8387213858877195,0.5090157139555631,0.4791758503408944,0.3784834327957001,0.3617481952125225,0.3617481952125225,0.3396934596662253,0.2741604036988191,0.2287458041304111,0.2153674589788157
251,13,5,42,46,16,17,44,47,14,37,0.7407293272046589,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0433390536157541,0.0433390536157541,0.0,0.0,0.0,0.0
252,13,42,46,9,38,5,17,16,4,44,0.7338205276128497,0.4092329806925637,0.2858324165912593,0.2461170068756794,0.1915162566409897,0.1339043986121942,0.1339043986121942,0.1174276551283719,0.0979398038504438,0.0979398038504438
253,13,46,9,16,5,42,38,44,10,4,0.7065991736163102,0.4629002118232427,0.2929608747429167,0.2610557776673281,0.2610557776673281,0.1822158491407513,0.1339043986121942,0.1339043986121942,0.0979398038504438,0.0740886015126178
254,13,16,9,5,46,38,42,44,47,14,0.8004629579185634,0.5103773534903593,0.3617481952125225,0.3396934596662253,0.3059328039752558,0.2963544060504712,0.2894560604914336,0.2406344072853893,0.1822158491407513,0.1720284053630616
255,13,32,42,46,5,38,9,44,17,47,0.7176592776102398,0.687341249306288,0.5931255270848559,0.5401073013698643,0.4445316090757068,0.4213048715597685,0.391588058827191,0.3089439117693617,0.3089439117693617,0.2820816016374298
256,13,46,42,9,5,16,38,4,31,44,0.7415104799480658,0.2656048581536075,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541
257,13,9,44,42,46,38,4,47,5,16,0.780255324405564,0.5447843650180981,0.4906185584476091,0.391588058827191,0.346173459258783,0.3147230087980072,0.2348553102567439,0.2000718021862013,0.1915162566409897,0.1607667087441261
258,13,9,46,42,47,16,44,5,29,38,0.7762824569480984,0.4656766603398088,0.4494280647718242,0.4321506639263792,0.2963544060504712,0.2461170068756794,0.2406344072853893,0.2348553102567439,0.2348553102567439,0.2153674589788157
259,13,42,16,46,9,5,38,44,29,18,0.7152984814669715,0.3542442545038129,0.207993000124812,0.2000718021862013,0.1607667087441261,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.0740886015126178,0.0433390536157541
260,13,42,46,44,5,9,47,32,38,16,0.857264719167,0.6869961731131452,0.6566204075350135,0.547367868622268,0.5407881142319998,0.513049674129242,0.4803768434029558,0.4585954451758768,0.4461888090618807,0.4436932733429793
261,13,46,38,9,4,42,5,47,44,1,0.8336285155938677,0.5319494234669389,0.5219093088069767,0.5099253982377582,0.4856203215109916,0.4723177560562879,0.4478207072943588,0.4402725891690299,0.429300168120403,0.278194363872498
262,13,9,42,46,4,38,44,31,16,17,0.6738652456207281,0.3118725129920311,0.2996435042691232,0.1720284053630616,0.0979398038504438,0.0979398038504438,0.0979398038504438,0.0433390536157541,0.0,0.0
263,13,46,9,42,5,44,16,32,47,38,0.7810109688312044,0.4867514141610687,0.4761129686257042,0.4411380777681523,0.427356709889726,0.2996435042691232,0.2894560604914336,0.2858324165912593,0.2461170068756794,0.2406344072853893
264,13,46,9,4,1,42,5,44,38,47,0.7345429292988873,0.3599210181038771,0.2287458041304111,0.207993000124812,0.1915162566409897,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.0979398038504438
265,13,46,5,38,44,9,47,16,4,14,0.859438536423297,0.3580620624137614,0.3440568107261232,0.3418973987370062,0.2820816016374298,0.2610557776673281,0.2153674589788157,0.2000718021862013,0.1607667087441261,0.1607667087441261
266,13,42,9,46,47,16,28,17,5,44,0.7436169540713145,0.631933581455681,0.6279552366940424,0.4999641709635302,0.4092329806925637,0.3800214054878736,0.3089439117693617,0.302834405643029,0.2894560604914336,0.2563044506533691
267,13,46,5,9,16,44,38,14,31,42,0.7419764459666669,0.3174994573145732,0.3118725129920311,0.2222658045378533,0.2153674589788157,0.207993000124812,0.2000718021862013,0.1822158491407513,0.1339043986121942,0.1339043986121942
268,13,9,46,16,38,1,4,5,17,6,0.653710939447272,0.3174994573145732,0.2858324165912593,0.207993000124812,0.1720284053630616,0.1720284053630616,0.1481772030252355,0.1481772030252355,0.1174276551283719,0.0979398038504438
269,13,9,46,42,6,38,44,16,36,47,0.6617752993837119,0.3769230071556467,0.2513320537405661,0.1915162566409897,0.1481772030252355,0.1339043986121942,0.0740886015126178,0.0740886015126178,0.0740886015126178,0.0433390536157541
270,13,9,5,46,42,16,44,38,31,1,0.7805077999087866,0.4263715668977336,0.3687597088689381,0.3542442545038129,0.337443118485756,0.2996435042691232,0.2513320537405661,0.2222658045378533,0.2000718021862013,0.1915162566409897
271,13,42,3,9,46,5,44,19,16,31,0.669273677055824,0.2820816016374298,0.2153674589788157,0.2000718021862013,0.1822158491407513,0.1607667087441261,0.0979398038504438,0.0979398038504438,0.0740886015126178,0.0740886015126178
272,13,32,46,42,5,9,38,16,44,47,0.897707050530094,0.7528707164658645,0.6968137780321078,0.6590046087930767,0.6412098799543537,0.5866975028193562,0.564978103725049,0.5330494735674656,0.527047208603925,0.4984622175667233
273,13,42,46,44,38,9,31,5,1,4,0.9424567829869184,0.8500520197924941,0.6559293237181544,0.4716719096321848,0.4621946828062821,0.4556261637403515,0.427356709889726,0.4159860002496241,0.3351443791799459,0.3059328039752558
274,13,9,42,38,46,5,44,16,32,4,0.8705624251159862,0.6470168921719771,0.5705148097492904,0.5254924574393853,0.5126089013067383,0.5094715238488177,0.4181454122387411,0.4056894321561889,0.384506843663259,0.3800214054878736
276,13,44,46,42,16,38,5,1,6,24,0.6997679411963049,0.2222658045378533,0.1822158491407513,0.1481772030252355,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0433390536157541,0.0
277,13,5,42,9,46,16,38,44,47,31,0.8184659613851276,0.4748628110060905,0.3873958643418773,0.3859611145046489,0.3800214054878736,0.2610557776673281,0.2348553102567439,0.2153674589788157,0.1822158491407513,0.1607667087441261
278,13,38,9,46,42,5,44,16,32,14,0.6695792149236768,0.2610557776673281,0.207993000124812,0.1607667087441261,0.1607667087441261,0.1481772030252355,0.0979398038504438,0.0740886015126178,0.0,0.0
279,13,9,46,38,16,5,42,44,1,4,0.7545831707364185,0.4056894321561889,0.3542442545038129,0.2656048581536075,0.2610557776673281,0.2513320537405661,0.2222658045378533,0.1720284053630616,0.1174276551283719,0.0979398038504438
280,13,42,46,9,38,44,5,47,4,16,0.8518227969747644,0.5434688129284184,0.4815644918215354,0.4445316090757068,0.4044816536786047,0.3542442545038129,0.346173459258783,0.2963544060504712,0.2820816016374298,0.2820816016374298
281,13,9,5,42,46,16,44,47,32,17,0.6986890411839973,0.3561702031500476,0.2000718021862013,0.2000718021862013,0.1607667087441261,0.1174276551283719,0.0433390536157541,0.0433390536157541,0.0433390536157541,0.0
282,13,9,46,16,42,4,28,44,5,38,0.7184991334596513,0.3721002075492629,0.2513320537405661,0.2153674589788157,0.2000718021862013,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1481772030252355,0.1339043986121942
283,13,46,38,5,9,42,44,32,16,47,0.8552787010342955,0.5278161849996607,0.527047208603925,0.516511912296518,0.4677126696698596,0.4080648023110133,0.4007742094934727,0.3599210181038771,0.3522829653851158,0.3418973987370062
284,13,9,16,46,42,5,44,31,4,14,0.7543993576937178,0.2858324165912593,0.2563044506533691,0.2513320537405661,0.2153674589788157,0.2000718021862013,0.1720284053630616,0.1720284053630616,0.1339043986121942,0.0979398038504438
285,13,42,46,9,38,44,5,1,4,47,0.8223838638602307,0.5281986085131093,0.5048235194702494,0.4839009183550928,0.4394000352787006,0.3617481952125225,0.3396934596662253,0.3228449340406581,0.2894560604914336,0.2858324165912593
286,13,46,9,16,42,44,38,47,5,29,0.7147667029671655,0.2348553102567439,0.1915162566409897,0.1481772030252355,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0433390536157541,0.0433390536157541,0.0433390536157541
287,13,9,46,16,4,5,42,38,47,31,0.7035346191086322,0.3089439117693617,0.2348553102567439,0.207993000124812,0.1607667087441261,0.1481772030252355,0.1481772030252355,0.1339043986121942,0.0979398038504438,0.0740886015126178
288,13,9,4,46,47,38,16,5,42,29,0.8422160882941558,0.5641632032748597,0.5538666351814245,0.5304648543521883,0.530090467776823,0.4815644918215354,0.4283328560164307,0.3942942099009149,0.3653114337660827,0.3653114337660827
289,13,9,4,38,46,16,5,44,40,31,0.7129521633416773,0.3396934596662253,0.2699682092135054,0.2513320537405661,0.2348553102567439,0.1915162566409897,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0979398038504438
290,13,46,42,44,9,38,5,17,47,32,0.9072558747555356,0.666588445300689,0.6661692790458998,0.6494998669580256,0.5483208073976383,0.5227160089228193,0.5206877268480034,0.4394000352787006,0.429300168120403,0.429300168120403
291,13,5,38,46,16,9,44,20,31,32,0.722911380207163,0.373732105781741,0.3440568107261232,0.2929608747429167,0.2894560604914336,0.2513320537405661,0.2287458041304111,0.1822158491407513,0.1607667087441261,0.1481772030252355
292,13,42,46,9,38,47,44,16,4,17,0.7859849955577226,0.633227457809016,0.5457605111448027,0.525883270518239,0.4137820611788431,0.384506843663259,0.325420655253184,0.3228449340406581,0.3202056083882972,0.3089439117693617
293,13,46,9,38,42,5,44,17,1,47,0.8160650474792848,0.5437992220261056,0.4821534038236311,0.4785702551912225,0.427356709889726,0.4159860002496241,0.3769230071556467,0.3418973987370062,0.3351443791799459,0.3279357656004687
294,13,28,46,5,9,44,16,29,4,38,0.6750312999994172,0.2963544060504712,0.2820816016374298,0.2699682092135054,0.2348553102567439,0.1481772030252355,0.1481772030252355,0.1481772030252355,0.1339043986121942,0.1339043986121942
295,13,46,9,42,44,5,38,1,47,16,0.7626289191721974,0.4889783125828109,0.3929496983619873,0.3687597088689381,0.3502850145414877,0.3351443791799459,0.2996435042691232,0.2699682092135054,0.2656048581536075,0.2610557776673281
296,13,9,46,42,1,38,5,16,29,44,0.8066471633686357,0.4742322058850204,0.463601114387155,0.4213048715597685,0.3561702031500476,0.3440568107261232,0.3279357656004687,0.2996435042691232,0.2929608747429167,0.2894560604914336
297,13,5,38,46,9,20,44,16,14,42,0.7729324396215541,0.3147230087980072,0.3089439117693617,0.2858324165912593,0.2656048581536075,0.207993000124812,0.2000718021862013,0.2000718021862013,0.1915162566409897,0.1720284053630616
298,13,46,9,42,45,16,5,17,32,38,0.7321912027756116,0.2820816016374298,0.1915162566409897,0.1915162566409897,0.1339043986121942,0.1174276551283719,0.1174276551283719,0.1174276551283719,0.0979398038504438,0.0740886015126178
299,13,46,9,38,42,44,5,1,6,47,0.7659412428118634,0.5281986085131093,0.4629002118232427,0.4494280647718242,0.4092329806925637,0.391588058827191,0.3815375622277338,0.3580620624137614,0.2996435042691232,0.2963544060504712
300,13,46,9,42,38,4,5,44,47,1,0.7921363250669945,0.2929608747429167,0.2406344072853893,0.2406344072853893,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1339043986121942,0.0979398038504438,0.0979398038504438
301,13,46,38,42,9,14,16,5,31,4,0.6970499930630261,0.2461170068756794,0.2406344072853893,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0
302,13,46,42,9,14,44,5,38,1,17,0.7343211714226869,0.4428483103815558,0.4263715668977336,0.4044816536786047,0.3942942099009149,0.3279357656004687,0.3147230087980072,0.3089439117693617,0.3089439117693617,0.3089439117693617
303,13,9,46,44,5,16,31,42,1,10,0.70710149800906,0.3396934596662253,0.278194363872498,0.1720284053630616,0.1481772030252355,0.1339043986121942,0.1339043986121942,0.0979398038504438,0.0740886015126178,0.0740886015126178
304,13,9,42,46,16,5,44,1,4,38,0.8064777698973843,0.4943506622840186,0.419208975819716,0.4103885298712887,0.278194363872498,0.2699682092135054,0.2153674589788157,0.1915162566409897,0.1607667087441261,0.1607667087441261
305,13,9,38,42,47,4,5,44,16,46,0.7780664303426182,0.4428483103815558,0.414889711070193,0.3599210181038771,0.3440568107261232,0.2894560604914336,0.2563044506533691,0.1822158491407513,0.1607667087441261,0.1174276551283719
306,13,42,9,46,10,38,17,16,5,1,0.759868158554554,0.4302588046626653,0.4137820611788431,0.2699682092135054,0.2222658045378533,0.207993000124812,0.207993000124812,0.1607667087441261,0.1607667087441261,0.1339043986121942
307,13,46,42,9,38,44,5,47,16,17,0.7922977618262567,0.5004601684103516,0.4571211147945973,0.4525720343083179,0.3995092567658017,0.3769230071556467,0.3687597088689381,0.325420655253184,0.3118725129920311,0.2963544060504712
308,13,38,42,46,44,5,9,1,16,35,0.7848841193133494,0.3942942099009149,0.337443118485756,0.2963544060504712,0.1607667087441261,0.1607667087441261,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0433390536157541
309,13,46,9,42,5,38,44,16,47,29,0.7182414184270536,0.3440568107261232,0.278194363872498,0.2656048581536075,0.2000718021862013,0.1720284053630616,0.1481772030252355,0.1174276551283719,0.0979398038504438,0.0979398038504438
310,13,42,9,46,4,47,38,44,16,5,0.7963496443759377,0.5914488298333151,0.5492653253962859,0.4927671183875783,0.4556261637403515,0.4367388042552232,0.3704430075630889,0.2963544060504712,0.2699682092135054,0.2348553102567439
311,13,46,9,38,42,5,44,47,4,1,0.8316599206921811,0.538038451145467,0.4470078725179705,0.414889711070193,0.3942942099009149,0.391588058827191,0.3580620624137614,0.3279357656004687,0.3118725129920311,0.2741604036988191
312,13,4,46,9,42,29,16,40,47,20,0.7540769222818223,0.2963544060504712,0.2963544060504712,0.2741604036988191,0.2222658045378533,0.1915162566409897,0.1822158491407513,0.1720284053630616,0.1481772030252355,0.1481772030252355
313,13,46,5,9,42,16,38,44,1,32,0.8201449189591143,0.4376332635166691,0.3440568107261232,0.3118725129920311,0.2963544060504712,0.2610557776673281,0.2406344072853893,0.2406344072853893,0.2000718021862013,0.2000718021862013
314,13,42,9,46,38,16,5,14,44,1,0.8041354112883539,0.3753394632592063,0.3174994573145732,0.2563044506533691,0.2153674589788157,0.1339043986121942,0.1174276551283719,0.1174276551283719,0.0979398038504438,0.0740886015126178
316,13,46,5,38,9,16,14,31,44,42,0.7909013718937775,0.3202056083882972,0.302834405643029,0.2699682092135054,0.2222658045378533,0.207993000124812,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1481772030252355
317,13,9,42,46,32,38,44,16,5,26,0.6801266264921745,0.5362832843188999,0.207993000124812,0.0433390536157541,0.0433390536157541,0.0,0.0,0.0,0.0,0.0
318,13,42,9,46,5,38,44,47,31,32,0.7242612946338433,0.3228449340406581,0.2348553102567439,0.1720284053630616,0.0979398038504438,0.0433390536157541,0.0433390536157541,0.0,0.0,0.0
319,13,9,42,46,38,16,5,1,44,17,0.7290894741554005,0.3635446620040513,0.3542442545038129,0.3118725129920311,0.2741604036988191,0.2513320537405661,0.2287458041304111,0.2222658045378533,0.1915162566409897,0.1915162566409897
320,13,46,42,44,10,9,5,4,16,47,0.6817724850535418,0.4593250538653782,0.4478207072943588,0.278194363872498,0.2699682092135054,0.2610557776673281,0.2513320537405661,0.1915162566409897,0.1720284053630616,0.1607667087441261
321,13,46,9,5,16,38,44,1,42,14,0.7699920215389414,0.3873958643418773,0.325420655253184,0.2929608747429167,0.2222658045378533,0.2000718021862013,0.2000718021862013,0.1720284053630616,0.1607667087441261,0.1481772030252355
322,13,38,46,9,5,44,4,16,1,42,0.8195215224761228,0.5627910758572127,0.533413655377996,0.4850502547837803,0.4767326066392195,0.4330841830303897,0.4170711593974952,0.3327951141071876,0.3202056083882972,0.2894560604914336
323,13,46,9,42,5,44,38,16,1,32,0.760868534904047,0.4716719096321848,0.3118725129920311,0.3059328039752558,0.2963544060504712,0.278194363872498,0.2513320537405661,0.2406344072853893,0.207993000124812,0.207993000124812
324,13,42,46,38,5,9,16,31,32,6,0.7848149366196795,0.3174994573145732,0.2858324165912593,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1339043986121942,0.1174276551283719,0.1174276551283719,0.1174276551283719
325,13,9,46,38,42,1,5,4,16,44,0.7734339869608001,0.48618736399731,0.4068837156198054,0.3561702031500476,0.3482490052114369,0.3482490052114369,0.325420655253184,0.2820816016374298,0.2741604036988191,0.2610557776673281
326,13,46,9,5,38,42,16,44,4,14,0.8432426003090588,0.3351443791799459,0.325420655253184,0.3089439117693617,0.2996435042691232,0.2406344072853893,0.2348553102567439,0.207993000124812,0.1822158491407513,0.1720284053630616
327,13,46,38,5,42,9,44,14,1,16,0.925680070738369,0.3830325132819795,0.3580620624137614,0.3396934596662253,0.2820816016374298,0.2656048581536075,0.2513320537405661,0.2153674589788157,0.2000718021862013,0.1607667087441261
328,13,46,9,42,5,44,38,47,16,32,0.8666924230614826,0.4607694982523379,0.414889711070193,0.3929496983619873,0.3670494762555346,0.3228449340406581,0.2741604036988191,0.2563044506533691,0.2287458041304111,0.2287458041304111
329,13,46,5,44,16,42,20,9,17,14,0.6888804524191221,0.2222658045378533,0.1915162566409897,0.1481772030252355,0.1481772030252355,0.1481772030252355,0.1481772030252355,0.1174276551283719,0.0740886015126178,0.0740886015126178
330,13,42,46,5,44,1,10,9,45,7,0.7054420607410576,0.1822158491407513,0.1607667087441261,0.1174276551283719,0.0979398038504438,0.0740886015126178,0.0740886015126178,0.0433390536157541,0.0,0.0
331,13,42,9,38,4,46,44,47,16,5,0.814425201056887,0.4321506639263792,0.419208975819716,0.3687597088689381,0.3599210181038771,0.3440568107261232,0.2563044506533691,0.2287458041304111,0.2222658045378533,0.2222658045378533
332,13,46,9,42,44,38,28,47,5,1,0.6874273445650618,0.429300168120403,0.4202620607714008,0.3147230087980072,0.278194363872498,0.2741604036988191,0.2348553102567439,0.207993000124812,0.2000718021862013,0.2000718021862013
333,13,46,42,9,5,16,44,38,14,31,0.703089563956316,0.2563044506533691,0.2222658045378533,0.207993000124812,0.207993000124812,0.1822158491407513,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.0433390536157541
334,13,46,9,42,38,5,1,44,16,31,0.857387628553179,0.429300168120403,0.3815375622277338,0.3440568107261232,0.3147230087980072,0.2894560604914336,0.2820816016374298,0.2741604036988191,0.2461170068756794,0.1915162566409897
335,13,9,46,16,5,42,1,44,31,38,0.7807956149813464,0.39562201900087,0.3561702031500476,0.3147230087980072,0.2741604036988191,0.2513320537405661,0.2222658045378533,0.207993000124812,0.1822158491407513,0.1607667087441261
336,13,46,42,5,9,44,47,28,31,38,0.8470790322331558,0.4642974507781811,0.4419966145765671,0.391588058827191,0.3859611145046489,0.3147230087980072,0.3059328039752558,0.2963544060504712,0.2656048581536075,0.2610557776673281
337,13,42,9,46,38,17,44,5,1,4,0.7459319286765075,0.3704430075630889,0.2858324165912593,0.2563044506533691,0.1720284053630616,0.1720284053630616,0.1481772030252355,0.1339043986121942,0.1339043986121942,0.1174276551283719
338,13,38,46,5,9,44,47,17,16,31,0.6346469641696086,0.5206877268480034,0.4411380777681523,0.3147230087980072,0.2996435042691232,0.2287458041304111,0.2287458041304111,0.2000718021862013,0.1720284053630616,0.1720284053630616
339,13,42,9,46,1,38,5,17,44,47,0.7486841204681336,0.4878706626914609,0.4159860002496241,0.4032600717196313,0.3202056083882972,0.278194363872498,0.2461170068756794,0.2287458041304111,0.2153674589788157,0.1481772030252355
340,13,46,9,42,44,5,16,38,31,1,0.7432602382189369,0.4600497160172667,0.4478207072943588,0.3670494762555346,0.3089439117693617,0.3089439117693617,0.2996435042691232,0.2963544060504712,0.2348553102567439,0.2348553102567439
341,13,46,9,38,42,4,44,5,47,16,0.7849532572575381,0.463601114387155,0.4202620607714008,0.3995092567658017,0.3670494762555346,0.302834405643029,0.2996435042691232,0.2963544060504712,0.2656048581536075,0.2406344072853893
342,13,46,42,9,5,44,16,1,38,31,0.7073160593216337,0.2461170068756794,0.2406344072853893,0.1915162566409897,0.1607667087441261,0.1339043986121942,0.1174276551283719,0.1174276551283719,0.0979398038504438,0.0979398038504438
343,13,9,46,5,16,44,38,47,4,42,0.8595417758949309,0.3800214054878736,0.3561702031500476,0.2656048581536075,0.2513320537405661,0.2222658045378533,0.2153674589788157,0.2153674589788157,0.1915162566409897,0.1822158491407513
344,13,46,38,5,44,32,9,1,10,17,0.8289240001549618,0.5597089230236094,0.419208975819716,0.3982291545436701,0.3859611145046489,0.2963544060504712,0.2406344072853893,0.2287458041304111,0.2287458041304111,0.2222658045378533
345,13,46,42,5,9,38,44,1,47,32,0.8293582695220927,0.575288477082693,0.5278161849996607,0.4461888090618807,0.3982291545436701,0.3942942099009149,0.391588058827191,0.3670494762555346,0.2996435042691232,0.2741604036988191
