director_id,user_id,rating,normalized_rating
135,0,4.5,-1.0024768780904942
135,9,5.0,0.9566196476378747
135,12,5.0,0.9566196476378747
135,17,4.2,-2.177934793527515
135,32,4.8,0.17298103734652642
135,46,4.5,-1.0024768780904942
135,93,4.2,-2.177934793527515
135,99,4.6,-0.6106575729448218
135,100,5.0,0.9566196476378747
135,108,4.5,-1.0024768780904942
135,119,4.8,0.17298103734652642
135,174,4.6,-0.6106575729448218
135,178,4.7,-0.21883826779914597
135,211,4.5,-1.0024768780904942
135,214,4.2,-2.177934793527515
135,231,4.4,-1.3942961832361667
135,242,5.0,0.9566196476378747
135,254,5.0,0.9566196476378747
135,276,4.8,0.17298103734652642
135,294,4.7,-0.21883826779914597
135,316,4.5,-1.0024768780904942
135,337,4.7,-0.21883826779914597
135,338,4.2,-2.177934793527515
135,381,4.8,0.17298103734652642
135,388,4.9,0.5648003424922023
135,399,4.9,0.5648003424922023
135,422,4.5,-1.0024768780904942
135,430,5.0,0.9566196476378747
135,434,4.6,-0.6106575729448218
135,464,4.4,-1.3942961832361667
135,478,4.9,0.5648003424922023
135,504,5.0,0.9566196476378747
135,513,4.8,0.17298103734652642
135,518,4.8,0.17298103734652642
135,532,4.5,-1.0024768780904942
135,558,5.0,0.9566196476378747
135,569,4.4,-1.3942961832361667
135,589,4.6,-0.6106575729448218
135,602,4.7,-0.21883826779914597
135,616,4.3,-1.7861154883818424
135,628,4.8,0.17298103734652642
135,653,4.8,0.17298103734652642
135,675,4.8,0.17298103734652642
135,684,4.8,0.17298103734652642
135,686,4.5,-1.0024768780904942
135,718,4.5,-1.0024768780904942
135,740,4.0,-2.9615734038188632
135,776,5.0,0.9566196476378747
135,799,4.2,-2.177934793527515
135,815,4.5,-1.0024768780904942
135,831,4.1,-2.5697540986731906
1435,0,4.4,-1.3942961832361667
1435,24,4.6,-0.6106575729448218
1435,27,4.5,-1.0024768780904942
1435,32,5.0,0.9566196476378747
1435,55,4.7,-0.21883826779914597
1435,57,4.5,-1.0024768780904942
1435,100,5.0,0.9566196476378747
1435,137,4.5,-1.0024768780904942
1435,143,4.8,0.17298103734652642
1435,149,5.0,0.9566196476378747
1435,167,4.7,-0.21883826779914597
1435,172,4.7,-0.21883826779914597
1435,188,4.8,0.17298103734652642
1435,192,4.2,-2.177934793527515
1435,193,4.5,-1.0024768780904942
1435,199,5.0,0.9566196476378747
1435,232,4.8,0.17298103734652642
1435,237,4.4,-1.3942961832361667
1435,277,5.0,0.9566196476378747
1435,337,4.8,0.17298103734652642
1435,343,4.8,0.17298103734652642
1435,352,4.4,-1.3942961832361667
1435,357,4.5,-1.0024768780904942
1435,370,4.5,-1.0024768780904942
1435,372,4.7,-0.21883826779914597
1435,378,4.8,0.17298103734652642
1435,400,3.8,-3.7452120141102117
1435,408,4.8,0.17298103734652642
1435,422,4.6,-0.6106575729448218
1435,424,5.0,0.9566196476378747
1435,428,4.7,-0.21883826779914597
1435,430,5.0,0.9566196476378747
1435,464,4.5,-1.0024768780904942
1435,465,5.0,0.9566196476378747
1435,479,5.0,0.9566196476378747
1435,494,4.7,-0.21883826779914597
1435,501,4.8,0.17298103734652642
1435,532,4.6,-0.6106575729448218
1435,557,4.3,-1.7861154883818424
1435,567,5.0,0.9566196476378747
1435,589,4.5,-1.0024768780904942
1435,599,4.3,-1.7861154883818424
1435,601,4.7,-0.21883826779914597
1435,631,5.0,0.9566196476378747
1435,636,4.7,-0.21883826779914597
1435,660,5.0,0.9566196476378747
1435,664,5.0,0.9566196476378747
1435,706,4.8,0.17298103734652642
1435,723,4.3,-1.7861154883818424
1435,737,4.8,0.17298103734652642
1435,769,4.5,-1.0024768780904942
1435,790,4.9,0.5648003424922023
1435,794,5.0,0.9566196476378747
1435,797,4.7,-0.21883826779914597
1435,803,5.0,0.9566196476378747
1435,830,4.8,0.17298103734652642
1435,841,4.7,-0.21883826779914597
1435,844,4.4,-1.3942961832361667
1435,854,4.5,-1.0024768780904942
1435,856,4.5,-1.0024768780904942
811,0,4.4,-1.3942961832361667
811,25,4.9,0.5648003424922023
811,40,4.8,0.17298103734652642
811,52,5.0,0.9566196476378747
811,53,4.5,-1.0024768780904942
811,55,4.6,-0.6106575729448218
811,59,4.5,-1.0024768780904942
811,62,4.8,0.17298103734652642
811,74,4.0,-2.9615734038188632
811,95,5.0,0.9566196476378747
811,105,5.0,0.9566196476378747
811,129,5.0,0.9566196476378747
811,133,4.8,0.17298103734652642
811,185,4.5,-1.0024768780904942
811,197,5.0,0.9566196476378747
811,200,4.8,0.17298103734652642
811,211,4.9,0.5648003424922023
811,212,4.8,0.17298103734652642
811,231,4.6,-0.6106575729448218
811,233,5.0,0.9566196476378747
811,247,4.3,-1.7861154883818424
811,250,5.0,0.9566196476378747
811,254,5.0,0.9566196476378747
811,265,4.0,-2.9615734038188632
811,270,4.8,0.17298103734652642
811,279,4.5,-1.0024768780904942
811,296,4.2,-2.177934793527515
811,297,4.2,-2.177934793527515
811,298,4.8,0.17298103734652642
811,306,4.9,0.5648003424922023
811,319,4.8,0.17298103734652642
811,338,4.2,-2.177934793527515
811,401,4.5,-1.0024768780904942
811,422,4.5,-1.0024768780904942
811,429,4.8,0.17298103734652642
811,440,4.8,0.17298103734652642
811,446,4.5,-1.0024768780904942
811,456,4.3,-1.7861154883818424
811,503,4.8,0.17298103734652642
811,512,4.5,-1.0024768780904942
811,521,5.0,0.9566196476378747
811,540,4.2,-2.177934793527515
811,565,4.6,-0.6106575729448218
811,568,5.0,0.9566196476378747
811,589,4.8,0.17298103734652642
811,614,5.0,0.9566196476378747
811,644,4.4,-1.3942961832361667
811,653,4.8,0.17298103734652642
811,654,4.5,-1.0024768780904942
811,674,4.6,-0.6106575729448218
811,683,4.6,-0.6106575729448218
811,697,4.8,0.17298103734652642
811,711,4.5,-1.0024768780904942
811,723,4.2,-2.177934793527515
811,746,4.5,-1.0024768780904942
811,747,4.8,0.17298103734652642
811,755,4.5,-1.0024768780904942
811,775,4.8,0.17298103734652642
811,776,5.0,0.9566196476378747
811,805,4.4,-1.3942961832361667
811,809,5.0,0.9566196476378747
811,815,5.0,0.9566196476378747
811,840,5.0,0.9566196476378747
811,858,5.0,0.9566196476378747
811,861,4.6,-0.6106575729448218
811,862,5.0,0.9566196476378747
811,866,5.0,0.9566196476378747
1714,0,4.3,-1.7861154883818424
1714,3,5.0,0.9566196476378747
1714,17,4.2,-2.177934793527515
1714,20,4.8,0.17298103734652642
1714,25,4.8,0.17298103734652642
1714,36,4.5,-1.0024768780904942
1714,59,4.7,-0.21883826779914597
1714,64,4.8,0.17298103734652642
1714,66,5.0,0.9566196476378747
1714,86,4.5,-1.0024768780904942
1714,95,5.0,0.9566196476378747
1714,139,4.7,-0.21883826779914597
1714,156,4.8,0.17298103734652642
1714,173,4.7,-0.21883826779914597
1714,175,4.8,0.17298103734652642
1714,198,5.0,0.9566196476378747
1714,199,5.0,0.9566196476378747
1714,223,4.5,-1.0024768780904942
1714,224,5.0,0.9566196476378747
1714,227,5.0,0.9566196476378747
1714,273,5.0,0.9566196476378747
1714,276,4.8,0.17298103734652642
1714,282,4.8,0.17298103734652642
1714,290,4.7,-0.21883826779914597
1714,296,4.3,-1.7861154883818424
1714,309,4.8,0.17298103734652642
1714,317,5.0,0.9566196476378747
1714,319,4.7,-0.21883826779914597
1714,321,4.8,0.17298103734652642
1714,324,5.0,0.9566196476378747
1714,337,4.5,-1.0024768780904942
1714,343,4.8,0.17298103734652642
1714,346,4.7,-0.21883826779914597
1714,349,5.0,0.9566196476378747
1714,362,4.8,0.17298103734652642
1714,382,4.5,-1.0024768780904942
1714,397,4.5,-1.0024768780904942
1714,413,4.5,-1.0024768780904942
1714,417,5.0,0.9566196476378747
1714,425,4.3,-1.7861154883818424
1714,430,5.0,0.9566196476378747
1714,445,4.7,-0.21883826779914597
1714,447,4.8,0.17298103734652642
1714,456,4.5,-1.0024768780904942
1714,459,4.7,-0.21883826779914597
1714,470,4.0,-2.9615734038188632
1714,479,5.0,0.9566196476378747
1714,486,5.0,0.9566196476378747
1714,504,5.0,0.9566196476378747
1714,517,4.5,-1.0024768780904942
1714,522,4.8,0.17298103734652642
1714,527,5.0,0.9566196476378747
1714,528,4.5,-1.0024768780904942
1714,531,5.0,0.9566196476378747
1714,539,5.0,0.9566196476378747
1714,542,4.5,-1.0024768780904942
1714,554,4.5,-1.0024768780904942
1714,561,4.3,-1.7861154883818424
1714,565,4.5,-1.0024768780904942
1714,573,4.8,0.17298103734652642
1714,578,4.7,-0.21883826779914597
1714,584,5.0,0.9566196476378747
1714,589,4.5,-1.0024768780904942
1714,600,5.0,0.9566196476378747
1714,602,4.7,-0.21883826779914597
1714,603,5.0,0.9566196476378747
1714,626,4.8,0.17298103734652642
1714,628,5.0,0.9566196476378747
1714,629,5.0,0.9566196476378747
1714,659,5.0,0.9566196476378747
1714,660,5.0,0.9566196476378747
1714,666,4.7,-0.21883826779914597
1714,668,5.0,0.9566196476378747
1714,677,5.0,0.9566196476378747
1714,697,4.8,0.17298103734652642
1714,699,4.0,-2.9615734038188632
1714,708,4.5,-1.0024768780904942
1714,718,4.5,-1.0024768780904942
1714,720,4.5,-1.0024768780904942
1714,721,5.0,0.9566196476378747
1714,724,4.8,0.17298103734652642
1714,728,4.2,-2.177934793527515
1714,731,5.0,0.9566196476378747
1714,744,5.0,0.9566196476378747
1714,753,4.7,-0.21883826779914597
1714,758,4.8,0.17298103734652642
1714,776,5.0,0.9566196476378747
1714,782,4.7,-0.21883826779914597
1714,785,4.5,-1.0024768780904942
1714,796,4.8,0.17298103734652642
1714,809,5.0,0.9566196476378747
1714,827,4.5,-1.0024768780904942
1714,832,5.0,0.9566196476378747
1714,841,4.8,0.17298103734652642
1714,842,4.8,0.17298103734652642
1714,847,5.0,0.9566196476378747
1714,852,5.0,0.9566196476378747
1714,862,4.7,-0.21883826779914597
1714,868,4.7,-0.21883826779914597
617,0,4.3,-1.7861154883818424
617,13,4.8,0.17298103734652642
617,44,4.7,-0.21883826779914597
617,79,4.7,-0.21883826779914597
617,93,4.2,-2.177934793527515
617,108,4.5,-1.0024768780904942
617,143,4.8,0.17298103734652642
