director_id,user_id,watch_count,normalized_watch_count
289,166,26,0.36310443935328535
289,169,12,0.20573450120317954
289,170,32,0.4063115465541995
289,171,25,0.3549784377305916
289,172,19,0.2984878730548242
289,174,17,0.27580233302474083
289,175,15,0.250442056895064
289,176,25,0.3549784377305916
289,177,25,0.3549784377305916
289,178,14,0.23654604285595665
289,179,16,0.2634953556231368
289,180,17,0.27580233302474083
289,181,35,0.4250462695521529
289,182,19,0.2984878730548242
289,183,24,0.34653368921458433
289,185,35,0.4250462695521529
289,187,13,0.22169094711031073
289,189,24,0.34653368921458433
289,190,29,0.38578997938336873
289,191,19,0.2984878730548242
289,192,35,0.4250462695521529
289,193,33,0.4127392921505489
289,194,15,0.250442056895064
289,196,31,0.39968599342247607
289,198,32,0.4063115465541995
289,199,16,0.2634953556231368
289,200,14,0.23654604285595665
289,201,24,0.34653368921458433
289,202,27,0.3709348836377228
289,203,10,0.1697655036982429
289,204,21,0.3190094402256551
289,206,28,0.3784905180736093
289,207,19,0.2984878730548242
289,208,25,0.3549784377305916
289,210,13,0.22169094711031073
289,212,12,0.20573450120317954
289,213,14,0.23654604285595665
289,214,11,0.18850022669619643
289,215,18,0.2874437349748375
289,216,35,0.4250462695521529
289,217,17,0.27580233302474083
289,218,22,0.3285805042330045
289,219,32,0.4063115465541995
289,220,24,0.34653368921458433
289,221,27,0.3709348836377228
289,222,24,0.34653368921458433
289,224,9,0.1492439365274122
289,225,26,0.36310443935328535
289,228,15,0.250442056895064
289,229,33,0.4127392921505489
289,230,6,0.0724470105828986
289,231,21,0.3190094402256551
289,232,22,0.3285805042330045
289,233,32,0.4063115465541995
289,234,34,0.4189806997974829
289,235,14,0.23654604285595665
289,237,30,0.39285007047713366
289,238,10,0.1697655036982429
289,240,25,0.3549784377305916
289,241,37,0.4366876715022497
289,242,19,0.2984878730548242
289,243,10,0.1697655036982429
289,244,19,0.2984878730548242
289,245,21,0.3190094402256551
289,246,13,0.22169094711031073
289,247,11,0.18850022669619643
289,248,22,0.3285805042330045
289,249,8,0.12655839649732886
289,251,10,0.1697655036982429
289,252,35,0.4250462695521529
289,253,13,0.22169094711031073
289,254,13,0.22169094711031073
289,256,11,0.18850022669619643
289,257,20,0.30899305343885525
289,258,27,0.3709348836377228
289,259,18,0.2874437349748375
289,262,20,0.30899305343885525
289,264,12,0.20573450120317954
289,265,21,0.3190094402256551
289,267,12,0.20573450120317954
289,268,11,0.18850022669619643
289,269,18,0.2874437349748375
289,270,14,0.23654604285595665
289,271,8,0.12655839649732886
289,272,39,0.4477318095822363
289,274,22,0.3285805042330045
289,276,11,0.18850022669619643
289,277,25,0.3549784377305916
289,279,14,0.23654604285595665
289,280,24,0.34653368921458433
289,282,17,0.27580233302474083
289,283,34,0.4189806997974829
289,284,32,0.4063115465541995
289,285,28,0.3784905180736093
289,286,16,0.2634953556231368
289,287,19,0.2984878730548242
289,289,12,0.20573450120317954
289,291,14,0.23654604285595665
289,292,34,0.4189806997974829
289,293,29,0.38578997938336873
289,294,10,0.1697655036982429
289,295,16,0.2634953556231368
289,296,35,0.4250462695521529
289,297,12,0.20573450120317954
289,298,10,0.1697655036982429
289,299,30,0.39285007047713366
289,300,24,0.34653368921458433
289,301,15,0.250442056895064
289,302,16,0.2634953556231368
289,303,9,0.1492439365274122
289,304,21,0.3190094402256551
289,306,19,0.2984878730548242
289,307,25,0.3549784377305916
289,309,12,0.20573450120317954
289,310,35,0.4250462695521529
289,311,29,0.38578997938336873
289,312,11,0.18850022669619643
289,313,26,0.36310443935328535
289,314,29,0.38578997938336873
289,316,28,0.3784905180736093
289,317,10,0.1697655036982429
289,318,14,0.23654604285595665
289,319,14,0.23654604285595665
289,320,14,0.23654604285595665
289,321,24,0.34653368921458433
289,323,20,0.30899305343885525
289,324,27,0.3709348836377228
289,325,23,0.3377441632236085
289,326,35,0.4250462695521529
289,327,37,0.4366876715022497
289,328,32,0.4063115465541995
289,329,12,0.20573450120317954
289,330,11,0.18850022669619643
289,331,20,0.30899305343885525
289,332,11,0.18850022669619643
289,333,7,0.10119812036765191
289,334,36,0.43094563822785587
289,335,24,0.34653368921458433
289,336,30,0.39285007047713366
289,337,17,0.27580233302474083
289,338,4,0.0
289,339,25,0.3549784377305916
289,340,24,0.34653368921458433
289,341,22,0.3285805042330045
289,342,14,0.23654604285595665
289,343,34,0.4189806997974829
289,344,17,0.27580233302474083
289,346,19,0.2984878730548242
289,348,13,0.22169094711031073
289,350,15,0.250442056895064
289,351,27,0.3709348836377228
289,354,14,0.23654604285595665
289,355,16,0.2634953556231368
289,356,10,0.1697655036982429
289,357,24,0.34653368921458433
289,358,35,0.4250462695521529
289,360,11,0.18850022669619643
289,361,19,0.2984878730548242
289,362,20,0.30899305343885525
289,364,21,0.3190094402256551
289,366,21,0.3190094402256551
289,367,23,0.3377441632236085
289,368,22,0.3285805042330045
289,370,19,0.2984878730548242
289,371,28,0.3784905180736093
289,372,27,0.3709348836377228
289,373,21,0.3190094402256551
289,374,25,0.3549784377305916
289,375,23,0.3377441632236085
289,377,22,0.3285805042330045
289,378,21,0.3190094402256551
289,379,27,0.3709348836377228
289,381,11,0.18850022669619643
289,382,10,0.1697655036982429
289,384,29,0.38578997938336873
289,386,12,0.20573450120317954
289,388,24,0.34653368921458433
289,389,23,0.3377441632236085
289,390,21,0.3190094402256551
289,391,24,0.34653368921458433
289,392,10,0.1697655036982429
289,393,24,0.34653368921458433
289,394,13,0.22169094711031073
289,395,24,0.34653368921458433
289,398,39,0.4477318095822363
289,399,26,0.36310443935328535
289,400,22,0.3285805042330045
289,401,13,0.22169094711031073
289,403,21,0.3190094402256551
289,406,16,0.2634953556231368
289,407,30,0.39285007047713366
289,409,24,0.34653368921458433
289,412,21,0.3190094402256551
289,413,7,0.10119812036765191
289,415,16,0.2634953556231368
289,416,13,0.22169094711031073
289,417,14,0.23654604285595665
289,419,13,0.22169094711031073
289,420,36,0.43094563822785587
289,421,13,0.22169094711031073
289,422,32,0.4063115465541995
289,424,11,0.18850022669619643
289,425,13,0.22169094711031073
289,426,20,0.30899305343885525
289,427,29,0.38578997938336873
289,429,6,0.0724470105828986
289,430,16,0.2634953556231368
289,431,12,0.20573450120317954
289,432,36,0.43094563822785587
289,433,21,0.3190094402256551
289,435,19,0.2984878730548242
289,436,27,0.3709348836377228
289,437,12,0.20573450120317954
289,439,19,0.2984878730548242
289,440,35,0.4250462695521529
289,441,18,0.2874437349748375
289,443,31,0.39968599342247607
289,444,13,0.22169094711031073
289,445,26,0.36310443935328535
289,446,19,0.2984878730548242
289,447,27,0.3709348836377228
289,449,20,0.30899305343885525
289,450,23,0.3377441632236085
289,451,25,0.3549784377305916
289,452,33,0.4127392921505489
289,453,30,0.39285007047713366
289,454,19,0.2984878730548242
289,455,22,0.3285805042330045
289,456,16,0.2634953556231368
289,457,16,0.2634953556231368
289,459,21,0.3190094402256551
289,461,13,0.22169094711031073
289,462,13,0.22169094711031073
289,463,29,0.38578997938336873
289,464,20,0.30899305343885525
289,465,29,0.38578997938336873
289,466,32,0.4063115465541995
289,467,28,0.3784905180736093
289,470,11,0.18850022669619643
289,471,18,0.2874437349748375
289,472,13,0.22169094711031073
289,475,24,0.34653368921458433
289,476,18,0.2874437349748375
289,477,10,0.1697655036982429
289,479,28,0.3784905180736093
289,480,40,0.45304846210494637
289,482,31,0.39968599342247607
289,483,21,0.3190094402256551
289,484,34,0.4189806997974829
289,486,35,0.4250462695521529
289,487,12,0.20573450120317954
289,488,9,0.1492439365274122
289,489,17,0.27580233302474083
289,491,19,0.2984878730548242
289,492,19,0.2984878730548242
289,494,25,0.3549784377305916
289,495,14,0.23654604285595665
289,496,19,0.2984878730548242
289,497,38,0.442280544059136
289,498,30,0.39285007047713366
289,499,11,0.18850022669619643
289,501,36,0.43094563822785587
289,502,19,0.2984878730548242
289,504,16,0.2634953556231368
289,505,24,0.34653368921458433
289,506,29,0.38578997938336873
289,507,22,0.3285805042330045
289,508,30,0.39285007047713366
289,509,10,0.1697655036982429
289,511,12,0.20573450120317954
289,512,19,0.2984878730548242
289,513,20,0.30899305343885525
289,514,30,0.39285007047713366
289,516,18,0.2874437349748375
289,517,18,0.2874437349748375
289,518,17,0.27580233302474083
289,519,23,0.3377441632236085
289,521,24,0.34653368921458433
289,522,15,0.250442056895064
289,523,7,0.10119812036765191
289,524,35,0.4250462695521529
289,525,27,0.3709348836377228
289,526,15,0.250442056895064
289,527,12,0.20573450120317954
289,528,18,0.2874437349748375
289,529,16,0.2634953556231368
289,530,22,0.3285805042330045
289,532,36,0.43094563822785587
289,533,28,0.3784905180736093
289,534,28,0.3784905180736093
289,537,21,0.3190094402256551
289,538,23,0.3377441632236085
289,539,11,0.18850022669619643
289,540,16,0.2634953556231368
289,542,17,0.27580233302474083
289,543,13,0.22169094711031073
289,544,11,0.18850022669619643
289,545,42,0.4633034234171089
289,546,19,0.2984878730548242
289,547,16,0.2634953556231368
289,548,16,0.2634953556231368
289,549,9,0.1492439365274122
289,550,10,0.1697655036982429
289,551,27,0.3709348836377228
289,552,13,0.22169094711031073
289,553,21,0.3190094402256551
289,554,20,0.30899305343885525
289,555,15,0.250442056895064
289,557,18,0.2874437349748375
289,558,10,0.1697655036982429
289,560,13,0.22169094711031073
289,561,36,0.43094563822785587
289,562,41,0.4582369899662673
289,563,24,0.34653368921458433
289,566,34,0.4189806997974829
289,567,14,0.23654604285595665
289,569,11,0.18850022669619643
289,570,33,0.4127392921505489
289,571,22,0.3285805042330045
289,572,25,0.3549784377305916
289,576,16,0.2634953556231368
289,577,23,0.3377441632236085
289,579,12,0.20573450120317954
289,580,31,0.39968599342247607
289,581,11,0.18850022669619643
289,584,16,0.2634953556231368
289,585,19,0.2984878730548242
289,586,16,0.2634953556231368
289,587,36,0.43094563822785587
289,588,10,0.1697655036982429
289,589,14,0.23654604285595665
289,590,35,0.4250462695521529
289,591,35,0.4250462695521529
289,592,15,0.250442056895064
289,593,36,0.43094563822785587
289,594,9,0.1492439365274122
289,595,33,0.4127392921505489
289,597,25,0.3549784377305916
289,599,24,0.34653368921458433
289,600,10,0.1697655036982429
289,602,26,0.36310443935328535
289,603,26,0.36310443935328535
289,604,17,0.27580233302474083
289,605,23,0.3377441632236085
289,606,36,0.43094563822785587
289,607,17,0.27580233302474083
289,610,16,0.2634953556231368
289,611,36,0.43094563822785587
289,612,16,0.2634953556231368
289,613,28,0.3784905180736093
289,614,31,0.39968599342247607
289,615,27,0.3709348836377228
289,616,10,0.1697655036982429
289,617,35,0.4250462695521529
289,618,12,0.20573450120317954
289,619,15,0.250442056895064
289,620,32,0.4063115465541995
289,621,21,0.3190094402256551
289,622,27,0.3709348836377228
289,623,25,0.3549784377305916
289,624,30,0.39285007047713366
289,626,19,0.2984878730548242
289,627,21,0.3190094402256551
289,628,13,0.22169094711031073
289,629,13,0.22169094711031073
289,630,31,0.39968599342247607
289,631,20,0.30899305343885525
289,633,28,0.3784905180736093
289,634,35,0.4250462695521529
289,636,28,0.3784905180736093
289,637,9,0.1492439365274122
289,638,10,0.1697655036982429
289,639,27,0.3709348836377228
289,640,36,0.43094563822785587
289,641,15,0.250442056895064
289,642,19,0.2984878730548242
289,643,10,0.1697655036982429
289,644,40,0.45304846210494637
289,645,26,0.36310443935328535
289,647,10,0.1697655036982429
289,648,15,0.250442056895064
289,648,15,0.250442056895064
289,650,13,0.22169094711031073
289,651,27,0.3709348836377228
289,652,13,0.22169094711031073
289,653,28,0.3784905180736093
289,654,22,0.3285805042330045
289,656,25,0.3549784377305916
289,660,23,0.3377441632236085
289,662,11,0.18850022669619643
289,663,25,0.3549784377305916
289,664,26,0.36310443935328535
289,665,32,0.4063115465541995
289,666,16,0.2634953556231368
289,667,26,0.36310443935328535
289,669,27,0.3709348836377228
289,672,12,0.20573450120317954
289,673,19,0.2984878730548242
289,674,22,0.3285805042330045
289,675,19,0.2984878730548242
289,676,23,0.3377441632236085
289,678,17,0.27580233302474083
289,679,35,0.4250462695521529
289,680,13,0.22169094711031073
289,682,12,0.20573450120317954
289,683,30,0.39285007047713366
289,684,28,0.3784905180736093
289,685,14,0.23654604285595665
289,686,24,0.34653368921458433
289,688,22,0.3285805042330045
289,690,27,0.3709348836377228
289,692,24,0.34653368921458433
289,693,33,0.4127392921505489
289,699,27,0.3709348836377228
289,701,21,0.3190094402256551
289,702,24,0.34653368921458433
289,703,14,0.23654604285595665
289,704,42,0.4633034234171089
289,705,35,0.4250462695521529
289,706,18,0.2874437349748375
289,708,14,0.23654604285595665
289,709,15,0.250442056895064
289,710,23,0.3377441632236085
289,711,14,0.23654604285595665
289,712,28,0.3784905180736093
289,713,20,0.30899305343885525
289,714,20,0.30899305343885525
289,719,18,0.2874437349748375
289,720,30,0.39285007047713366
289,721,16,0.2634953556231368
289,724,12,0.20573450120317954
289,725,27,0.3709348836377228
289,726,19,0.2984878730548242
289,728,26,0.36310443935328535
289,730,22,0.3285805042330045
289,731,18,0.2874437349748375
289,732,18,0.2874437349748375
289,733,16,0.2634953556231368
289,734,23,0.3377441632236085
289,735,20,0.30899305343885525
289,737,19,0.2984878730548242
289,739,29,0.38578997938336873
289,740,18,0.2874437349748375
289,741,14,0.23654604285595665
289,742,10,0.1697655036982429
289,743,31,0.39968599342247607
289,744,20,0.30899305343885525
289,746,30,0.39285007047713366
289,747,35,0.4250462695521529
289,748,27,0.3709348836377228
289,749,20,0.30899305343885525
289,750,22,0.3285805042330045
289,751,35,0.4250462695521529
289,752,35,0.4250462695521529
289,754,29,0.38578997938336873
289,755,15,0.250442056895064
289,756,24,0.34653368921458433
289,759,15,0.250442056895064
289,760,27,0.3709348836377228
289,761,21,0.3190094402256551
289,763,19,0.2984878730548242
289,765,20,0.30899305343885525
289,767,27,0.3709348836377228
289,769,19,0.2984878730548242
289,771,21,0.3190094402256551
289,772,27,0.3709348836377228
289,773,17,0.27580233302474083
289,774,24,0.34653368921458433
289,775,23,0.3377441632236085
289,777,40,0.45304846210494637
289,778,42,0.4633034234171089
289,780,12,0.20573450120317954
289,781,8,0.12655839649732886
289,782,14,0.23654604285595665
289,783,14,0.23654604285595665
289,784,13,0.22169094711031073
289,785,23,0.3377441632236085
289,787,31,0.39968599342247607
289,788,19,0.2984878730548242
289,789,32,0.4063115465541995
289,790,15,0.250442056895064
289,792,11,0.18850022669619643
289,796,8,0.12655839649732886
289,799,25,0.3549784377305916
289,802,36,0.43094563822785587
289,803,19,0.2984878730548242
289,805,12,0.20573450120317954
289,806,20,0.30899305343885525
289,807,13,0.22169094711031073
289,808,14,0.23654604285595665
289,810,27,0.3709348836377228
289,811,25,0.3549784377305916
289,812,28,0.3784905180736093
289,813,26,0.36310443935328535
289,815,30,0.39285007047713366
289,817,30,0.39285007047713366
289,818,21,0.3190094402256551
289,821,14,0.23654604285595665
289,822,40,0.45304846210494637
289,824,26,0.36310443935328535
289,826,32,0.4063115465541995
289,827,13,0.22169094711031073
289,828,35,0.4250462695521529
289,829,18,0.2874437349748375
289,830,29,0.38578997938336873
289,831,28,0.3784905180736093
289,832,13,0.22169094711031073
289,834,18,0.2874437349748375
289,835,23,0.3377441632236085
289,836,24,0.34653368921458433
289,838,13,0.22169094711031073
289,839,24,0.34653368921458433
289,841,38,0.442280544059136
289,843,34,0.4189806997974829
289,846,34,0.4189806997974829
289,848,13,0.22169094711031073
289,851,11,0.18850022669619643
289,852,18,0.2874437349748375
289,854,31,0.39968599342247607
289,855,9,0.1492439365274122
289,856,30,0.39285007047713366
289,857,30,0.39285007047713366
289,858,28,0.3784905180736093
289,859,14,0.23654604285595665
289,860,34,0.4189806997974829
289,861,17,0.27580233302474083
289,862,17,0.27580233302474083
289,863,24,0.34653368921458433
289,864,12,0.20573450120317954
289,865,32,0.4063115465541995
289,866,14,0.23654604285595665
289,867,7,0.10119812036765191
512,0,23,0.3377441632236085
512,3,14,0.23654604285595665
512,9,22,0.3285805042330045
512,15,23,0.3377441632236085
512,21,22,0.3285805042330045
512,24,27,0.3709348836377228
512,44,33,0.4127392921505489
512,51,15,0.250442056895064
512,58,13,0.22169094711031073
512,64,39,0.4477318095822363
512,67,13,0.22169094711031073
512,77,33,0.4127392921505489
512,80,28,0.3784905180736093
512,86,14,0.23654604285595665
512,92,12,0.20573450120317954
512,99,15,0.250442056895064
512,100,29,0.38578997938336873
512,103,17,0.27580233302474083
512,114,25,0.3549784377305916
512,116,34,0.4189806997974829
512,125,39,0.4477318095822363
512,129,24,0.34653368921458433
512,137,15,0.250442056895064
512,144,20,0.30899305343885525
512,147,26,0.36310443935328535
512,149,13,0.22169094711031073
512,153,39,0.4477318095822363
512,157,21,0.3190094402256551
512,167,26,0.36310443935328535
512,177,13,0.22169094711031073
512,179,8,0.12655839649732886
512,181,25,0.3549784377305916
512,185,36,0.43094563822785587
512,192,35,0.4250462695521529
512,196,33,0.4127392921505489
512,201,19,0.2984878730548242
512,202,19,0.2984878730548242
512,206,25,0.3549784377305916
512,208,11,0.18850022669619643
512,221,16,0.2634953556231368
512,229,34,0.4189806997974829
512,233,40,0.45304846210494637
512,234,32,0.4063115465541995
512,237,28,0.3784905180736093
512,248,12,0.20573450120317954
512,263,19,0.2984878730548242
512,265,21,0.3190094402256551
512,272,39,0.4477318095822363
512,283,23,0.3377441632236085
512,284,15,0.250442056895064
512,293,23,0.3377441632236085
512,296,18,0.2874437349748375
512,299,19,0.2984878730548242
512,300,25,0.3549784377305916
512,307,17,0.27580233302474083
512,310,40,0.45304846210494637
512,311,22,0.3285805042330045
512,313,13,0.22169094711031073
512,316,17,0.27580233302474083
512,326,27,0.3709348836377228
512,327,34,0.4189806997974829
512,330,8,0.12655839649732886
512,334,40,0.45304846210494637
512,336,23,0.3377441632236085
512,343,25,0.3549784377305916
512,350,13,0.22169094711031073
512,374,17,0.27580233302474083
512,384,20,0.30899305343885525
512,388,16,0.2634953556231368
512,398,40,0.45304846210494637
512,399,17,0.27580233302474083
512,400,18,0.2874437349748375
512,403,21,0.3190094402256551
512,407,17,0.27580233302474083
512,420,17,0.27580233302474083
512,427,24,0.34653368921458433
512,436,23,0.3377441632236085
512,453,22,0.3285805042330045
512,471,12,0.20573450120317954
512,483,13,0.22169094711031073
512,485,28,0.3784905180736093
512,486,28,0.3784905180736093
512,494,18,0.2874437349748375
512,497,40,0.45304846210494637
512,498,15,0.250442056895064
512,500,10,0.1697655036982429
512,508,37,0.4366876715022497
512,516,12,0.20573450120317954
512,524,20,0.30899305343885525
512,532,29,0.38578997938336873
512,538,20,0.30899305343885525
512,554,14,0.23654604285595665
512,561,27,0.3709348836377228
512,562,35,0.4250462695521529
512,566,30,0.39285007047713366
512,571,16,0.2634953556231368
512,591,31,0.39968599342247607
512,593,38,0.442280544059136
512,595,24,0.34653368921458433
512,613,19,0.2984878730548242
512,624,27,0.3709348836377228
512,634,20,0.30899305343885525
512,636,28,0.3784905180736093
512,640,25,0.3549784377305916
512,645,21,0.3190094402256551
512,651,23,0.3377441632236085
512,657,22,0.3285805042330045
512,659,28,0.3784905180736093
512,664,13,0.22169094711031073
512,679,24,0.34653368921458433
512,684,18,0.2874437349748375
512,699,13,0.22169094711031073
512,704,40,0.45304846210494637
512,705,23,0.3377441632236085
512,712,23,0.3377441632236085
512,720,36,0.43094563822785587
512,735,13,0.22169094711031073
512,738,14,0.23654604285595665
512,740,12,0.20573450120317954
512,746,23,0.3377441632236085
512,747,29,0.38578997938336873
512,749,42,0.4633034234171089
512,767,22,0.3285805042330045
512,768,37,0.4366876715022497
512,787,37,0.4366876715022497
512,826,22,0.3285805042330045
512,828,17,0.27580233302474083
512,830,26,0.36310443935328535
512,839,40,0.45304846210494637
512,846,22,0.3285805042330045
512,854,19,0.2984878730548242
512,856,31,0.39968599342247607
512,865,22,0.3285805042330045
556,0,22,0.3285805042330045
556,6,9,0.1492439365274122
556,8,24,0.34653368921458433
556,9,23,0.3377441632236085
556,13,17,0.27580233302474083
556,16,19,0.2984878730548242
556,21,18,0.2874437349748375
556,22,13,0.22169094711031073
556,24,22,0.3285805042330045
556,26,10,0.1697655036982429
556,34,11,0.18850022669619643
556,35,10,0.1697655036982429
556,40,12,0.20573450120317954
556,45,14,0.23654604285595665
556,46,15,0.250442056895064
556,51,16,0.2634953556231368
556,52,16,0.2634953556231368
556,55,12,0.20573450120317954
556,58,18,0.2874437349748375
556,62,14,0.23654604285595665
556,67,21,0.3190094402256551
556,68,12,0.20573450120317954
556,77,28,0.3784905180736093
556,80,26,0.36310443935328535
556,82,18,0.2874437349748375
556,84,12,0.20573450120317954
556,85,18,0.2874437349748375
556,89,11,0.18850022669619643
556,92,11,0.18850022669619643
556,93,13,0.22169094711031073
556,95,19,0.2984878730548242
556,99,15,0.250442056895064
556,100,22,0.3285805042330045
556,101,9,0.1492439365274122
556,105,18,0.2874437349748375
556,106,16,0.2634953556231368
556,110,16,0.2634953556231368
556,111,14,0.23654604285595665
556,112,7,0.10119812036765191
556,117,15,0.250442056895064
556,119,20,0.30899305343885525
556,120,11,0.18850022669619643
556,124,14,0.23654604285595665
556,125,25,0.3549784377305916
556,129,19,0.2984878730548242
556,136,16,0.2634953556231368
556,137,14,0.23654604285595665
556,139,12,0.20573450120317954
556,143,17,0.27580233302474083
556,144,19,0.2984878730548242
556,147,22,0.3285805042330045
556,150,16,0.2634953556231368
556,152,8,0.12655839649732886
556,155,13,0.22169094711031073
556,157,20,0.30899305343885525
556,169,9,0.1492439365274122
556,170,21,0.3190094402256551
556,174,11,0.18850022669619643
556,176,14,0.23654604285595665
556,178,12,0.20573450120317954
556,179,12,0.20573450120317954
556,180,9,0.1492439365274122
556,181,22,0.3285805042330045
556,182,11,0.18850022669619643
556,185,24,0.34653368921458433
556,190,18,0.2874437349748375
556,193,31,0.39968599342247607
556,194,11,0.18850022669619643
556,200,11,0.18850022669619643
556,202,19,0.2984878730548242
556,206,18,0.2874437349748375
556,207,17,0.27580233302474083
556,208,11,0.18850022669619643
556,211,9,0.1492439365274122
556,214,10,0.1697655036982429
556,215,14,0.23654604285595665
556,217,12,0.20573450120317954
556,220,16,0.2634953556231368
556,221,16,0.2634953556231368
556,227,11,0.18850022669619643
556,229,20,0.30899305343885525
556,231,14,0.23654604285595665
556,233,31,0.39968599342247607
556,234,29,0.38578997938336873
556,237,26,0.36310443935328535
556,241,20,0.30899305343885525
556,242,10,0.1697655036982429
556,243,9,0.1492439365274122
556,245,10,0.1697655036982429
556,253,13,0.22169094711031073
556,257,17,0.27580233302474083
556,258,18,0.2874437349748375
556,259,20,0.30899305343885525
556,262,15,0.250442056895064
556,265,18,0.2874437349748375
556,267,11,0.18850022669619643
556,268,9,0.1492439365274122
556,277,15,0.250442056895064
556,281,8,0.12655839649732886
556,282,13,0.22169094711031073
556,284,19,0.2984878730548242
556,287,16,0.2634953556231368
556,289,8,0.12655839649732886
556,293,20,0.30899305343885525
556,296,28,0.3784905180736093
556,301,14,0.23654604285595665
556,304,18,0.2874437349748375
556,307,18,0.2874437349748375
556,310,32,0.4063115465541995
