movie_id,actor_1_id,actor_2_id,actor_3_id,actor_4_id,actor_5_id
541,65.0,595.0,506.0,4731.0,3404.0
542,1184.0,811.0,3882.0,3586.0,3615.0
543,4328.0,4195.0,3928.0,3738.0,4576.0
544,4175.0,60.0,4471.0,4626.0,4108.0
545,4317.0,86.0,4628.0,4157.0,268.0
546,2949.0,131.0,3312.0,3913.0,4467.0
547,59.0,4469.0,3648.0,3699.0,2518.0
548,1477.0,3965.0,3178.0,2467.0,335.0
549,494.0,4155.0,4079.0,706.0,476.0
550,249.0,345.0,341.0,4450.0,825.0
551,776.0,3329.0,4677.0,4193.0,4359.0
552,4384.0,2297.0,4635.0,4137.0,4856.0
553,350.0,4439.0,4173.0,4457.0,4364.0
554,595.0,201.0,4843.0,71.0,543.0
555,438.0,3642.0,4693.0,77.0,3848.0
556,324.0,97.0,131.0,1087.0,515.0
557,97.0,2251.0,4591.0,3456.0,4247.0
558,4449.0,4303.0,2754.0,1434.0,4556.0
559,4331.0,2802.0,4030.0,4790.0,1.0
560,317.0,151.0,97.0,593.0,167.0
561,455.0,706.0,3765.0,634.0,417.0
562,65.0,285.0,4067.0,637.0,3718.0
563,661.0,441.0,853.0,4518.0,3521.0
564,564.0,790.0,3032.0,1151.0,3554.0
565,81.0,2598.0,3305.0,2191.0,4781.0
566,4729.0,3320.0,3300.0,3857.0,3698.0
567,4570.0,359.0,3891.0,3434.0,3998.0
568,2.0,267.0,3106.0,4805.0,2596.0
569,2517.0,29.0,469.0,4420.0,3830.0
570,4127.0,4178.0,4484.0,4751.0,3879.0
571,4741.0,3374.0,3733.0,3641.0,3969.0
572,4424.0,1400.0,461.0,4802.0,3607.0
573,2114.0,2928.0,4727.0,340.0,364.0
574,3677.0,280.0,699.0,14.0,2028.0
575,900.0,3877.0,3380.0,4128.0,4842.0
576,86.0,4771.0,3845.0,4141.0,1369.0
577,487.0,4187.0,3170.0,461.0,772.0
578,543.0,3747.0,2142.0,4180.0,3523.0
579,4578.0,174.0,3063.0,1636.0,4231.0
580,339.0,592.0,221.0,1994.0,2940.0
581,4810.0,222.0,341.0,4254.0,4500.0
582,152.0,494.0,2813.0,3347.0,428.0
583,2727.0,3243.0,2121.0,542.0,2386.0
584,3479.0,640.0,4846.0,4354.0,3986.0
585,734.0,4409.0,4476.0,3120.0,3632.0
586,285.0,3314.0,3875.0,4362.0,1014.0
587,4657.0,3990.0,1145.0,3552.0,180.0
588,1150.0,3658.0,3368.0,4609.0,4020.0
589,494.0,336.0,3709.0,3806.0,4728.0
590,305.0,4448.0,268.0,4494.0,3348.0
591,712.0,2887.0,4753.0,920.0,4463.0
592,552.0,4280.0,3943.0,4598.0,3747.0
593,450.0,4122.0,3237.0,3650.0,3169.0
594,3618.0,48.0,261.0,661.0,334.0
595,4334.0,4552.0,4191.0,3931.0,3284.0
596,2845.0,24.0,315.0,3066.0,1385.0
597,380.0,2523.0,171.0,92.0,4262.0
598,1538.0,493.0,4559.0,1643.0,4205.0
599,3568.0,1468.0,1818.0,1360.0,566.0
600,4139.0,4000.0,3618.0,604.0,341.0
601,86.0,759.0,604.0,258.0,1881.0
602,4063.0,4237.0,3381.0,4785.0,3625.0
603,8.0,4678.0,1624.0,762.0,3454.0
604,4326.0,4123.0,3843.0,4239.0,3935.0
605,687.0,201.0,93.0,86.0,2963.0
606,201.0,373.0,94.0,359.0,4865.0
607,531.0,5.0,4864.0,3329.0,4286.0
608,3836.0,2364.0,225.0,2432.0,964.0
609,261.0,4084.0,1807.0,286.0,2982.0
610,531.0,706.0,576.0,285.0,677.0
611,213.0,310.0,336.0,1632.0,2996.0
612,363.0,1631.0,81.0,3400.0,3213.0
613,4073.0,1763.0,1076.0,4849.0,3644.0
614,2963.0,1538.0,2714.0,2603.0,790.0
615,3568.0,1818.0,1468.0,300.0,292.0
616,3641.0,4077.0,4256.0,31.0,281.0
617,384.0,3759.0,19.0,4827.0,3285.0
618,734.0,309.0,24.0,706.0,66.0
619,1777.0,699.0,2855.0,3637.0,622.0
620,244.0,2058.0,3192.0,1076.0,777.0
621,610.0,965.0,254.0,3283.0,3441.0
622,4630.0,48.0,2938.0,677.0,1777.0
623,2115.0,2964.0,119.0,1841.0,3679.0
624,249.0,3983.0,48.0,4298.0,1665.0
625,634.0,317.0,531.0,225.0,706.0
626,656.0,198.0,4213.0,3962.0,4274.0
627,591.0,60.0,2807.0,2552.0,2108.0
628,640.0,4431.0,4309.0,3428.0,1959.0
629,3545.0,3315.0,2343.0,427.0,4210.0
630,94.0,3677.0,694.0,4336.0,280.0
631,3260.0,1889.0,3127.0,4465.0,3744.0
632,4351.0,4087.0,4023.0,375.0,3406.0
633,3947.0,3841.0,440.0,165.0,4058.0
634,333.0,1430.0,687.0,3531.0,151.0
635,4187.0,4330.0,4161.0,542.0,3334.0
636,687.0,784.0,1186.0,310.0,1597.0
637,599.0,3868.0,4448.0,3409.0,3781.0
638,3201.0,3479.0,225.0,461.0,3634.0
639,564.0,707.0,4216.0,1060.0,790.0
640,3943.0,3991.0,4349.0,3566.0,4506.0
641,325.0,167.0,608.0,4189.0,4732.0
642,71.0,67.0,4564.0,3431.0,3627.0
643,724.0,651.0,3678.0,4314.0,4443.0
644,3571.0,2855.0,4572.0,3252.0,333.0
645,2590.0,351.0,58.0,535.0,2923.0
646,4417.0,4106.0,4629.0,1284.0,4519.0
647,153.0,461.0,132.0,1076.0,3851.0
648,131.0,2653.0,1075.0,254.0,248.0
649,654.0,3319.0,3464.0,1485.0,4646.0
650,715.0,713.0,3420.0,3413.0,4464.0
651,2677.0,1234.0,2698.0,779.0,3980.0
652,641.0,4344.0,1585.0,4145.0,976.0
653,4777.0,720.0,3881.0,4474.0,3760.0
654,394.0,4704.0,3822.0,1797.0,1386.0
655,3875.0,2091.0,3676.0,3519.0,4211.0
656,694.0,1276.0,3024.0,2395.0,3979.0
657,3695.0,651.0,334.0,44.0,1240.0
658,3455.0,3782.0,4425.0,3655.0,4197.0
659,430.0,2391.0,3332.0,3622.0,4097.0
660,2812.0,3963.0,4047.0,3355.0,4031.0
661,3609.0,2219.0,894.0,4217.0,3581.0
662,4422.0,337.0,3112.0,3766.0,1737.0
663,131.0,1799.0,4765.0,4746.0,2299.0
664,3914.0,4241.0,1966.0,174.0,874.0
665,222.0,224.0,1623.0,4810.0,3613.0
666,218.0,322.0,3563.0,3673.0,424.0
667,4480.0,3169.0,3595.0,4376.0,4795.0
668,345.0,341.0,250.0,4835.0,704.0
669,1214.0,1100.0,936.0,4050.0,4214.0
670,333.0,4218.0,4064.0,3112.0,2224.0
671,3193.0,3412.0,1024.0,4649.0,2852.0
672,2524.0,221.0,2563.0,585.0,676.0
673,784.0,2864.0,1635.0,3499.0,1011.0
674,177.0,3241.0,4698.0,4393.0,1494.0
675,2366.0,2029.0,3555.0,3917.0,3273.0
676,4318.0,2117.0,3390.0,4725.0,3538.0
677,3645.0,3342.0,4490.0,4531.0,4380.0
678,554.0,3884.0,1921.0,3683.0,4783.0
679,2539.0,2101.0,,,
680,264.0,777.0,4509.0,3470.0,3878.0
681,295.0,1181.0,1870.0,4353.0,3216.0
682,202.0,3416.0,4486.0,3702.0,2083.0
683,3180.0,3467.0,2466.0,1613.0,4304.0
684,1067.0,3548.0,3498.0,792.0,3876.0
685,1538.0,3923.0,3520.0,2049.0,3787.0
686,4774.0,3472.0,3982.0,4070.0,3906.0
687,3700.0,37.0,4216.0,4434.0,3442.0
688,4480.0,305.0,4427.0,295.0,450.0
689,237.0,3365.0,2320.0,34.0,3341.0
690,625.0,112.0,4283.0,4739.0,3657.0
691,3568.0,1818.0,1468.0,770.0,713.0
692,58.0,2498.0,441.0,359.0,286.0
693,3487.0,659.0,704.0,2962.0,3863.0
694,487.0,3201.0,506.0,758.0,3508.0
695,65.0,3862.0,3419.0,4067.0,4760.0
696,4336.0,552.0,1966.0,4854.0,3264.0
697,4571.0,4087.0,3585.0,3408.0,3720.0
698,4099.0,4225.0,2609.0,4611.0,2042.0
699,3647.0,2138.0,459.0,4756.0,4438.0
700,3184.0,4822.0,261.0,2981.0,1013.0
701,3994.0,2391.0,3306.0,262.0,1529.0
702,765.0,3594.0,155.0,732.0,1087.0
703,687.0,487.0,557.0,285.0,3992.0
704,427.0,3638.0,2088.0,758.0,3569.0
705,493.0,784.0,20.0,2499.0,1799.0
706,3287.0,149.0,2609.0,3485.0,2299.0
707,213.0,706.0,336.0,4435.0,4819.0
708,295.0,1181.0,4060.0,4545.0,3820.0
709,1276.0,2749.0,3754.0,3547.0,4174.0
710,3316.0,126.0,3997.0,3809.0,3691.0
711,3302.0,1215.0,3795.0,3587.0,4339.0
712,2344.0,126.0,532.0,1557.0,3352.0
713,1841.0,2115.0,3764.0,2204.0,4468.0
714,,,,,
715,641.0,3703.0,218.0,1477.0,4616.0
716,4475.0,4160.0,3410.0,4716.0,4428.0
717,71.0,747.0,4605.0,3021.0,3531.0
718,345.0,2519.0,4454.0,2161.0,417.0
719,295.0,1181.0,3767.0,4516.0,4366.0
720,317.0,654.0,506.0,676.0,515.0
721,2780.0,3177.0,1655.0,544.0,1116.0
722,777.0,1553.0,306.0,4213.0,296.0
723,3393.0,3533.0,4806.0,4809.0,4229.0
724,554.0,4036.0,4673.0,4828.0,4325.0
725,222.0,1015.0,4607.0,4706.0,2314.0
726,245.0,305.0,2677.0,3847.0,4073.0
727,71.0,4780.0,1430.0,219.0,48.0
728,687.0,706.0,2242.0,636.0,651.0
729,493.0,3274.0,1193.0,2381.0,4212.0
730,2065.0,4617.0,3967.0,4538.0,4436.0
731,4272.0,4456.0,3772.0,4170.0,4111.0
732,345.0,704.0,370.0,438.0,637.0
733,694.0,2232.0,3388.0,851.0,4866.0
734,4113.0,4503.0,4451.0,,
735,4207.0,3423.0,4356.0,4793.0,3975.0
736,3011.0,2855.0,3491.0,3333.0,3600.0
737,261.0,1013.0,4275.0,741.0,3411.0
738,4479.0,4818.0,295.0,4743.0,3789.0
739,1737.0,1441.0,3588.0,4625.0,3697.0
740,788.0,151.0,784.0,3580.0,377.0
741,687.0,71.0,325.0,4566.0,1632.0
742,155.0,4306.0,4105.0,4755.0,4332.0
743,3842.0,3417.0,1559.0,3530.0,3604.0
744,4502.0,708.0,3902.0,3392.0,4037.0
745,222.0,2314.0,324.0,3686.0,1109.0
746,687.0,335.0,325.0,149.0,3985.0
747,731.0,2941.0,2015.0,3295.0,532.0
748,4448.0,4394.0,461.0,4788.0,3480.0
749,149.0,4727.0,603.0,4258.0,3662.0
750,136.0,151.0,2527.0,715.0,3310.0
751,340.0,3725.0,677.0,3666.0,3532.0
752,4712.0,149.0,3740.0,3361.0,3369.0
753,245.0,4591.0,2726.0,1564.0,4730.0
754,699.0,3376.0,506.0,4225.0,2391.0
755,2791.0,476.0,364.0,260.0,4816.0
756,1273.0,4401.0,4526.0,1102.0,1811.0
757,585.0,1668.0,1750.0,4011.0,2241.0
758,4009.0,336.0,3577.0,4267.0,2464.0
759,4566.0,4478.0,2894.0,4803.0,3578.0
760,177.0,1779.0,3294.0,4636.0,3398.0
761,3977.0,4087.0,3693.0,4027.0,4110.0
762,131.0,2653.0,1988.0,2618.0,587.0
763,2514.0,3932.0,3501.0,3340.0,4096.0
764,4098.0,3645.0,4595.0,4527.0,4813.0
765,3362.0,28.0,3735.0,1289.0,1626.0
766,659.0,1151.0,3583.0,1409.0,676.0
767,24.0,2823.0,3546.0,916.0,4032.0
768,691.0,3419.0,632.0,4526.0,4775.0
769,48.0,515.0,3724.0,3360.0,3721.0
770,1456.0,237.0,1437.0,828.0,548.0
771,1372.0,3345.0,4119.0,401.0,3394.0
772,1553.0,71.0,292.0,1689.0,603.0
773,659.0,604.0,3988.0,1582.0,4429.0
774,3233.0,603.0,3376.0,4632.0,1317.0
775,3280.0,1837.0,3421.0,3370.0,3524.0
776,213.0,2726.0,4591.0,2791.0,3592.0
777,4546.0,4655.0,3775.0,4514.0,4215.0
778,370.0,651.0,2215.0,4194.0,4692.0
779,71.0,285.0,3562.0,4072.0,3846.0
780,3971.0,1647.0,3383.0,90.0,3739.0
781,3568.0,1468.0,1818.0,2291.0,292.0
782,263.0,1028.0,768.0,658.0,708.0
783,66.0,1665.0,2980.0,2625.0,74.0
784,455.0,2215.0,4153.0,473.0,4759.0
785,131.0,4854.0,2919.0,3443.0,1281.0
786,249.0,4269.0,4298.0,3567.0,4129.0
787,1931.0,2398.0,4697.0,2685.0,3431.0
788,3051.0,252.0,632.0,3636.0,4546.0
789,79.0,4189.0,4653.0,4333.0,2928.0
790,2088.0,1698.0,4363.0,1039.0,3261.0
791,2364.0,2314.0,515.0,1564.0,153.0
792,3445.0,3823.0,4766.0,4413.0,3432.0
793,198.0,364.0,4131.0,3952.0,4200.0
794,3666.0,1316.0,3160.0,3336.0,4337.0
795,18.0,3599.0,4081.0,3603.0,4432.0
796,4784.0,4512.0,1280.0,579.0,2277.0
797,1984.0,1535.0,2525.0,569.0,3646.0
798,3907.0,1190.0,4265.0,4660.0,3867.0
799,2220.0,4493.0,3649.0,4715.0,3504.0
800,201.0,94.0,340.0,260.0,4772.0
801,2962.0,822.0,2184.0,1808.0,283.0
802,770.0,661.0,1372.0,2242.0,1593.0
803,3664.0,4662.0,4279.0,3614.0,3909.0
804,4389.0,4143.0,3337.0,4082.0,4040.0
805,426.0,58.0,637.0,292.0,216.0
