movie_id,actor_1_id,actor_2_id,actor_3_id,actor_4_id,actor_5_id
395,4606.0,4130.0,4389.0,3889.0,4369.0
396,3813.0,4371.0,3516.0,3375.0,4419.0
397,324.0,339.0,2540.0,2477.0,2272.0
398,4175.0,4688.0,3961.0,3593.0,4447.0
399,652.0,4021.0,393.0,4010.0,3730.0
400,3024.0,777.0,1425.0,4719.0,1246.0
401,221.0,4861.0,2462.0,4131.0,666.0
402,476.0,774.0,4694.0,812.0,3890.0
403,494.0,1646.0,1087.0,245.0,334.0
404,4769.0,4163.0,3974.0,3895.0,920.0
405,237.0,2564.0,3694.0,1884.0,3635.0
406,765.0,1553.0,3326.0,2609.0,3417.0
407,3461.0,1028.0,221.0,4395.0,309.0
408,4841.0,4377.0,1646.0,198.0,4682.0
409,1777.0,3032.0,2589.0,2987.0,821.0
410,441.0,3438.0,3399.0,718.0,2280.0
411,995.0,3708.0,525.0,4403.0,3357.0
412,3233.0,38.0,3564.0,636.0,3520.0
413,328.0,3865.0,3793.0,4799.0,3507.0
414,3850.0,4179.0,3248.0,4452.0,4220.0
415,66.0,1665.0,2980.0,2625.0,2661.0
416,2527.0,415.0,946.0,1022.0,4852.0
417,687.0,131.0,398.0,2963.0,3572.0
418,770.0,3280.0,470.0,2314.0,336.0
419,59.0,4691.0,4601.0,423.0,4065.0
420,3668.0,2539.0,4135.0,4832.0,3364.0
421,661.0,4383.0,24.0,310.0,3406.0
422,4776.0,1144.0,1403.0,896.0,1707.0
423,4664.0,3589.0,3959.0,4248.0,3770.0
424,4727.0,706.0,144.0,74.0,4499.0
425,177.0,305.0,525.0,368.0,4467.0
426,420.0,235.0,4002.0,3354.0,3714.0
427,215.0,3869.0,4166.0,4721.0,4580.0
428,3727.0,4327.0,4615.0,3201.0,4159.0
429,2497.0,4038.0,2970.0,3078.0,2041.0
430,249.0,599.0,651.0,1098.0,2854.0
431,2517.0,334.0,846.0,4184.0,4764.0
432,4713.0,1015.0,286.0,2280.0,325.0
433,494.0,3039.0,4733.0,4433.0,320.0
434,3859.0,4620.0,4748.0,4118.0,3811.0
435,536.0,225.0,3692.0,3723.0,4397.0
436,317.0,634.0,97.0,167.0,73.0
437,687.0,4858.0,4043.0,4845.0,3722.0
438,121.0,3384.0,3317.0,2996.0,4358.0
439,107.0,1024.0,3667.0,3866.0,2376.0
440,363.0,81.0,1533.0,1266.0,3213.0
441,724.0,2630.0,2453.0,1074.0,205.0
442,4206.0,295.0,3941.0,2500.0,4259.0
443,187.0,3891.0,774.0,4013.0,2883.0
444,58.0,350.0,4761.0,4524.0,4499.0
445,634.0,317.0,706.0,531.0,97.0
446,634.0,92.0,3656.0,97.0,132.0
447,4703.0,3482.0,3690.0,4736.0,4134.0
448,3996.0,3873.0,3307.0,3849.0,2197.0
449,285.0,379.0,3985.0,3777.0,4067.0
450,4540.0,1018.0,4565.0,3763.0,2812.0
451,2438.0,2225.0,438.0,3904.0,1462.0
452,3862.0,3861.0,3326.0,4690.0,3077.0
453,3406.0,450.0,489.0,3825.0,3620.0
454,74.0,461.0,2246.0,944.0,3662.0
455,687.0,370.0,4713.0,4585.0,4440.0
456,3859.0,3489.0,4831.0,4151.0,4684.0
457,314.0,781.0,3505.0,729.0,4163.0
458,4317.0,2854.0,661.0,1398.0,616.0
459,765.0,379.0,2391.0,359.0,4854.0
460,652.0,2868.0,3916.0,2990.0,2014.0
461,345.0,2438.0,4668.0,341.0,1897.0
462,493.0,1643.0,1975.0,784.0,3274.0
463,264.0,724.0,604.0,213.0,3732.0
464,625.0,4854.0,4154.0,2381.0,3251.0
465,3778.0,662.0,4800.0,3582.0,3536.0
466,201.0,345.0,964.0,3821.0,4454.0
467,2169.0,1076.0,651.0,3985.0,3621.0
468,126.0,2344.0,3304.0,532.0,2614.0
469,263.0,3347.0,3068.0,4354.0,3317.0
470,658.0,4315.0,3492.0,4702.0,3561.0
471,245.0,573.0,770.0,2912.0,3788.0
472,4288.0,3776.0,4296.0,4313.0,4525.0
473,3169.0,3815.0,4583.0,4642.0,4752.0
474,1079.0,4018.0,420.0,4446.0,3726.0
475,58.0,2498.0,441.0,4705.0,1684.0
476,734.0,3509.0,4757.0,4593.0,1927.0
477,450.0,1433.0,,,
478,1647.0,2785.0,4277.0,90.0,3785.0
479,155.0,4306.0,3440.0,4441.0,3484.0
480,784.0,4489.0,1635.0,1467.0,4602.0
481,101.0,2049.0,332.0,3331.0,3095.0
482,3546.0,1234.0,3343.0,4495.0,3957.0
483,4317.0,377.0,634.0,2479.0,616.0
484,3055.0,4017.0,299.0,4026.0,1495.0
485,734.0,3716.0,3619.0,4245.0,4848.0
486,724.0,237.0,403.0,768.0,4854.0
487,513.0,2462.0,3893.0,2000.0,666.0
488,708.0,487.0,784.0,4760.0,1891.0
489,377.0,213.0,3367.0,1553.0,4360.0
490,3687.0,1635.0,4631.0,2360.0,2106.0
491,261.0,3379.0,375.0,99.0,4622.0
492,830.0,462.0,3426.0,3837.0,254.0
493,1157.0,3661.0,4855.0,3798.0,4014.0
494,213.0,4772.0,3347.0,160.0,562.0
495,263.0,1028.0,768.0,658.0,708.0
496,263.0,1028.0,768.0,766.0,4584.0
497,609.0,4508.0,2519.0,3366.0,4833.0
498,524.0,1526.0,731.0,2015.0,1317.0
499,4182.0,3672.0,1559.0,3598.0,1076.0
500,720.0,4579.0,3405.0,4236.0,3839.0
501,634.0,4862.0,890.0,92.0,4016.0
502,536.0,3715.0,4517.0,137.0,4817.0
503,1087.0,4836.0,4624.0,1286.0,3598.0
504,4680.0,638.0,472.0,4078.0,4737.0
505,637.0,3407.0,3946.0,1653.0,4692.0
506,569.0,97.0,410.0,4437.0,2864.0
507,654.0,4049.0,3321.0,4112.0,3858.0
508,3568.0,1468.0,1818.0,1604.0,300.0
509,620.0,4218.0,335.0,71.0,3924.0
510,1901.0,524.0,4460.0,1513.0,3385.0
511,201.0,92.0,329.0,285.0,774.0
512,637.0,430.0,3734.0,4560.0,3680.0
513,201.0,562.0,239.0,4352.0,4656.0
514,427.0,3638.0,2088.0,4284.0,2042.0
515,394.0,3452.0,4181.0,4767.0,1080.0
516,4292.0,1923.0,1078.0,3605.0,3444.0
517,18.0,3792.0,977.0,395.0,1641.0
518,3983.0,48.0,487.0,142.0,778.0
519,3828.0,1210.0,3495.0,2802.0,3021.0
520,536.0,249.0,4823.0,3438.0,4269.0
521,1273.0,3623.0,4268.0,3790.0,4079.0
522,602.0,784.0,4397.0,3042.0,3731.0
523,2920.0,3768.0,4483.0,4361.0,556.0
524,641.0,380.0,218.0,4686.0,2691.0
525,3183.0,3557.0,3510.0,622.0,2681.0
526,4076.0,3403.0,336.0,3651.0,3363.0
527,3672.0,777.0,2779.0,4116.0,3861.0
528,24.0,324.0,230.0,3927.0,3986.0
529,93.0,4091.0,4402.0,4555.0,2214.0
530,93.0,664.0,3322.0,622.0,4387.0
531,213.0,4219.0,4547.0,3433.0,3954.0
532,100.0,9.0,4523.0,3688.0,3476.0
533,317.0,4513.0,167.0,3479.0,1151.0
534,3983.0,441.0,244.0,4270.0,756.0
535,648.0,3021.0,2452.0,4054.0,2820.0
536,70.0,4238.0,3852.0,3506.0,3459.0
537,4774.0,543.0,4837.0,2275.0,1866.0
538,602.0,97.0,4544.0,4104.0,4652.0
539,73.0,237.0,4834.0,3871.0,3626.0
540,531.0,659.0,576.0,404.0,359.0
