cast_id,user_id,watch_count,normalized_watch_count
79,0,93,0.5412400979017405
79,1,16,0.12817246604004318
79,2,31,0.280957350783421
79,5,22,0.20118796174185205
79,13,37,0.32246752513959975
79,15,32,0.2883901992372403
79,17,16,0.12817246604004318
79,21,32,0.2883901992372403
79,24,47,0.37889684551516145
79,30,33,0.2956011381532101
79,32,46,0.37381142578857374
79,34,53,0.4073471628654759
79,41,33,0.2956011381532101
79,44,28,0.257179297382797
79,46,25,0.23080237057393804
79,50,29,0.2653681668449074
79,53,16,0.12817246604004318
79,57,40,0.34082180812802765
79,68,22,0.20118796174185205
79,70,103,0.5656597148002717
79,73,41,0.3466425359261287
79,76,18,0.15503885302643294
79,77,61,0.4407171719667786
79,79,31,0.280957350783421
79,80,45,0.36861663385501886
79,82,29,0.2653681668449074
79,95,40,0.34082180812802765
79,100,63,0.4483860228965878
79,106,18,0.15503885302643294
79,111,29,0.2653681668449074
79,116,42,0.352326292631838
79,117,26,0.2399184907523091
79,119,25,0.23080237057393804
79,122,18,0.15503885302643294
79,123,36,0.31602584966030967
79,129,39,0.3348573442263336
79,130,19,0.1674286721131668
79,132,41,0.3466425359261287
79,137,25,0.23080237057393804
79,143,33,0.2956011381532101
79,145,33,0.2956011381532101
79,147,59,0.4327968389580741
79,153,48,0.38387740371852197
79,157,50,0.39354063288495056
79,160,33,0.2956011381532101
79,165,41,0.3466425359261287
79,167,47,0.37889684551516145
79,169,29,0.2653681668449074
79,170,37,0.32246752513959975
79,181,69,0.4700317067504677
79,182,26,0.2399184907523091
79,190,46,0.37381142578857374
79,199,29,0.2653681668449074
79,202,37,0.32246752513959975
79,206,35,0.3094076681337352
79,207,49,0.38875733766924625
79,211,14,0.09793949473174057
79,212,39,0.3348573442263336
79,213,22,0.20118796174185205
79,218,66,0.4594512482959666
79,219,81,0.5082504802411946
79,221,23,0.21146817340199475
79,223,17,0.1419789960205684
79,225,58,0.4287371044879904
79,231,52,0.4028321058949502
79,233,56,0.42040701987134044
79,235,16,0.12817246604004318
79,236,30,0.2732884998536118
79,237,53,0.4073471628654759
79,240,38,0.3287418653056786
79,241,56,0.42040701987134044
79,247,22,0.20118796174185205
79,261,34,0.30260303463730076
79,265,47,0.37889684551516145
79,272,56,0.42040701987134044
79,282,27,0.24870304119438813
79,288,40,0.34082180812802765
79,289,19,0.1674286721131668
79,294,14,0.09793949473174057
79,296,39,0.3348573442263336
79,299,29,0.2653681668449074
79,300,34,0.30260303463730076
79,310,31,0.280957350783421
79,312,55,0.41613171330755505
79,314,41,0.3466425359261287
79,316,40,0.34082180812802765
79,325,35,0.3094076681337352
79,326,47,0.37889684551516145
79,327,94,0.5437961906956793
79,330,71,0.47683634024690214
79,331,82,0.5111783768770807
79,334,63,0.4483860228965878
79,340,24,0.22132866555607944
79,341,34,0.30260303463730076
79,343,66,0.4594512482959666
79,353,24,0.22132866555607944
79,357,31,0.280957350783421
79,359,15,0.11352867867025418
79,366,31,0.280957350783421
79,368,40,0.34082180812802765
79,370,25,0.23080237057393804
79,374,50,0.39354063288495056
79,379,33,0.2956011381532101
79,388,76,0.4930537391428006
79,395,31,0.280957350783421
79,396,35,0.3094076681337352
79,400,44,0.36330766157664784
79,408,61,0.4407171719667786
79,410,40,0.34082180812802765
79,419,26,0.2399184907523091
79,421,22,0.20118796174185205
79,422,62,0.4445820306578693
79,426,24,0.22132866555607944
79,435,39,0.3348573442263336
79,436,57,0.4246079694959638
79,440,100,0.5585894974233595
79,441,32,0.2883901992372403
79,451,37,0.32246752513959975
79,452,61,0.4407171719667786
79,453,54,0.41177937006157916
79,460,31,0.280957350783421
79,462,20,0.1792138638129619
79,466,46,0.37381142578857374
79,472,25,0.23080237057393804
79,479,25,0.23080237057393804
79,482,73,0.48345452177347636
79,483,32,0.2883901992372403
79,486,47,0.37889684551516145
79,487,20,0.1792138638129619
79,491,43,0.35787937661866653
79,492,27,0.24870304119438813
79,501,75,0.48989619725276656
79,505,28,0.257179297382797
79,506,92,0.5386566666985192
79,508,80,0.5052866575972165
79,509,21,0.19045070450549972
79,513,53,0.4073471628654759
79,514,38,0.3287418653056786
79,521,44,0.36330766157664784
79,524,32,0.2883901992372403
79,525,50,0.39354063288495056
79,531,27,0.24870304119438813
79,534,49,0.38875733766924625
79,535,37,0.32246752513959975
79,538,28,0.257179297382797
79,541,14,0.09793949473174057
79,551,35,0.3094076681337352
79,552,25,0.23080237057393804
79,555,18,0.15503885302643294
79,558,21,0.19045070450549972
79,561,67,0.4630298102663769
79,562,111,0.5835603854207215
79,563,30,0.2732884998536118
79,566,41,0.3466425359261287
79,571,48,0.38387740371852197
79,573,21,0.19045070450549972
79,576,45,0.36861663385501886
79,583,15,0.11352867867025418
79,591,59,0.4327968389580741
79,592,36,0.31602584966030967
79,595,64,0.45213103613001737
79,598,16,0.12817246604004318
79,599,35,0.3094076681337352
79,601,38,0.3287418653056786
79,608,64,0.45213103613001737
79,611,74,0.4866968324009867
79,615,31,0.280957350783421
79,617,32,0.2883901992372403
79,620,43,0.35787937661866653
79,622,35,0.3094076681337352
79,624,32,0.2883901992372403
79,630,29,0.2653681668449074
79,632,111,0.5835603854207215
79,634,38,0.3287418653056786
79,636,50,0.39354063288495056
79,639,41,0.3466425359261287
79,640,53,0.4073471628654759
79,643,25,0.23080237057393804
79,645,62,0.4445820306578693
79,657,82,0.5111783768770807
79,659,52,0.4028321058949502
79,660,50,0.39354063288495056
79,664,57,0.4246079694959638
79,670,19,0.1674286721131668
79,674,28,0.257179297382797
79,676,34,0.30260303463730076
79,679,52,0.4028321058949502
79,682,21,0.19045070450549972
79,684,45,0.36861663385501886
79,696,31,0.280957350783421
79,700,107,0.5747758349786428
79,701,26,0.2399184907523091
79,706,29,0.2653681668449074
79,711,23,0.21146817340199475
79,712,42,0.352326292631838
79,713,53,0.4073471628654759
79,719,42,0.352326292631838
79,720,48,0.38387740371852197
79,726,35,0.3094076681337352
79,731,40,0.34082180812802765
79,732,36,0.31602584966030967
79,733,49,0.38875733766924625
79,737,26,0.2399184907523091
79,738,29,0.2653681668449074
79,742,23,0.21146817340199475
79,744,22,0.20118796174185205
79,746,43,0.35787937661866653
79,747,61,0.4407171719667786
79,748,36,0.31602584966030967
79,749,43,0.35787937661866653
79,754,34,0.30260303463730076
79,756,47,0.37889684551516145
79,758,22,0.20118796174185205
79,759,35,0.3094076681337352
79,763,44,0.36330766157664784
79,765,37,0.32246752513959975
79,767,53,0.4073471628654759
79,769,110,0.581394016505217
79,772,49,0.38875733766924625
79,773,26,0.2399184907523091
79,775,93,0.5412400979017405
79,787,77,0.4961705374188453
79,789,42,0.352326292631838
79,811,28,0.257179297382797
79,813,32,0.2883901992372403
79,815,39,0.3348573442263336
79,824,50,0.39354063288495056
79,826,58,0.4287371044879904
79,827,18,0.15503885302643294
79,830,50,0.39354063288495056
79,835,43,0.35787937661866653
79,839,38,0.3287418653056786
79,841,84,0.5169298037092894
79,846,63,0.4483860228965878
79,847,70,0.4734579842680283
79,854,48,0.38387740371852197
79,856,78,0.49924763017742435
79,857,44,0.36330766157664784
79,858,34,0.30260303463730076
79,862,22,0.20118796174185205
79,863,33,0.2956011381532101
79,865,48,0.38387740371852197
79,866,31,0.280957350783421
151,0,88,0.5280374395231325
151,1,24,0.22132866555607944
151,2,37,0.32246752513959975
151,3,34,0.30260303463730076
151,5,32,0.2883901992372403
151,6,26,0.2399184907523091
151,7,42,0.352326292631838
151,8,53,0.4073471628654759
151,9,54,0.41177937006157916
151,11,20,0.1792138638129619
151,12,27,0.24870304119438813
151,13,42,0.352326292631838
151,14,32,0.2883901992372403
151,15,37,0.32246752513959975
151,16,53,0.4073471628654759
151,17,34,0.30260303463730076
151,18,40,0.34082180812802765
151,20,42,0.352326292631838
151,21,40,0.34082180812802765
151,22,50,0.39354063288495056
151,24,60,0.4367894672977194
151,25,70,0.4734579842680283
151,26,33,0.2956011381532101
151,27,30,0.2732884998536118
151,28,47,0.37889684551516145
151,29,27,0.24870304119438813
151,30,45,0.36861663385501886
151,31,33,0.2956011381532101
151,34,33,0.2956011381532101
151,35,28,0.257179297382797
151,36,25,0.23080237057393804
151,37,29,0.2653681668449074
151,39,30,0.2732884998536118
151,40,42,0.352326292631838
151,41,58,0.4287371044879904
151,42,22,0.20118796174185205
151,44,30,0.2732884998536118
151,45,43,0.35787937661866653
151,46,40,0.34082180812802765
151,47,24,0.22132866555607944
151,48,27,0.24870304119438813
151,49,25,0.23080237057393804
151,50,33,0.2956011381532101
151,51,31,0.280957350783421
151,52,58,0.4287371044879904
151,54,32,0.2883901992372403
151,55,38,0.3287418653056786
151,56,31,0.280957350783421
151,57,49,0.38875733766924625
151,58,54,0.41177937006157916
151,59,16,0.12817246604004318
151,60,31,0.280957350783421
151,62,32,0.2883901992372403
151,64,80,0.5052866575972165
151,65,27,0.24870304119438813
151,66,28,0.257179297382797
151,67,29,0.2653681668449074
151,68,19,0.1674286721131668
151,69,42,0.352326292631838
151,70,62,0.4445820306578693
151,71,40,0.34082180812802765
151,72,31,0.280957350783421
151,73,43,0.35787937661866653
151,74,33,0.2956011381532101
151,76,20,0.1792138638129619
151,77,88,0.5280374395231325
