movie_id,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,Thriller,War,Western,year,duration,average_rating,director_id,writer_id,composer_id,studio_id,actor_1_id,actor_2_id,actor_3_id,actor_4_id,actor_5_id,language_id,country_1_id,rating_std
140,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,97,3.3,1344,129.0,15.0,9,1074.0,4101.0,3819.0,4310.0,1975.0,13,17,0.7522858077209446
141,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,120,3.5,320,91.0,11.0,62,3687.0,1635.0,4631.0,4052.0,2360.0,13,17,0.8804098498375696
142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,140,3.3,289,130.0,58.0,83,2300.0,1534.0,4738.0,4012.0,4230.0,13,17,0.9834246556968088
143,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2012,142,3.7,1774,131.0,12.0,6,487.0,4187.0,3170.0,461.0,772.0,13,17,0.8185945480560339
144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2014,130,3.8,1451,132.0,9.0,84,74.0,3325.0,4158.0,704.0,4492.0,13,9,0.6900218631913384
145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,115,4.1,1146,133.0,106.0,85,4079.0,3762.0,3515.0,3972.0,4814.0,13,17,0.6574666129699831
146,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2015,163,3.8,1924,134.0,107.0,86,106.0,3652.0,3373.0,4312.0,4176.0,29,21,
147,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,121,3.7,1607,135.0,101.0,13,4734.0,4832.0,3705.0,3347.0,2149.0,13,9,0.7822667026784478
148,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2025,97,3.5,1925,136.0,108.0,87,3910.0,797.0,1078.0,4198.0,3624.0,13,17,0.8556735586689633
149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,121,3.8,504,111.0,33.0,88,2845.0,336.0,24.0,315.0,2865.0,13,17,0.6657567360590217
150,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1984,229,4.2,1435,137.0,109.0,89,784.0,2681.0,4167.0,3608.0,4319.0,13,17,0.9741239126051614
151,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2012,112,3.5,1926,138.0,2.0,90,610.0,4768.0,4553.0,1714.0,3450.0,13,17,0.9327927154815366
152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,155,2.9,319,111.0,11.0,30,237.0,3430.0,155.0,4129.0,3838.0,13,17,0.884194499566213
153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1940,129,4.2,350,139.0,110.0,62,630.0,1516.0,739.0,3514.0,4829.0,13,17,0.2840560344154489
154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004,123,3.8,787,140.0,111.0,20,724.0,1015.0,3414.0,3494.0,3472.0,13,17,0.9386557127774692
155,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2020,135,3.5,1153,141.0,112.0,91,310.0,3998.0,476.0,472.0,3212.0,13,17,1.0498026916744134
156,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,161,3.4,175,123.0,20.0,20,1665.0,113.0,3611.0,661.0,2498.0,13,32,0.8449867505567906
157,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1961,115,3.8,52,142.0,113.0,13,367.0,3973.0,3560.0,3930.0,1707.0,13,17,0.8451110453287223
158,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009,98,3.9,409,143.0,114.0,43,3746.0,4289.0,452.0,4638.0,267.0,13,17,0.765213201857306
159,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,104,3.9,857,62.0,14.0,92,61.0,2928.0,4156.0,770.0,3367.0,13,7,0.7234662227271316
160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,104,4.1,1927,144.0,115.0,93,3834.0,3901.0,3929.0,4558.0,4789.0,46,36,0.8849900959057707
161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,104,3.0,1577,145.0,116.0,94,487.0,4045.0,3956.0,4717.0,3468.0,13,17,0.6344416924222457
162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,179,4.2,931,146.0,117.0,95,4773.0,3707.0,3938.0,3835.0,4867.0,9,41,0.6851518924105088
163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1957,97,4.6,204,147.0,118.0,96,1707.0,2408.0,3520.0,3824.0,4300.0,13,17,0.516264345836147
164,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024,101,3.4,1800,148.0,119.0,97,130.0,79.0,4830.0,4375.0,4747.0,13,40,0.8818858318771735
165,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,115,2.8,1037,149.0,120.0,98,4796.0,184.0,3888.0,4382.0,4109.0,13,17,0.8521785250517027
166,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1999,81,3.3,1357,150.0,121.0,99,4365.0,3660.0,3719.0,3794.0,4226.0,13,17,1.0409121487292212
167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1968,138,4.2,298,151.0,122.0,100,2662.0,2492.0,3757.0,4455.0,3289.0,13,17,0.69960607775141
168,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2006,108,3.3,192,152.0,58.0,101,171.0,2006.0,4491.0,753.0,4536.0,13,17,0.737270539411697
169,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,140,4.3,354,153.0,123.0,102,165.0,2982.0,2320.0,703.0,60.0,13,17,1.0304795351716864
170,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1999,107,4.1,77,112.0,12.0,103,715.0,3435.0,476.0,2540.0,3681.0,13,17,0.6495918462657224
171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,117,4.1,447,154.0,8.0,8,890.0,126.0,604.0,532.0,3671.0,13,9,0.7703172448142983
172,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1991,119,4.3,518,155.0,20.0,104,1862.0,404.0,3278.0,3052.0,3812.0,13,17,0.5811454523316955
173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2014,113,3.4,1131,156.0,124.0,105,4071.0,3894.0,3925.0,3313.0,2846.0,13,17,0.7835443381811688
174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,156,2.7,1653,157.0,125.0,2,4675.0,3705.0,747.0,4068.0,4665.0,13,17,0.9688933880814236
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1965,132,4.2,1435,158.0,109.0,106,641.0,1585.0,1358.0,976.0,84.0,38,29,0.5335277862812556
176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1986,96,4.0,82,159.0,20.0,107,440.0,1526.0,1974.0,4563.0,2480.0,13,40,0.645953353426545
177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,155,3.9,135,160.0,73.0,10,777.0,1098.0,205.0,3502.0,359.0,13,17,0.9994866166404976
178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2002,150,4.4,298,161.0,29.0,108,2314.0,3628.0,3631.0,3771.0,4808.0,13,42,0.6999224630348193
179,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005,77,3.9,1928,162.0,33.0,109,58.0,292.0,3891.0,3797.0,4641.0,13,9,0.7753875037302854
180,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2016,139,4.0,798,163.0,53.0,17,1276.0,3461.0,4605.0,3827.0,3966.0,13,7,0.9832568108920912
181,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2023,142,2.8,1929,164.0,126.0,110,543.0,295.0,2685.0,3883.0,3874.0,13,17,0.9866348595265454
182,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,101,3.5,1556,165.0,127.0,111,130.0,3344.0,965.0,4233.0,3335.0,13,17,0.7980262780216103
183,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1963,142,4.6,115,166.0,128.0,112,363.0,18.0,2382.0,3389.0,925.0,9,41,0.5706390547601963
184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,123,3.6,1930,167.0,68.0,44,4505.0,3512.0,3559.0,3891.0,2924.0,13,9,0.8887820469872966
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,167,4.4,135,168.0,73.0,10,777.0,2854.0,1098.0,3201.0,225.0,13,17,0.8144322630498244
186,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2016,104,3.6,1549,169.0,129.0,113,126.0,488.0,1419.0,4807.0,3575.0,13,17,0.610434533543195
187,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,169,3.5,175,123.0,20.0,20,113.0,1665.0,3611.0,3612.0,1645.0,13,32,0.878933175459337
188,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,169,3.5,1487,170.0,73.0,114,58.0,2498.0,441.0,4705.0,359.0,13,17,0.9261804285708228
189,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2007,111,4.2,1752,171.0,9.0,9,2616.0,2661.0,4342.0,3722.0,3352.0,13,17,0.6517769568952989
190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,146,4.1,1931,172.0,130.0,115,3286.0,4345.0,4742.0,3309.0,4162.0,29,21,0.0
191,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1988,86,4.2,568,173.0,131.0,116,4075.0,2646.0,3242.0,4548.0,1085.0,9,41,0.6310622478729245
192,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1993,76,4.0,664,174.0,33.0,117,4132.0,2381.0,4052.0,1756.0,3736.0,13,17,0.8551770789436678
193,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,132,3.5,467,65.0,56.0,49,325.0,677.0,511.0,4714.0,17.0,13,17,0.9524520782876404
194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,117,3.5,30,117.0,132.0,118,4564.0,77.0,79.0,3303.0,1210.0,13,9,0.8569993511140735
195,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2001,125,4.4,568,173.0,131.0,116,4859.0,4415.0,4485.0,3027.0,4708.0,9,41,0.6327002843091338
196,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2024,103,3.3,1932,175.0,133.0,14,4155.0,624.0,158.0,4439.0,3318.0,13,17,0.8687311587130248
197,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,118,3.4,1752,171.0,9.0,43,4263.0,865.0,4815.0,3942.0,151.0,13,17,0.7624033688200234
198,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,133,4.2,1322,176.0,134.0,119,794.0,4613.0,4610.0,3511.0,4581.0,13,17,0.6747720581923061
199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,141,3.0,24,177.0,45.0,19,1276.0,213.0,333.0,3471.0,4639.0,13,17,1.0073211326377154
200,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,114,4.1,1415,178.0,8.0,120,245.0,573.0,1775.0,2677.0,3905.0,13,9,0.7189495623773374
201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,136,3.4,24,179.0,65.0,121,1276.0,213.0,3523.0,2503.0,2963.0,13,17,0.9425015651246332
202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,189,4.2,392,108.0,135.0,20,656.0,646.0,774.0,604.0,1572.0,13,17,0.7820989032114104
203,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,107,3.8,69,103.0,73.0,11,3349.0,370.0,2779.0,1604.0,391.0,13,9,0.8621576184491897
204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,149,3.8,207,180.0,45.0,11,450.0,531.0,3978.0,4453.0,4541.0,13,7,0.7225334651913535
205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,113,4.1,769,181.0,83.0,122,4539.0,4821.0,4034.0,4374.0,4055.0,46,42,0.9452513778686298
206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1987,117,4.2,609,182.0,136.0,123,1108.0,4007.0,4354.0,3071.0,4530.0,13,9,0.6822997631255174
207,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,92,3.9,464,129.0,114.0,9,131.0,2653.0,9.0,4550.0,1988.0,13,17,0.6592465045094481
208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980,124,4.4,1105,183.0,11.0,30,1456.0,237.0,1437.0,828.0,548.0,13,17,0.6067910366327328
209,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,162,3.6,260,68.0,65.0,124,3461.0,1028.0,221.0,4395.0,4280.0,13,17,1.0644268730665871
210,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2022,123,3.0,698,184.0,137.0,125,2251.0,4299.0,552.0,4864.0,4410.0,13,17,0.8640039220883831
211,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2022,107,3.5,1933,185.0,138.0,126,450.0,770.0,2791.0,4321.0,4140.0,13,17,0.8096637149971775
212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2022,138,4.0,92,186.0,139.0,127,2692.0,2389.0,3486.0,4164.0,4392.0,16,19,0.6884041292597615
213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2024,111,3.4,1934,21.0,140.0,34,3747.0,3910.0,4204.0,4069.0,4322.0,13,17,0.722883541506156
214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1988,155,4.5,1846,187.0,109.0,128,1546.0,2828.0,3579.0,4521.0,4172.0,38,42,0.7776705579200085
215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2019,169,2.9,852,188.0,63.0,20,3983.0,562.0,650.0,4726.0,3696.0,13,17,0.9710622110499916
216,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2008,100,4.1,568,173.0,131.0,116,4671.0,4501.0,3704.0,3933.0,3565.0,9,41,0.6581937212046017
217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,130,3.0,927,4.0,103.0,2,634.0,92.0,3656.0,1777.0,825.0,13,17,0.8012697118073888
218,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1981,150,4.3,1935,189.0,141.0,129,1651.0,3831.0,4574.0,3870.0,2087.0,44,29,0.4629100498862757
219,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1940,130,4.1,639,190.0,142.0,130,1524.0,4227.0,19.0,3453.0,4311.0,13,17,0.646915362412569
220,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2004,92,4.1,324,191.0,93.0,54,3051.0,252.0,632.0,430.0,268.0,13,17,0.9249962725676748
221,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2008,122,3.0,1531,192.0,143.0,17,152.0,494.0,2405.0,1673.0,2976.0,13,9,1.1923527937860974
222,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,107,3.4,1403,193.0,144.0,131,3288.0,3886.0,2542.0,3021.0,3920.0,13,17,0.8546700296495767
223,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,161,3.9,819,194.0,145.0,132,3641.0,3911.0,3892.0,4090.0,4798.0,29,21,
224,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2023,181,4.2,69,103.0,99.0,133,391.0,3836.0,201.0,634.0,2251.0,13,9,0.893468431317078
225,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,94,3.8,943,195.0,146.0,34,3537.0,1563.0,4107.0,933.0,4171.0,13,17,0.7757133163491094
226,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,109,3.8,1429,196.0,81.0,78,557.0,637.0,3836.0,555.0,3402.0,13,17,0.7832922491389599
227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2024,131,2.4,1936,197.0,147.0,19,3528.0,3427.0,3666.0,4634.0,4386.0,13,17,0.895056215135836
228,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2018,128,4.0,103,198.0,138.0,134,476.0,375.0,4683.0,3854.0,3958.0,13,17,0.9979744977985084
229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,100,3.7,76,199.0,2.0,10,708.0,4117.0,3367.0,3525.0,1881.0,13,17,0.9672334972403565
230,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1996,98,3.7,1937,200.0,148.0,135,4004.0,622.0,3036.0,4373.0,4623.0,13,17,0.7991836028830422
231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,137,4.3,1680,201.0,149.0,136,3717.0,2763.0,4844.0,4290.0,3293.0,44,42,0.881068698389661
232,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1959,222,4.1,625,202.0,44.0,14,33.0,3371.0,2621.0,936.0,4711.0,13,17,0.939336436627724
233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1982,118,4.1,556,203.0,150.0,137,237.0,479.0,4528.0,1771.0,276.0,13,17,0.8717429143490768
234,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2024,89,2.9,1938,204.0,151.0,138,4777.0,3296.0,4276.0,4458.0,4188.0,13,17,0.8008171453333416
235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,100,3.1,1939,205.0,152.0,139,4587.0,4114.0,3750.0,4596.0,4287.0,13,17,0.8769713318254015
236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954,112,4.4,639,206.0,142.0,13,394.0,2887.0,4687.0,1786.0,3885.0,13,17,0.5279795120759538
237,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023,179,3.4,103,198.0,153.0,34,602.0,3817.0,3470.0,1660.0,3897.0,13,8,1.049352322185869
238,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,119,3.1,1940,62.0,74.0,140,337.0,98.0,100.0,766.0,4126.0,13,17,0.7705191712231807
239,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2023,117,3.2,1879,207.0,154.0,11,777.0,3741.0,248.0,3747.0,4826.0,13,9,0.933727029109655
240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,84,3.7,700,208.0,155.0,62,3378.0,3382.0,3617.0,3540.0,3529.0,13,9,0.8899049748198411
241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1977,121,4.2,1102,209.0,11.0,30,1456.0,237.0,1437.0,740.0,1100.0,13,17,0.6512332837971716
242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,127,4.1,289,210.0,11.0,51,1876.0,410.0,440.0,1693.0,4643.0,13,17,0.6760060179817546
243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2020,124,3.4,1461,211.0,63.0,141,4275.0,3542.0,3805.0,3391.0,4497.0,13,7,0.7332417951612257
244,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,108,3.4,1423,126.0,111.0,117,65.0,536.0,3807.0,4263.0,3853.0,13,17,0.8595701297191517
245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,122,4.0,1312,212.0,15.0,142,2855.0,4459.0,1149.0,3041.0,3898.0,13,17,1.1245481051495856
246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2002,113,3.8,321,213.0,56.0,143,391.0,1637.0,573.0,3490.0,3799.0,13,9,0.7586420055797284
247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,139,3.1,504,214.0,156.0,144,2845.0,24.0,315.0,3954.0,4069.0,13,17,0.902037088034737
248,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2014,102,3.8,247,215.0,137.0,54,1477.0,285.0,3965.0,3178.0,2467.0,13,17,0.6241963736828336
249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1962,129,4.1,812,216.0,26.0,145,3659.0,448.0,3358.0,3298.0,3995.0,13,17,0.8302784107615157
250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,93,3.4,1941,217.0,157.0,146,342.0,4234.0,4658.0,4549.0,4266.0,13,7,0.841205355359218
251,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1997,120,3.3,632,218.0,21.0,147,3243.0,2121.0,2727.0,4756.0,4208.0,13,17,0.7077208924798071
252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,152,2.9,963,99.0,11.0,30,1456.0,1437.0,569.0,3339.0,3801.0,13,17,1.0255247017640945
253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,115,3.6,1390,213.0,158.0,13,659.0,320.0,4062.0,1088.0,3475.0,13,9,0.8302417312811075
254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1975,124,3.9,289,219.0,11.0,148,1404.0,1723.0,717.0,4006.0,1289.0,13,17,0.6220660351814371
255,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1973,129,4.2,1369,220.0,159.0,51,224.0,593.0,1723.0,1193.0,3753.0,13,17,0.7190852831972221
256,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2003,102,3.8,331,71.0,160.0,27,339.0,97.0,3556.0,4543.0,3553.0,13,9,0.9228805642201394
257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2020,96,3.4,1771,221.0,21.0,13,3836.0,3590.0,4482.0,3500.0,391.0,13,17,0.8217726480614027
258,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005,143,3.6,1516,222.0,93.0,43,3323.0,4297.0,4838.0,3639.0,250.0,13,9,0.8311975685958504
259,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,88,3.5,1942,223.0,161.0,149,694.0,461.0,213.0,4745.0,517.0,13,17,0.7118304902799403
260,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2006,118,4.2,17,224.0,162.0,150,4199.0,4260.0,4557.0,4056.0,346.0,5,6,0.7138957478924254
261,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2017,141,3.2,30,225.0,74.0,62,4734.0,124.0,604.0,1210.0,4685.0,13,9,0.9153040399786756
262,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2003,125,3.9,45,43.0,33.0,19,177.0,3804.0,1367.0,3816.0,292.0,13,17,0.7492142555062659
263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,117,3.7,1177,226.0,163.0,151,280.0,455.0,14.0,4564.0,3802.0,13,17,1.0045824542698685
264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,133,3.8,1501,227.0,9.0,30,3512.0,3640.0,226.0,707.0,4368.0,13,17,0.9316668665854446
265,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,103,4.0,1718,35.0,114.0,9,131.0,2653.0,9.0,1988.0,587.0,13,17,0.7173161761773672
266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,114,3.4,1293,228.0,40.0,37,4572.0,3886.0,557.0,4567.0,4843.0,13,9,1.151972527818644
267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2022,102,2.7,1508,229.0,164.0,152,4401.0,3218.0,4754.0,4477.0,4644.0,13,17,0.812427430348996
268,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1993,195,4.5,289,230.0,11.0,83,250.0,2242.0,770.0,4560.0,4089.0,13,17,0.7579248541922664
269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,104,3.3,1895,231.0,165.0,153,249.0,4298.0,1665.0,4416.0,4590.0,13,17,0.6639827367263954
270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2017,123,3.7,17,232.0,57.0,154,299.0,14.0,378.0,160.0,1425.0,13,17,0.8773021804629135
271,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019,108,4.0,384,63.0,9.0,48,4152.0,3406.0,97.0,1441.0,132.0,13,32,1.123520318589939
272,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,90,3.9,1417,233.0,73.0,54,100.0,747.0,28.0,1060.0,232.0,13,17,0.7330110325259693
273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2022,147,4.0,1274,234.0,50.0,155,4192.0,4350.0,4650.0,3856.0,3987.0,44,29,0.8548862020951578
274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,117,3.5,77,112.0,166.0,73,3983.0,450.0,4533.0,4820.0,3436.0,13,17,0.8279487552706811
275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2015,188,4.0,592,29.0,109.0,156,151.0,2.0,320.0,4405.0,4778.0,13,17,0.8691675335453238
276,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,102,4.2,1211,35.0,167.0,157,3311.0,476.0,264.0,334.0,4745.0,13,17,0.7294074552079767
277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,123,3.3,1146,235.0,63.0,51,2101.0,720.0,4316.0,4268.0,4509.0,13,17,0.769192750188208
278,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,115,3.5,362,236.0,9.0,2,661.0,3618.0,1015.0,4681.0,155.0,13,17,0.800233297385686
279,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1989,96,4.1,282,237.0,168.0,158,2344.0,4246.0,1437.0,2556.0,1332.0,13,17,0.7196680544944407
280,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2000,124,4.1,1002,238.0,169.0,142,1367.0,153.0,3287.0,4724.0,2594.0,13,17,0.7546863984984657
